,Unnamed: 0,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address_full,total_violations,active_violations,ecb_violations,acrive_ecb_violations,geo_address,geocoded,lat,lon
586,586,1232880-DCA,Business,03/31/2025,MURRAY 38 PARKING LLC,0,155,E 38TH ST,0,NEW YORK,NY,10016,2126869800,Manhattan,1.0,155 E 38TH ST,0.0,0.0,0.0,0.0,155 E 38TH ST NY 10016,"(40.7484638, -73.9765433)",40.7484638,-73.9765433
587,587,2099962-DCA,Business,03/31/2025,ELEMENT GARAGE MGMT LLC,0,555,W 59TH ST,0,NEW YORK,NY,10019,212-289-7200,Manhattan,1.0,555 W 59TH ST,0.0,0.0,0.0,0.0,555 W 59TH ST NY 10019,"(40.7715251, -73.9895943)",40.7715251,-73.9895943
588,588,2097161-DCA,Business,03/31/2025,CHAMPION PARKING CPW LLC,0,225,CENTRAL PARK W,0,NEW YORK,NY,10024,0,Manhattan,1.0,225 CENTRAL PARK W,0.0,0.0,0.0,0.0,225 CENTRAL PARK W NY 10024,"(40.7830893, -73.9713177)",40.7830893,-73.9713177
589,589,2108244-DCA,Business,03/27/2023,CSB PARKING LLC,0,362,E 148TH ST,0,BRONX,NY,10455,212-929-9404,Bronx,2.0,362 E 148TH ST,0.0,0.0,0.0,0.0,362 E 148TH ST NY 10455,"(40.815659, -73.9196898)",40.815659,-73.9196898
590,590,1312449-DCA,Business,03/31/2025,STELLMAR PARKING LLC,0,30,E 65TH ST,0,NEW YORK,NY,10065,212-879-8798,Manhattan,1.0,30 E 65TH ST,0.0,0.0,0.0,0.0,30 E 65TH ST NY 10065,"(40.7669885, -73.96844089999999)",40.7669885,-73.96844089999999
591,591,0760802-DCA,Business,03/31/2025,MERIT PARKING LLC,0,12,E 107TH ST,0,NEW YORK,NY,10029,2126869800,Manhattan,1.0,12 E 107TH ST,0.0,0.0,0.0,0.0,12 E 107TH ST NY 10029,"(40.7922817, -73.9447836)",40.7922817,-73.9447836
592,592,2093300-DCA,Business,03/31/2025,MP LINCOLN SQUARE PARKING LLC,0,143,W 68TH ST,0,NEW YORK,NY,10023,2124903460,Manhattan,1.0,143 W 68TH ST,0.0,0.0,0.0,0.0,143 W 68TH ST NY 10023,"(40.77552379999999, -73.9822674)",40.77552379999999,-73.9822674
593,593,0924489-DCA,Business,03/31/2025,CHAMPION BROADWAY PARKING CORP,0,60,E 8TH ST,0,NEW YORK,NY,10003,212-308-5959,Manhattan,1.0,60 E 8TH ST,0.0,0.0,0.0,0.0,60 E 8TH ST NY 10003,"(40.7305852, -73.9930316)",40.7305852,-73.9930316
594,594,2103110-DCA,Business,03/31/2025,"IMPERIAL PARKING (U.S.), LLC",0,135,N 11TH ST,0,BROOKLYN,NY,11249,2129378660,Brooklyn,3.0,135 N 11TH ST,0.0,0.0,0.0,0.0,135 N 11TH ST NY 11249,"(40.7206415, -73.9559113)",40.7206415,-73.9559113
595,595,2105668-DCA,Business,03/31/2025,ARENA PARKING LLC,ARENA PARKING,700,PACIFIC ST,0,BROOKLYN,NY,11217,9175668422,Brooklyn,3.0,700 PACIFIC ST,0.0,0.0,0.0,0.0,700 PACIFIC ST NY 11217,"(40.68174130000001, -73.9722702)",40.68174130000001,-73.9722702
596,596,2109749-DCA,Business,03/31/2025,GMH PARK INC,0,763,CONCOURSE VLG W,0,BRONX,NY,10451,9172140583,Bronx,2.0,763 CONCOURSE VLG W,0.0,0.0,0.0,0.0,763 CONCOURSE VLG W NY 10451,"(40.8242682, -73.9228164)",40.8242682,-73.9228164
597,597,2037953-DCA,Business,03/31/2023,LM SUTPHIN PARKING LLC,0,8822,SUTPHIN BLVD,0,JAMAICA,NY,11435,2127143571,Queens,4.0,8822 SUTPHIN BLVD,0.0,0.0,0.0,0.0,8822 SUTPHIN BLVD NY 11435,"(40.7042369, -73.8092357)",40.7042369,-73.8092357
598,598,2031032-DCA,Business,03/31/2017,"IMPERIAL PARKING (U.S.), LLC",IMPARK,210,CENTRAL PARK S,0,NEW YORK,NY,10019,2129378660,Manhattan,1.0,210 CENTRAL PARK S,0.0,0.0,0.0,0.0,210 CENTRAL PARK S NY 10019,"(40.7669838, -73.9800186)",40.7669838,-73.9800186
599,599,2050301-DCA,Business,03/31/2025,10 WEST 66TH STREET CAR PARK LLC,GGMC,10,W 66TH ST,0,NEW YORK,NY,10023,2129966363,Manhattan,1.0,10 W 66TH ST,0.0,0.0,0.0,0.0,10 W 66TH ST NY 10023,"(40.7724058, -73.9797157)",40.7724058,-73.9797157
600,600,1400052-DCA,Business,03/31/2025,SHERMAN PARKING SYSTEMS INC.,0,361,E 161ST ST,0,BRONX,NY,10451,9149601795,Bronx,2.0,361 E 161ST ST,0.0,0.0,0.0,0.0,361 E 161ST ST NY 10451,"(40.8247048, -73.9145173)",40.8247048,-73.9145173
601,601,1076844-DCA,Business,03/31/2025,"CARNEGIE CAR PARK, INC.",GGMC,40,E 94TH ST,0,NEW YORK,NY,10128,2129966363,Manhattan,1.0,40 E 94TH ST,0.0,0.0,0.0,0.0,40 E 94TH ST NY 10128,"(40.7856153, -73.9547643)",40.7856153,-73.9547643
602,602,2103743-DCA,Business,04/23/2023,MODA CAR PARK LLC,0,8914,PARSONS BLVD,0,JAMAICA,NY,11432,212-996-6363 EXT.214,Queens,4.0,8914 PARSONS BLVD,0.0,0.0,0.0,0.0,8914 PARSONS BLVD NY 11432,"(40.7053451, -73.80168859999999)",40.7053451,-73.80168859999999
603,603,1122008-DCA,Business,03/31/2025,CHAMPION PARKING 75 LLC,0,370,E 76TH ST,0,NEW YORK,NY,10021,2123085959,Manhattan,1.0,370 E 76TH ST,0.0,0.0,0.0,0.0,370 E 76TH ST NY 10021,"(40.7703136, -73.95458169999999)",40.7703136,-73.95458169999999
604,604,2106135-DCA,Business,07/20/2022,QUIK PARK CRESCENT LLC,0,4308,CRESCENT ST,0,LONG ISLAND CITY,NY,11101,212-686-9800,Queens,4.0,4308 CRESCENT ST,0.0,0.0,0.0,0.0,4308 CRESCENT ST NY 11101,"(40.7484617, -73.9432035)",40.7484617,-73.9432035
605,605,0920608-DCA,Business,03/31/2025,CAROUSEL PARKING CORP,0,201,W 75TH ST,0,NEW YORK,NY,10023,2123085959,Manhattan,1.0,201 W 75TH ST,0.0,0.0,0.0,0.0,201 W 75TH ST NY 10023,"(40.7809446, -73.980372)",40.7809446,-73.980372
606,606,2017912-DCA,Business,03/31/2025,SP PLUS CORPORATION,0,455,MADISON AVE,0,NEW YORK,NY,10022,2125025490,Manhattan,1.0,455 MADISON AVE,0.0,0.0,0.0,0.0,455 MADISON AVE NY 10022,"(40.758147, -73.9746763)",40.758147,-73.9746763
607,607,2110467-DCA,Business,03/31/2025,THOMSON AVENUE GARAGE LLC,0,2728,THOMSON AVE,0,LONG ISLAND CITY,NY,11101,646-584-0409,Queens,4.0,2728 THOMSON AVE,0.0,0.0,0.0,0.0,2728 THOMSON AVE NY 11101,"(40.7458078, -73.9418144)",40.7458078,-73.9418144
608,608,1461225-DCA,Business,03/31/2025,"IMPERIAL PARKING (U.S.), LLC",0,90-15,PARSONS BLVD,0,JAMAICA,NY,11432,2129378660,Queens,4.0,90-15 PARSONS BLVD,0.0,0.0,0.0,0.0,90-15 PARSONS BLVD NY 11432,"(40.704697, -73.8003274)",40.704697,-73.8003274
609,609,1312853-DCA,Business,03/31/2025,420 EAST 53RD PARKING LLC,0,420,E 53RD ST,0,NEW YORK,NY,10022,2127595290,Manhattan,1.0,420 E 53RD ST,0.0,0.0,0.0,0.0,420 E 53RD ST NY 10022,"(40.7551928, -73.9639675)",40.7551928,-73.9639675
610,610,1250226-DCA,Business,03/31/2025,HEIGHTS 183 PARKING LLC,0,2479,AMSTERDAM AVE,0,NEW YORK,NY,10033,2126869800,Manhattan,1.0,2479 AMSTERDAM AVE,0.0,0.0,0.0,0.0,2479 AMSTERDAM AVE NY 10033,"(40.8493021, -73.9296177)",40.8493021,-73.9296177
611,611,2034908-DCA,Business,03/31/2025,QUIK PARK 365 MANAGEMENT LLC,0,365,BOND ST,0,BROOKLYN,NY,11231,2126869800,Brooklyn,3.0,365 BOND ST,0.0,0.0,0.0,0.0,365 BOND ST NY 11231,"(40.677702, -73.990455)",40.677702,-73.990455
612,612,2084142-DCA,Business,03/31/2025,CHAMPION PARKING 245 LLC,0,1441,2ND AVE,0,NEW YORK,NY,10021,2123085959,Manhattan,1.0,1441 2ND AVE,0.0,0.0,0.0,0.0,1441 2ND AVE NY 10021,"(40.7709507, -73.9570473)",40.7709507,-73.9570473
613,613,2106841-DCA,Business,03/31/2025,550 WEST 25TH CAR PARK LLC,GGMC,550,W 25TH ST,0,NEW YORK,NY,10001,212996363,Manhattan,1.0,550 W 25TH ST,0.0,0.0,0.0,0.0,550 W 25TH ST NY 10001,"(40.7497269, -74.0055055)",40.7497269,-74.0055055
614,614,2047955-DCA,Business,03/31/2025,300 E. 34 PARKING LLC,0,300,E 34TH ST,0,NEW YORK,NY,10016,212-481-6016,Manhattan,1.0,300 E 34TH ST,0.0,0.0,0.0,0.0,300 E 34TH ST NY 10016,"(40.7444676, -73.9756199)",40.7444676,-73.9756199
615,615,1400292-DCA,Business,03/31/2025,"CONNAUGHT CAR PARK, LLC",0,300,E 54TH ST,0,NEW YORK,NY,10022,2129966363,Manhattan,1.0,300 E 54TH ST,0.0,0.0,0.0,0.0,300 E 54TH ST NY 10022,"(40.7571105, -73.96647)",40.7571105,-73.96647
616,616,0889934-DCA,Business,03/31/2025,"MUTUAL PARKING SYSTEM, INC.",0,340,E 64TH ST,0,NEW YORK,NY,10065,2128887400,Manhattan,1.0,340 E 64TH ST,0.0,0.0,0.0,0.0,340 E 64TH ST NY 10065,"(40.7631464, -73.9610896)",40.7631464,-73.9610896
617,617,2019936-DCA,Business,03/31/2025,SP PLUS CORPORATION,0,910,9TH AVE,0,NEW YORK,NY,10019,2125025490,Manhattan,1.0,910 9TH AVE,0.0,0.0,0.0,0.0,910 9TH AVE NY 10019,"(40.768788, -73.9847631)",40.768788,-73.9847631
618,618,2104241-DCA,Business,03/31/2025,CHAMPION 68 LLC,0,80,CENTRAL PARK WEST,0,NEW YORK,NY,10023,212,Manhattan,1.0,80 CENTRAL PARK WEST,0.0,0.0,0.0,0.0,80 CENTRAL PARK WEST NY 10023,"(40.7740567, -73.9780672)",40.7740567,-73.9780672
619,619,2110557-DCA,Business,03/31/2025,3718 HENRY HUDSON PARKING LLC,0,3718,HENRY HUDSON PKWY,0,BRONX,NY,10463,3473204333,Bronx,2.0,3718 HENRY HUDSON PKWY,0.0,0.0,0.0,0.0,3718 HENRY HUDSON PKWY NY 10463,"(40.8882613, -73.9100234)",40.8882613,-73.9100234
620,620,2109644-DCA,Business,03/31/2025,222 EAST 69TH GARAGE LLC,0,222,E 69TH ST,0,NEW YORK,NY,10021,2124903460,Manhattan,1.0,222 E 69TH ST,0.0,0.0,0.0,0.0,222 E 69TH ST NY 10021,"(40.7670331, -73.9610215)",40.7670331,-73.9610215
621,621,1196302-DCA,Business,03/31/2025,54TH & 2ND PARKING LLC,0,300,E 55TH ST,0,NEW YORK,NY,10022,2126869800,Manhattan,1.0,300 E 55TH ST,0.0,0.0,0.0,0.0,300 E 55TH ST NY 10022,"(40.7577216, -73.96600459999999)",40.7577216,-73.96600459999999
622,622,2001021-DCA,Business,03/31/2021,SHERMAN PARKING MANAGEMENT LLC,0,11,BROADWAY,0,BROOKLYN,NY,11249,7544447275,Brooklyn,3.0,11 BROADWAY,32.0,3.0,60.0,5.0,11 BROADWAY NY 11249,"(40.73509139999999, -73.9931265)",40.73509139999999,-73.9931265
623,623,1356319-DCA,Business,03/31/2025,F & R PARKING LOT CORP.,0,65,NEW YORK AVE,0,BROOKLYN,NY,11216,7183295670,Brooklyn,3.0,65 NEW YORK AVE,0.0,0.0,0.0,0.0,65 NEW YORK AVE NY 11216,"(40.67791769999999, -73.94668200000001)",40.67791769999999,-73.94668200000001
624,624,1437468-DCA,Business,03/31/2025,"W K PARKING, CORP",0,525,E 11TH ST,0,NEW YORK,NY,10009,9179390977,Manhattan,1.0,525 E 11TH ST,0.0,0.0,0.0,0.0,525 E 11TH ST NY 10009,"(40.7282193, -73.9804777)",40.7282193,-73.9804777
625,625,2090192-DCA,Business,03/31/2025,EASTSIDE 27 COMMERCIAL LLC,0,200,E 27TH ST,0,NEW YORK,NY,10016,2123649704,Manhattan,1.0,200 E 27TH ST,0.0,0.0,0.0,0.0,200 E 27TH ST NY 10016,"(40.7409294, -73.9807589)",40.7409294,-73.9807589
626,626,2099853-DCA,Business,03/31/2025,THE ARCHES PARKING CORP,NAGLE PARKING,228,E 135TH ST,0,BRONX,NY,10451,9176643792,Bronx,2.0,228 E 135TH ST,0.0,0.0,0.0,0.0,228 E 135TH ST NY 10451,"(40.8100294, -73.9307365)",40.8100294,-73.9307365
627,627,2106494-DCA,Business,03/31/2025,SUPER POWER PARK CORP,0,164,DYCKMAN ST,0,NEW YORK,NY,10040,6468612219,Manhattan,1.0,164 DYCKMAN ST,0.0,0.0,0.0,0.0,164 DYCKMAN ST NY 10040,"(40.86381739999999, -73.9263981)",40.86381739999999,-73.9263981
628,628,2096978-DCA,Business,03/31/2025,"IMPERIAL PARKING (U.S.), LLC",0,1630,E 15TH ST,0,BROOKLYN,NY,11229,2129378660,Brooklyn,3.0,1630 E 15TH ST,0.0,0.0,0.0,0.0,1630 E 15TH ST NY 11229,"(40.6092774, -73.95851929999999)",40.6092774,-73.95851929999999
629,629,1199399-DCA,Business,03/31/2025,215 E 95TH PARKING LLC,0,207,E 95TH ST,0,NEW YORK,NY,10128,2126869800,Manhattan,1.0,207 E 95TH ST,0.0,0.0,0.0,0.0,207 E 95TH ST NY 10128,"(40.784596, -73.9489413)",40.784596,-73.9489413
630,630,2036650-DCA,Business,03/31/2025,IMPARK 1199 PA LLC,0,1199,PARK AVE,0,NEW YORK,NY,10128,212-937-8660,Manhattan,1.0,1199 PARK AVE,0.0,0.0,0.0,0.0,1199 PARK AVE NY 10128,"(40.7851736, -73.9527438)",40.7851736,-73.9527438
631,631,1246955-DCA,Business,03/31/2025,UNIVERSITY 10 PARKING LLC,0,63,E 9TH ST,0,NEW YORK,NY,10003,2126869800,Manhattan,1.0,63 E 9TH ST,0.0,0.0,0.0,0.0,63 E 9TH ST NY 10003,"(40.7314129, -73.9921518)",40.7314129,-73.9921518
632,632,0367195-DCA,Business,03/31/2025,NEW YORK PARKING 51ST STREET CORP.,0,251,E 51ST ST,0,NEW YORK,NY,10022,212-308-5959,Manhattan,1.0,251 E 51ST ST,0.0,0.0,0.0,0.0,251 E 51ST ST NY 10022,"(40.7558161, -73.96840159999999)",40.7558161,-73.96840159999999
633,633,1413293-DCA,Business,03/31/2025,"60 SUTTON PLACE PARKING ASSOCIATES, LLC",0,60,SUTTON PL S,0,NEW YORK,NY,10022,2125352890,Manhattan,1.0,60 SUTTON PL S,0.0,0.0,0.0,0.0,60 SUTTON PL S NY 10022,"(40.7552501, -73.9631259)",40.7552501,-73.9631259
634,634,2018820-DCA,Business,03/31/2021,"D&J UNION PLAZA PARKING, LLC",0,3819,UNION ST,0,FLUSHING,NY,11354,9174788431,Queens,4.0,3819 UNION ST,0.0,0.0,0.0,0.0,3819 UNION ST NY 11354,"(40.761252, -73.8264027)",40.761252,-73.8264027
635,635,2030422-DCA,Business,03/31/2025,"KNICKERBOCKER PLAZA CAR PARK, LLC",0,1751,2ND AVE,0,NEW YORK,NY,10128,2129966363  X-14,Manhattan,1.0,1751 2ND AVE,0.0,0.0,0.0,0.0,1751 2ND AVE NY 10128,"(40.78134190000001, -73.94955089999999)",40.78134190000001,-73.94955089999999
636,636,2059576-DCA,Business,03/31/2025,21ST AND 11TH PARKING LLC,0,551,W 21ST ST,0,NEW YORK,NY,10011,212-686-9800,Manhattan,1.0,551 W 21ST ST,0.0,0.0,0.0,0.0,551 W 21ST ST NY 10011,"(40.7475058, -74.0071208)",40.7475058,-74.0071208
637,637,0789927-DCA,Business,03/31/2025,SUPERIOR PARKING LLC,0,515,E 79TH ST,0,NEW YORK,NY,10075,2126869800,Manhattan,1.0,515 E 79TH ST,0.0,0.0,0.0,0.0,515 E 79TH ST NY 10075,"(40.7709564, -73.9487946)",40.7709564,-73.9487946
638,638,2111641-DCA,Business,06/26/2023,OMS PARKING LLC,0,250,SOUTH STREET,0,NEW YORK,NY,10002,0,Manhattan,1.0,250 SOUTH STREET,5.0,0.0,1.0,0.0,250 SOUTH STREET NY 10002,"(40.7100539, -73.9908533)",40.7100539,-73.9908533
639,639,2109568-DCA,Business,03/31/2025,222 JOHNSON AVE PARKING LLC,NAGLE PARKING,222,JOHNSON AVE,0,BROOKLYN,NY,11206,3473204333,Brooklyn,3.0,222 JOHNSON AVE,0.0,0.0,0.0,0.0,222 JOHNSON AVE NY 11206,"(40.7068012, -73.9401742)",40.7068012,-73.9401742
640,640,2068483-DCA,Business,03/31/2025,QUEENS LIC PARKING LLC,0,3002,39TH AVE,0,LONG ISLAND CITY,NY,11101,212-686-9800,Queens,4.0,3002 39TH AVE,0.0,0.0,0.0,0.0,3002 39TH AVE NY 11101,"(40.7527807, -73.9330667)",40.7527807,-73.9330667
641,641,0992903-DCA,Business,03/31/2025,"SEVEN ELEVEN CAR PARK, LLC",GGMC,711,3RD AVE,0,NEW YORK,NY,10017,2129966363,Manhattan,1.0,711 3RD AVE,0.0,0.0,0.0,0.0,711 3RD AVE NY 10017,"(40.75224860000001, -73.9729531)",40.75224860000001,-73.9729531
642,642,2064173-DCA,Business,03/31/2023,JKH BUSINESS CORP,0,1579,UNDERCLIFF AVE,0,BRONX,NY,10453,0,Bronx,2.0,1579 UNDERCLIFF AVE,0.0,0.0,0.0,0.0,1579 UNDERCLIFF AVE NY 10453,"(40.8483706, -73.9227669)",40.8483706,-73.9227669
643,643,1461171-DCA,Business,03/31/2025,CHAMPION PARKING 230 LLC,0,230,W 55TH ST,0,NEW YORK,NY,10019,2123085959,Manhattan,1.0,230 W 55TH ST,0.0,0.0,0.0,0.0,230 W 55TH ST NY 10019,"(40.7647977, -73.9827291)",40.7647977,-73.9827291
644,644,2105165-DCA,Business,06/11/2023,ASTORIA PARKING MANAGEMENT LLC,ASTORIA PARKING MANAGEMENT,3422,35TH ST,0,ASTORIA,NY,11106,7185457275,Queens,4.0,3422 35TH ST,0.0,0.0,0.0,0.0,3422 35TH ST NY 11106,"(40.7576528, -73.9247303)",40.7576528,-73.9247303
645,645,0469813-DCA,Business,03/31/2025,EAST 71ST STREET GARAGE CORP.,MUTUAL PARKING,135,E 71ST ST,0,NEW YORK,NY,10021,2128799451,Manhattan,1.0,135 E 71ST ST,0.0,0.0,0.0,0.0,135 E 71ST ST NY 10021,"(40.7700131, -73.9629538)",40.7700131,-73.9629538
646,646,1310681-DCA,Business,03/31/2025,SBC PARKING LLC,0,50,E 89TH ST,0,NEW YORK,NY,10128,2128318816,Manhattan,1.0,50 E 89TH ST,0.0,0.0,0.0,0.0,50 E 89TH ST NY 10128,"(40.78229, -73.9568766)",40.78229,-73.9568766
647,647,2037952-DCA,Business,03/31/2025,YORK & 90TH PARKING LLC,0,1731,YORK AVE,0,NEW YORK,NY,10128,2126869800,Manhattan,1.0,1731 YORK AVE,0.0,0.0,0.0,0.0,1731 YORK AVE NY 10128,"(40.7787601, -73.945424)",40.7787601,-73.945424
648,648,1461242-DCA,Business,03/31/2025,"IMPERIAL PARKING (U.S.), LLC",IMPARK,168-36,90TH AVE,0,JAMAICA,NY,11432,2129378660,Queens,4.0,168-36 90TH AVE,0.0,0.0,0.0,0.0,168-36 90TH AVE NY 11432,"(40.7078685, -73.7915982)",40.7078685,-73.7915982
649,649,2104317-DCA,Business,03/29/2023,SP PLUS CORPORATION,0,9777,QUEENS BLVD,0,REGO PARK,NY,11374,2123217542,Queens,4.0,9777 QUEENS BLVD,0.0,0.0,0.0,0.0,9777 QUEENS BLVD NY 11374,"(40.7292451, -73.8582167)",40.7292451,-73.8582167
650,650,0367318-DCA,Business,03/31/2025,"ALMAR GARAGE, INC.",0,700,PARK AVE,0,NEW YORK,NY,10021,2127444750,Manhattan,1.0,700 PARK AVE,0.0,0.0,0.0,0.0,700 PARK AVE NY 10021,"(40.7693859, -73.9654583)",40.7693859,-73.9654583
651,651,2017907-DCA,Business,03/31/2017,SP PLUS CORPORATION,0,1420,YORK AVE,0,NEW YORK,NY,10021,2125025490,Manhattan,1.0,1420 YORK AVE,0.0,0.0,0.0,0.0,1420 YORK AVE NY 10021,"(40.7690013, -73.95183020000002)",40.7690013,-73.95183020000002
652,652,2017913-DCA,Business,03/31/2017,SP PLUS CORPORATION,0,380,LENOX AVE,0,NEW YORK,NY,10027,2125025490,Manhattan,1.0,380 LENOX AVE,0.0,0.0,0.0,0.0,380 LENOX AVE NY 10027,"(40.810446, -73.943187)",40.810446,-73.943187
653,653,0835271-DCA,Business,03/31/2025,NEW YORK PARKING 54TH ST. CORP.,0,527,MADISON AVE,0,NEW YORK,NY,10022,2123085959,Manhattan,1.0,527 MADISON AVE,0.0,0.0,0.0,0.0,527 MADISON AVE NY 10022,"(40.7600589, -73.9734802)",40.7600589,-73.9734802
654,654,2047157-DCA,Business,03/31/2025,301 EAST 79 PARKING LLC,0,301,E 79TH ST,0,NEW YORK,NY,10075,2128887400,Manhattan,1.0,301 E 79TH ST,0.0,0.0,0.0,0.0,301 E 79TH ST NY 10075,"(40.77330449999999, -73.9543976)",40.77330449999999,-73.9543976
655,655,1367334-DCA,Business,03/31/2021,BENEFICIAL 21 PARKING LLC,0,329,E 21ST ST,0,NEW YORK,NY,10010,2126869800,Manhattan,1.0,329 E 21ST ST,0.0,0.0,0.0,0.0,329 E 21ST ST NY 10010,"(40.7361409, -73.9802085)",40.7361409,-73.9802085
656,656,2109412-DCA,Business,06/21/2023,MP BROOK PARKING LLC,0,459,E 149TH ST,0,BRONX,NY,10455,2124903460,Bronx,2.0,459 E 149TH ST,0.0,0.0,0.0,0.0,459 E 149TH ST NY 10455,"(40.8154183, -73.9151832)",40.8154183,-73.9151832
657,657,1228853-DCA,Business,03/31/2025,"GREENE HOUSE CAR PARK, LLC",GGMC,381,CARLTON AVE,0,BROOKLYN,NY,11238,2129966363,Brooklyn,3.0,381 CARLTON AVE,0.0,0.0,0.0,0.0,381 CARLTON AVE NY 11238,"(40.686327, -73.9710905)",40.686327,-73.9710905
658,658,2040594-DCA,Business,03/31/2025,CHAMPION PARKING NORTH LLC,0,2917,QUEENS PLZ N,0,LONG ISLAND CITY,NY,11101,212-308-5959,Queens,4.0,2917 QUEENS PLZ N,0.0,0.0,0.0,0.0,2917 QUEENS PLZ N NY 11101,"(40.7500987, -73.93719469999999)",40.7500987,-73.93719469999999
659,659,2104075-DCA,Business,03/31/2025,PARK LANE GARAGE MGMT LLC,0,11624,GROSVENOR LN,0,RICHMOND HILL,NY,11418,212-289-7200,Queens,4.0,11624 GROSVENOR LN,0.0,0.0,0.0,0.0,11624 GROSVENOR LN NY 11418,"(40.70676, -73.83650999999999)",40.70676,-73.83650999999999
660,660,2110574-DCA,Business,03/27/2023,TARGET PARK (US) INC,0,10702,QUEENS BLVD,0,FOREST HILLS,NY,11375,2012530953,Queens,4.0,10702 QUEENS BLVD,0.0,0.0,0.0,0.0,10702 QUEENS BLVD NY 11375,"(40.7217209, -73.8462887)",40.7217209,-73.8462887
661,661,1099297-DCA,Business,03/31/2025,205 THIRD PARKING LLC,0,205,3RD AVE,0,NEW YORK,NY,10003,2126869800,Manhattan,1.0,205 3RD AVE,0.0,0.0,0.0,0.0,205 3RD AVE NY 10003,"(40.735952, -73.98477059999999)",40.735952,-73.98477059999999
662,662,2110250-DCA,Business,05/29/2023,PARKING SYSTEMS PLUS INC,0,2420,AMSTERDAM AVE,0,NEW YORK,NY,10033,8009441424,Manhattan,1.0,2420 AMSTERDAM AVE,0.0,0.0,0.0,0.0,2420 AMSTERDAM AVE NY 10033,"(40.8477868, -73.9317111)",40.8477868,-73.9317111
663,663,1124818-DCA,Business,03/31/2025,ROYAL 89 PARKING LLC,0,200,E 89TH ST,0,NEW YORK,NY,10128,2126869800,Manhattan,1.0,200 E 89TH ST,0.0,0.0,0.0,0.0,200 E 89TH ST NY 10128,"(40.7804832, -73.9524453)",40.7804832,-73.9524453
664,664,2051520-DCA,Business,03/31/2025,LONG ISLAND JEWISH MEDICAL CENTER,0,27117,76TH AVE,0,NEW HYDE PARK,NY,11040,718-470-7202,Queens,4.0,27117 76TH AVE,0.0,0.0,0.0,0.0,27117 76TH AVE NY 11040,"(40.752494, -73.71091899999999)",40.752494,-73.71091899999999
665,665,1313397-DCA,Business,03/31/2025,PARK KWIK LLC,0,20,JAY ST,0,BROOKLYN,NY,11201,7182222500,Brooklyn,3.0,20 JAY ST,0.0,0.0,0.0,0.0,20 JAY ST NY 11201,"(40.7040297, -73.9867893)",40.7040297,-73.9867893
666,666,2068554-DCA,Business,03/31/2025,HERALD SQUARE PARKING LLC,0,839,6TH AVE,0,NEW YORK,NY,10001,2126869800,Manhattan,1.0,839 6TH AVE,0.0,0.0,0.0,0.0,839 6TH AVE NY 10001,"(40.7469749, -73.99009749999999)",40.7469749,-73.99009749999999
667,667,2102761-DCA,Business,03/31/2025,CHAMPION PARKING 45 LLC,0,235,E 45TH ST,0,NEW YORK,NY,10017,2123085959,Manhattan,1.0,235 E 45TH ST,0.0,0.0,0.0,0.0,235 E 45TH ST NY 10017,"(40.7523065, -73.9715396)",40.7523065,-73.9715396
668,668,0782517-DCA,Business,03/31/2025,EXCELLENT PARKING LLC,0,153,E 29TH ST,0,NEW YORK,NY,10016,2126869800,Manhattan,1.0,153 E 29TH ST,0.0,0.0,0.0,0.0,153 E 29TH ST NY 10016,"(40.7429616, -73.98075899999999)",40.7429616,-73.98075899999999
669,669,2104942-DCA,Business,03/31/2025,MP WEST 43 PARKING LLC,0,360,W 43RD ST,0,NEW YORK,NY,10036,2124903460,Manhattan,1.0,360 W 43RD ST,0.0,0.0,0.0,0.0,360 W 43RD ST NY 10036,"(40.7586702, -73.9915885)",40.7586702,-73.9915885
670,670,1308680-DCA,Business,03/31/2025,305 EAST 80TH PARKING LLC,0,305,E 80TH ST,0,NEW YORK,NY,10075,2126283121,Manhattan,1.0,305 E 80TH ST,0.0,0.0,0.0,0.0,305 E 80TH ST NY 10075,"(40.7739897, -73.95384589999999)",40.7739897,-73.95384589999999
671,671,1364545-DCA,Business,03/31/2023,CHAMPION PARKING 80 LLC,0,445,E 80TH ST,0,NEW YORK,NY,10075,2123085959,Manhattan,1.0,445 E 80TH ST,0.0,0.0,0.0,0.0,445 E 80TH ST NY 10075,"(40.7724752, -73.9503399)",40.7724752,-73.9503399
672,672,2105876-DCA,Business,03/31/2025,QUIK PARK 3RD AVE LLC,0,1142,3RD AVE,0,NEW YORK,NY,10065,212-686-9800,Manhattan,1.0,1142 3RD AVE,0.0,0.0,0.0,0.0,1142 3RD AVE NY 10065,"(40.76648350000001, -73.9633564)",40.76648350000001,-73.9633564
673,673,2057793-DCA,Business,03/31/2025,400 EAST 56 PARKING LLC,0,400,E 56TH ST,0,NEW YORK,NY,10022,2127522884,Manhattan,1.0,400 E 56TH ST,0.0,0.0,0.0,0.0,400 E 56TH ST NY 10022,"(40.7571111, -73.96307829999999)",40.7571111,-73.96307829999999
674,674,1192245-DCA,Business,03/31/2025,231 EAST 94TH STREET PARKING LLC,0,231,E 94TH ST,0,NEW YORK,NY,10128,2128887400,Manhattan,1.0,231 E 94TH ST,0.0,0.0,0.0,0.0,231 E 94TH ST NY 10128,"(40.7835317, -73.9487946)",40.7835317,-73.9487946
