,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address_full,total_violations,active_violations,ecb_violations,acrive_ecb_violations
669,2104942-DCA,Business,03/31/2025,MP WEST 43 PARKING LLC,0,360,W 43RD ST,0,NEW YORK,NY,10036,2124903460,Manhattan,1.0,360 W 43RD ST,0.0,0.0,0.0,0.0
670,1308680-DCA,Business,03/31/2025,305 EAST 80TH PARKING LLC,0,305,E 80TH ST,0,NEW YORK,NY,10075,2126283121,Manhattan,1.0,305 E 80TH ST,0.0,0.0,0.0,0.0
671,1364545-DCA,Business,03/31/2023,CHAMPION PARKING 80 LLC,0,445,E 80TH ST,0,NEW YORK,NY,10075,2123085959,Manhattan,1.0,445 E 80TH ST,0.0,0.0,0.0,0.0
672,2105876-DCA,Business,03/31/2025,QUIK PARK 3RD AVE LLC,0,1142,3RD AVE,0,NEW YORK,NY,10065,212-686-9800,Manhattan,1.0,1142 3RD AVE,0.0,0.0,0.0,0.0
673,2057793-DCA,Business,03/31/2025,400 EAST 56 PARKING LLC,0,400,E 56TH ST,0,NEW YORK,NY,10022,2127522884,Manhattan,1.0,400 E 56TH ST,0.0,0.0,0.0,0.0
674,1192245-DCA,Business,03/31/2025,231 EAST 94TH STREET PARKING LLC,0,231,E 94TH ST,0,NEW YORK,NY,10128,2128887400,Manhattan,1.0,231 E 94TH ST,0.0,0.0,0.0,0.0
675,2016679-DCA,Business,03/31/2025,QUIK PARK EAST 79 GARAGE LLC,0,435,E 79TH ST,0,NEW YORK,NY,10075,212-832-2066,Manhattan,1.0,435 E 79TH ST,0.0,0.0,0.0,0.0
676,0367503-DCA,Business,03/31/2025,RAINBOW PARKING CORP.,0,300,E 71ST ST,0,NEW YORK,NY,10021,212-308-5959,Manhattan,1.0,300 E 71ST ST,0.0,0.0,0.0,0.0
677,2054332-DCA,Business,03/31/2025,"LIBERTY VIEW PARKING, LLC",0,2,RIVER TER,0,NEW YORK,NY,10282,212-686-9800,Manhattan,1.0,2 RIVER TER,0.0,0.0,0.0,0.0
678,2099931-DCA,Business,03/31/2025,CHAMPION 33 LLC,0,4,PARK AVE,0,NEW YORK,NY,10016,212-308-5959,Manhattan,1.0,4 PARK AVE,0.0,0.0,0.0,0.0
679,1066286-DCA,Business,03/31/2025,"SANFORD TOWER GARAGE, INC.",0,13347,SANFORD AVE,0,FLUSHING,NY,11355,7183598058,Queens,4.0,13347 SANFORD AVE,0.0,0.0,0.0,0.0
680,0834487-DCA,Business,03/31/2023,VALET PARKING CORP.,0,10,W 15TH ST,0,NEW YORK,NY,10011,2123085959,Manhattan,1.0,10 W 15TH ST,0.0,0.0,0.0,0.0
681,2021443-DCA,Business,03/31/2023,O & A PARKING GARAGE INC.,0,1100,FRANKLIN AVE,0,BRONX,NY,10456,7184839458,Bronx,2.0,1100 FRANKLIN AVE,0.0,0.0,0.0,0.0
682,2021503-DCA,Business,03/31/2017,SP PLUS CORPORATION,0,140,W 28TH ST,0,NEW YORK,NY,10001,2125025490,Manhattan,1.0,140 W 28TH ST,0.0,0.0,0.0,0.0
683,1341459-DCA,Business,03/31/2021,SP PLUS CORPORATION,0,353,WEST ST,0,NEW YORK,NY,10014,2125025490,Manhattan,1.0,353 WEST ST,0.0,0.0,0.0,0.0
684,2101209-DCA,Business,03/31/2025,69 EAST 80TH STREET PARKING CORP.,0,69,E 80TH ST,0,NEW YORK,NY,10075,2127367171,Manhattan,1.0,69 E 80TH ST,0.0,0.0,0.0,0.0
685,2022970-DCA,Business,01/01/2023,ROCKWELL CAR PARK LLC,0,29,FLATBUSH AVE,0,BROOKLYN,NY,11217,212-996-6363,Brooklyn,3.0,29 FLATBUSH AVE,0.0,0.0,0.0,0.0
686,1446479-DCA,Business,03/31/2021,QUIK PARK 390 GARAGE LLC,0,390,PARK AVE,0,NEW YORK,NY,10022,2128322066,Manhattan,1.0,390 PARK AVE,0.0,0.0,0.0,0.0
687,2083832-DCA,Business,03/31/2023,RELIABLE PARKING CORP.,0,1193,FRANKLIN AVE,0,BRONX,NY,10456,2124903460,Bronx,2.0,1193 FRANKLIN AVE,0.0,0.0,0.0,0.0
688,2112213-DCA,Business,03/31/2025,125 VERTICAL PARKING GROUP  LLC,0,123,BAXTER ST,0,NEW YORK,NY,10013,5162051689,Manhattan,1.0,123 BAXTER ST,0.0,0.0,0.0,0.0
689,2002155-DCA,Business,01/20/2021,LAIGHT STREET PARKING  LLC,0,416,WASHINGTON ST,0,NEW YORK,NY,10013,212-686-9800,Manhattan,1.0,416 WASHINGTON ST,0.0,0.0,0.0,0.0
690,2075363-DCA,Business,03/31/2023,SP PLUS CORPORATION,0,1500,UNIONPORT RD,0,BRONX,NY,10462,2125025490,Bronx,2.0,1500 UNIONPORT RD,0.0,0.0,0.0,0.0
691,2097024-DCA,Business,01/20/2021,"IMPERIAL PARKING (U.S.), LLC",0,6135,JUNCTION BLVD,0,REGO PARK,NY,11374,2129378660,Queens,4.0,6135 JUNCTION BLVD,0.0,0.0,0.0,0.0
692,2111077-DCA,Business,03/31/2023,PV PARKING I CORP,0,2919,NEWTOWN AVE,0,ASTORIA,NY,11102,7186573340,Queens,4.0,2919 NEWTOWN AVE,0.0,0.0,0.0,0.0
693,2006318-DCA,Business,03/31/2021,STATUE PARKING LLC,0,20,RIVER TER,0,NEW YORK,NY,10282,2125710538,Manhattan,1.0,20 RIVER TER,0.0,0.0,0.0,0.0
694,2108195-DCA,Business,03/31/2023,851 8TH AVENUE PARKING CORP,0,851,8TH AVE,0,NEW YORK,NY,10019,2127367171,Manhattan,1.0,851 8TH AVE,0.0,0.0,0.0,0.0
695,2110380-DCA,Business,03/31/2025,TENG RUI PARKING LOT II INC,0,5521,8TH AVE,0,BROOKLYN,NY,11220,9176503933,Brooklyn,3.0,5521 8TH AVE,0.0,0.0,0.0,0.0
696,2104052-DCA,Business,03/31/2023,NEW 786 NY PARKING CORP,0,1755,WATSON AVE,0,BRONX,NY,10472,7186180276,Bronx,2.0,1755 WATSON AVE,0.0,0.0,0.0,0.0
697,2001619-DCA,Business,03/31/2023,34 NORTH 7TH PARKING CORP.,0,27,N 6TH ST,0,BROOKLYN,NY,11249,2127367171,Brooklyn,3.0,27 N 6TH ST,0.0,0.0,0.0,0.0
698,1343881-DCA,Business,03/31/2025,SEAPORT PARKING LLC,0,80,BEEKMAN ST,0,NEW YORK,NY,10038,2126869800,Manhattan,1.0,80 BEEKMAN ST,0.0,0.0,0.0,0.0
699,1019560-DCA,Business,03/31/2023,CENTURY CAR PARK LLC,0,3310,AVENUE H,0,BROOKLYN,NY,11210,2122216111,Brooklyn,3.0,3310 AVENUE H,38.0,2.0,66.0,6.0
700,1461192-DCA,Business,03/31/2025,"IMPERIAL PARKING (U.S), LLC",IMPARK,422-446,E 79TH ST,0,NEW YORK,NY,10075,2129378660,Manhattan,1.0,422-446 E 79TH ST,0.0,0.0,0.0,0.0
701,2084837-DCA,Business,05/12/2021,PARK NORTH 9 LLC,0,56,N 9TH ST,0,BROOKLYN,NY,11249,2123606300,Brooklyn,3.0,56 N 9TH ST,0.0,0.0,0.0,0.0
702,2082016-DCA,Business,03/31/2025,EZY PARKING INC.,0,1981,SEDGWICK AVE,0,BRONX,NY,10453,7182944264,Bronx,2.0,1981 SEDGWICK AVE,0.0,0.0,0.0,0.0
703,1408023-DCA,Business,05/09/2021,QUIK PARK 775 GARAGE LLC,0,775,COLUMBUS AVE,0,NEW YORK,NY,10025,2128322066,Manhattan,1.0,775 COLUMBUS AVE,0.0,0.0,0.0,0.0
704,2102863-DCA,Business,03/31/2023,"IMPERIAL PARKING (U.S.), LLC",0,410,SAINT NICHOLAS AVE,0,NEW YORK,NY,10027,2129378660,Manhattan,1.0,410 SAINT NICHOLAS AVE,0.0,0.0,0.0,0.0
705,2110758-DCA,Business,04/03/2023,TARGET PARK (US) INC,0,9223,168TH ST,0,JAMAICA,NY,11433,2012530953,Queens,4.0,9223 168TH ST,0.0,0.0,0.0,0.0
706,2107971-DCA,Business,03/31/2023,SOBRO PARKING GARAGE CORP.,0,276,GRAND CONCOURSE,0,BRONX,NY,10451,7185573711,Bronx,2.0,276 GRAND CONCOURSE,2.0,0.0,0.0,0.0
707,2045510-DCA,Business,03/31/2023,NORTH 12 PARKING LLC,0,55,WYTHE AVE,0,BROOKLYN,NY,11249,9143209630,Brooklyn,3.0,55 WYTHE AVE,0.0,0.0,0.0,0.0
708,2021453-DCA,Business,03/31/2025,GGG PARKING GARAGE CORP.,0,920,WESTCHESTER AVE,0,BRONX,NY,10459,9175573711,Bronx,2.0,920 WESTCHESTER AVE,0.0,0.0,0.0,0.0
709,2109173-DCA,Business,03/31/2023,CLINTON 53 PARKING LLC,0,515,W 52ND ST,0,NEW YORK,NY,10019,212-686-9800,Manhattan,1.0,515 W 52ND ST,0.0,0.0,0.0,0.0
710,2069414-DCA,Business,03/31/2023,RIVER PARK TOWERS GARAGE LLC,0,55,RICHMAN PLZ,0,BRONX,NY,10453,6465840409,Bronx,2.0,55 RICHMAN PLZ,0.0,0.0,0.0,0.0
711,2087587-DCA,Business,03/31/2023,A PLUS PARKING LLC,0,13620,BOOTH MEMORIAL AVE,0,FLUSHING,NY,11355,3477329349,Queens,4.0,13620 BOOTH MEMORIAL AVE,0.0,0.0,0.0,0.0
712,2097069-DCA,Business,0,"IMPERIAL PARKING (U.S.), LLC",0,3746,72ND ST,0,JACKSON HEIGHTS,NY,11372,2129378660,Queens,4.0,3746 72ND ST,0.0,0.0,0.0,0.0
713,2068315-DCA,Business,01/04/2022,LM WOLVERINE PARKING LLC.,0,282,S 5TH ST,0,BROOKLYN,NY,11211,2127143571,Brooklyn,3.0,282 S 5TH ST,0.0,0.0,0.0,0.0
714,2085511-DCA,Business,01/21/2021,"ONE PARKING 709, INC.",0,2830,JACKSON AVE,0,LONG ISLAND CITY,NY,11101,5618337222,Queens,4.0,2830 JACKSON AVE,0.0,0.0,0.0,0.0
715,2108624-DCA,Business,03/31/2023,1675 BROADWAY GARAGE LLC,0,1675,BROADWAY,0,NEW YORK,NY,10019,2124903460,Manhattan,1.0,1675 BROADWAY,139.0,5.0,17.0,0.0
716,2054291-DCA,Business,06/20/2023,CHAMPION PARKING 92 LLC,0,114,W 92ND ST,0,NEW YORK,NY,10025,2123085959,Manhattan,1.0,114 W 92ND ST,0.0,0.0,0.0,0.0
717,2106696-DCA,Business,03/31/2023,1939 W FARMS RD PARKING CORP,0,1939,W FARMS RD,0,BRONX,NY,10460,7183008790,Bronx,2.0,1939 W FARMS RD,0.0,0.0,0.0,0.0
718,2097061-DCA,Business,03/31/2025,101 PARK GARAGE LLC,0,101,PARK AVE,0,NEW YORK,NY,10178,6465840409,Manhattan,1.0,101 PARK AVE,0.0,0.0,0.0,0.0
719,2107572-DCA,Business,05/08/2023,"IMPERIAL PARKING (U.S.), LLC",0,3746,72ND ST,0,JACKSON HEIGHTS,NY,11372,2129378660,Queens,4.0,3746 72ND ST,0.0,0.0,0.0,0.0
720,2097400-DCA,Business,05/26/2021,277 PARK AVENUE LLC,"277 Park Avenue, LLC",277,PARK AVE,0,NEW YORK,NY,10172,2124903460,Manhattan,1.0,277 PARK AVE,0.0,0.0,0.0,0.0
721,2075038-DCA,Business,03/31/2023,SAN MIGUEL PARK CORP,0,1740-1746,ANDREWS AVE,0,BRONX,NY,10453,9172153295,Bronx,2.0,1740-1746 ANDREWS AVE,0.0,0.0,0.0,0.0
722,0838371-DCA,Business,03/31/2025,CONVENIENT PARKING LLC,0,215,W 95TH ST,0,NEW YORK,NY,10025,2126869800,Manhattan,1.0,215 W 95TH ST,0.0,0.0,0.0,0.0
723,1227121-DCA,Business,05/25/2021,CHAMPION PARKING 39 LLC,0,102,W 39TH ST,0,NEW YORK,NY,10018,2128529033,Manhattan,1.0,102 W 39TH ST,0.0,0.0,0.0,0.0
724,2064187-DCA,Business,03/31/2023,254 WEST 79TH STREET PARKING CORP,0,252,W 79TH ST,0,NEW YORK,NY,10024,212-736-7171,Manhattan,1.0,252 W 79TH ST,0.0,0.0,0.0,0.0
725,0368933-DCA,Business,03/31/2023,"BRICIN PARKING, CORP.",0,511,E 80TH ST,0,NEW YORK,NY,10075,516-317-8268,Manhattan,1.0,511 E 80TH ST,0.0,0.0,0.0,0.0
726,1412999-DCA,Business,03/31/2023,QUIK PARK SCH GARAGE LLC,0,236,LIVINGSTON ST,0,BROOKLYN,NY,11201,2128322066,Brooklyn,3.0,236 LIVINGSTON ST,0.0,0.0,0.0,0.0
727,2070245-DCA,Business,03/31/2023,PARKING 56 LLC,0,33,W 56TH ST,0,NEW YORK,NY,10019,6467734400,Manhattan,1.0,33 W 56TH ST,0.0,0.0,0.0,0.0
728,2095972-DCA,Business,01/04/2022,BRIGHT MANAGEMENT SOLUTIONS LLC,LINDEN PARKING,123,LINDEN BLVD,0,BROOKLYN,NY,11226,2122624771,Brooklyn,3.0,123 LINDEN BLVD,0.0,0.0,0.0,0.0
729,2109853-DCA,Business,03/31/2023,EYEPARK US INC,0,3651,BRUCKNER BLVD,0,BRONX,NY,10461,514-927-6050,Bronx,2.0,3651 BRUCKNER BLVD,0.0,0.0,0.0,0.0
730,2051479-DCA,Business,03/31/2023,C & C PARKING LOT CORP,0,3560,WEBSTER AVE,0,BRONX,NY,10467,3478663357,Bronx,2.0,3560 WEBSTER AVE,0.0,0.0,0.0,0.0
731,2103450-DCA,Business,03/31/2023,"ONE PARKING GOTHAM, INC.",0,2807,JACKSON AVE,0,LONG ISLAND CITY,NY,11101,4802722100,Queens,4.0,2807 JACKSON AVE,0.0,0.0,0.0,0.0
732,1298768-DCA,Business,03/31/2021,LEXINGTON 58 PARKING LLC,0,150,E 58TH ST,0,NEW YORK,NY,10155,2126869800,Manhattan,1.0,150 E 58TH ST,0.0,0.0,0.0,0.0
733,2074574-DCA,Business,03/31/2023,FOR THE COMMUNITY PARKING GARAGE INC.,0,1900,JEROME AVE,0,BRONX,NY,10453,3473645413,Bronx,2.0,1900 JEROME AVE,0.0,0.0,0.0,0.0
734,2103471-DCA,Business,03/31/2025,VICTORIA PARKING LLC,0,13338,SANFORD AVE,0,FLUSHING,NY,11355,0,Queens,4.0,13338 SANFORD AVE,0.0,0.0,0.0,0.0
735,2097881-DCA,Business,0,"IMPERIAL PARKING (U.S.), LLC",0,2910,BROADWAY,0,ASTORIA,NY,11106,2129378660,Queens,4.0,2910 BROADWAY,27.0,3.0,3.0,1.0
736,0858490-DCA,Business,03/31/2021,RESOURCE PARKING LLC,0,1540,BROADWAY,0,NEW YORK,NY,10036,2126869800,Manhattan,1.0,1540 BROADWAY,70.0,2.0,71.0,3.0
737,2109633-DCA,Business,03/31/2023,2211 3RD AVE PARKING LLC,0,2211,3RD AVE,0,NEW YORK,NY,10035,347-589-4139,Manhattan,1.0,2211 3RD AVE,0.0,0.0,0.0,0.0
738,2112158-DCA,Business,03/31/2025,H & E PARKING GARAGE CORP,0,1962,CROTONA PKWY,0,BRONX,NY,10460,7186178548,Bronx,2.0,1962 CROTONA PKWY,0.0,0.0,0.0,0.0
739,2058614-DCA,Business,03/31/2025,IMPERIAL PARKING US LLC,IMpark,200,W 79TH ST,0,NEW YORK,NY,10024,2129378660 X225,Manhattan,1.0,200 W 79TH ST,0.0,0.0,0.0,0.0
740,2103444-DCA,Business,03/31/2023,LAZ PARKING NEW YORK/NEW JERSEY LLC,0,1000,5TH AVE,0,NEW YORK,NY,10028,7184042575,Manhattan,1.0,1000 5TH AVE,0.0,0.0,0.0,0.0
741,2096583-DCA,Business,03/31/2023,"LAZ PARKING NEW YORK, NEW JERSEY LLC",0,14474,NORTHERN BLVD,0,FLUSHING,NY,11354,7184042575,Queens,4.0,14474 NORTHERN BLVD,0.0,0.0,0.0,0.0
742,2016406-DCA,Business,03/31/2023,SJS 39 AVENUE PARKING LLC,0,3907,PRINCE ST,0,FLUSHING,NY,11354,718-886-4035,Queens,4.0,3907 PRINCE ST,0.0,0.0,0.0,0.0
743,1313881-DCA,Business,03/31/2023,DANAE MARRERO,SAFE PARKING II,424,E 147TH ST,0,BRONX,NY,10455,9175674884,Bronx,2.0,424 E 147TH ST,0.0,0.0,0.0,0.0
744,2054333-DCA,Business,03/31/2023,247 NORTH 7TH STREET PARKING CORP.,0,248,N 8TH ST,0,BROOKLYN,NY,11211,929-337-8633,Brooklyn,3.0,248 N 8TH ST,0.0,0.0,0.0,0.0
745,2070275-DCA,Business,03/31/2023,149 KENT AVENUE PARKING CORP,0,149,KENT AVE,0,BROOKLYN,NY,11249,212-736-7171,Brooklyn,3.0,149 KENT AVE,0.0,0.0,0.0,0.0
746,2047628-DCA,Business,03/31/2023,7 WEST 21 PARKING LLC,0,7,W 21ST ST,0,NEW YORK,NY,10010,212-888-7400,Manhattan,1.0,7 W 21ST ST,0.0,0.0,0.0,0.0
747,2100939-DCA,Business,03/31/2023,H & E PARKING GARAGE CORP,0,1962,CROTONA PKWY,0,BRONX,NY,10460,7186178548,Bronx,2.0,1962 CROTONA PKWY,0.0,0.0,0.0,0.0
748,2082400-DCA,Business,03/31/2023,RGL PARKING & TRANSPORTATION LLC,0,4129,24TH ST,0,LONG ISLAND CITY,NY,11101,9178419280,Queens,4.0,4129 24TH ST,0.0,0.0,0.0,0.0
749,1076044-DCA,Business,03/31/2023,"WATERVIEW PARKING, INC.",0,180,E END AVE,0,NEW YORK,NY,10128,2126509320,Manhattan,1.0,180 E END AVE,0.0,0.0,0.0,0.0
750,1416499-DCA,Business,03/31/2023,ALVA 47 PARKING LLC,0,257,W 47TH ST,0,NEW YORK,NY,10036,2126869800,Manhattan,1.0,257 W 47TH ST,0.0,0.0,0.0,0.0
751,0427311-DCA,Business,03/31/2023,SCR PARKING CORP.,0,169,E 87TH ST,0,NEW YORK,NY,10128,2122493344,Manhattan,1.0,169 E 87TH ST,0.0,0.0,0.0,0.0
752,2047939-DCA,Business,03/31/2025,"CLEAN AIR CAR SERVICE & PARKING BRANCH 3, LLC",0,3720,PRINCE ST,0,FLUSHING,NY,11354,0,Queens,4.0,3720 PRINCE ST,0.0,0.0,0.0,0.0
753,2054343-DCA,Business,03/31/2025,BELLTEL 365 PARKING LLC,0,365,BRIDGE ST,0,BROOKLYN,NY,11201,82-1130031,Brooklyn,3.0,365 BRIDGE ST,0.0,0.0,0.0,0.0
754,2110236-DCA,Business,03/31/2023,22 EAST 1ST STREET GARAGE LLC,0,22,E 1ST ST,0,NEW YORK,NY,10003,6465840409,Manhattan,1.0,22 E 1ST ST,0.0,0.0,0.0,0.0
755,0900020-DCA,Business,03/31/2023,615 GARAGE CORPORATION,0,800,5TH AVE,0,NEW YORK,NY,10065,2126168900,Manhattan,1.0,800 5TH AVE,0.0,0.0,0.0,0.0
756,1450060-DCA,Business,03/31/2023,"ACCESS 37 PARKING, LLC",0,404,W 37TH ST,0,NEW YORK,NY,10018,2126869800,Manhattan,1.0,404 W 37TH ST,0.0,0.0,0.0,0.0
757,2103389-DCA,Business,03/31/2025,"ONE PARKING 703, INC.",0,20990,23RD AVE,0,BAYSIDE,NY,11360,5618337222,Queens,4.0,20990 23RD AVE,0.0,0.0,0.0,0.0
758,2109016-DCA,Business,05/25/2023,GMH PARK INC,0,371,HUMBOLDT ST,0,BROOKLYN,NY,11211,9172140583,Brooklyn,3.0,371 HUMBOLDT ST,0.0,0.0,0.0,0.0
759,2021485-DCA,Business,03/31/2023,SP PLUS CORPORATION,0,75,PARK PL,0,NEW YORK,NY,10007,2123217621,Manhattan,1.0,75 PARK PL,0.0,0.0,0.0,0.0
760,1298776-DCA,Business,03/31/2021,PARK AVENUE 39 PARKING LLC,0,90,PARK AVE,0,NEW YORK,NY,10016,212-686-9800,Manhattan,1.0,90 PARK AVE,0.0,0.0,0.0,0.0
761,2098796-DCA,Business,03/31/2023,LAZ Parking New York New Jersey LLC,0,70,E 10TH ST,0,NEW YORK,NY,10003,2122652239,Manhattan,1.0,70 E 10TH ST,0.0,0.0,0.0,0.0
762,2095759-DCA,Business,03/31/2023,1065 PARK AVENUE GARAGE LLC,0,111,E 87TH ST,0,NEW YORK,NY,10128,6465740045,Manhattan,1.0,111 E 87TH ST,0.0,0.0,0.0,0.0
763,2111502-DCA,Business,03/30/2023,NEW 786 NY PARKING CORP,0,253,E 142ND ST,0,BRONX,NY,10451,7186180276,Bronx,2.0,253 E 142ND ST,0.0,0.0,0.0,0.0
764,2050949-DCA,Business,03/31/2023,200 CPS MANAGEMENT LLC,0,200,CENTRAL PARK S,0,NEW YORK,NY,10019,212-688-7666,Manhattan,1.0,200 CENTRAL PARK S,0.0,0.0,1.0,0.0
765,2060722-DCA,Business,03/31/2023,THE CAR PARK OF NEW YORK LLC,0,8020,COOPER AVE,0,GLENDALE,NY,11385,208-336-6597,Queens,4.0,8020 COOPER AVE,0.0,0.0,0.0,0.0
766,2045993-DCA,Business,03/31/2025,MKN PARKING CORP,0,1355,CROMWELL AVE,0,BRONX,NY,10452,6466516335,Bronx,2.0,1355 CROMWELL AVE,0.0,0.0,0.0,0.0
767,2102094-DCA,Business,04/04/2022,MP STEINWAY PARKING LLC,0,3620,STEINWAY ST,0,LONG ISLAND CITY,NY,11101,2124903460,Queens,4.0,3620 STEINWAY ST,0.0,0.0,0.0,0.0
768,2059556-DCA,Business,03/31/2025,IMPERIAL PARKING (US) LLC,0,222,W 14TH ST,0,NEW YORK,NY,10011,3472733569,Manhattan,1.0,222 W 14TH ST,0.0,0.0,0.0,0.0
769,2092477-DCA,Business,03/31/2025,221 EAST 36TH STREET GARAGE LLC,0,221,E 36TH ST,0,NEW YORK,NY,10016,6465840409,Manhattan,1.0,221 E 36TH ST,0.0,0.0,0.0,0.0
770,2104758-DCA,Business,03/31/2023,FF PARKING CORP,0,14238,37TH AVE,0,FLUSHING,NY,11354,9176012146,Queens,4.0,14238 37TH AVE,0.0,0.0,0.0,0.0
771,1130760-DCA,Business,03/31/2025,JDS PARKING LLC,0,561,10TH AVE,0,NEW YORK,NY,10036,2126869800,Manhattan,1.0,561 10TH AVE,0.0,0.0,0.0,0.0
772,1460988-DCA,Business,03/31/2021,PENN PARKING LLC,0,1,PENN PLAZA,0,NEW YORK,NY,10119,2126869800,Manhattan,1.0,1 PENN PLAZA,451.0,3.0,1722.0,103.0
773,2083251-DCA,Business,03/31/2023,MANHATTAN PARKING BORO CORP,0,40,CLINTON ST,0,BROOKLYN,NY,11201,2124903460,Brooklyn,3.0,40 CLINTON ST,0.0,0.0,0.0,0.0
774,2019665-DCA,Business,03/31/2023,93RD STREET PARKING LLC,0,100,W 93RD ST,0,NEW YORK,NY,10025,212-686-9800,Manhattan,1.0,100 W 93RD ST,0.0,0.0,0.0,0.0
775,2107995-DCA,Business,03/31/2023,1760 EASTERN PARKING LLC,NAGLE PARKING,1709,SAINT MARKS AVE,0,BROOKLYN,NY,11233,0,Brooklyn,3.0,1709 SAINT MARKS AVE,0.0,0.0,0.0,0.0
776,0367917-DCA,Business,03/31/2023,ZENITH PARKING LLC,254 254 W 49 STREET,790,8TH AVE,0,NEW YORK,NY,10019,212-686-9800,Manhattan,1.0,790 8TH AVE,0.0,0.0,0.0,0.0
777,1461260-DCA,Business,03/31/2025,IMPERIAL PARKING US LLC,IMPARK,41,SEAVER WAY,0,CORONA,NY,11368,2129378660,Queens,4.0,41 SEAVER WAY,0.0,0.0,0.0,0.0
778,0897530-DCA,Business,03/31/2023,NEW YORK PARKING 57TH ST. CORP.,0,110,E 57TH ST,0,NEW YORK,NY,10022,2123085959,Manhattan,1.0,110 E 57TH ST,0.0,0.0,0.0,0.0
779,2110378-DCA,Business,03/31/2023,HMW PARKING LLC,0,257,E 187TH ST,0,BRONX,NY,10458,9173657708,Bronx,2.0,257 E 187TH ST,0.0,0.0,0.0,0.0
780,2111000-DCA,Business,04/04/2023,MP 1775 LLC,0,1775,GRAND CONCOURSE,0,BRONX,NY,10453,2124903460,Bronx,2.0,1775 GRAND CONCOURSE,84.0,1.0,9.0,2.0
781,2054449-DCA,Business,03/31/2023,PROPARK AMERICA NEW YORK LLC,0,11045,QUEENS BLVD,0,FOREST HILLS,NY,11375,9174152415,Queens,4.0,11045 QUEENS BLVD,0.0,0.0,0.0,0.0
782,2081099-DCA,Business,03/31/2023,IMPERIAL PARKING US LLC,0,155,W 70TH ST,0,NEW YORK,NY,10023,2129378660,Manhattan,1.0,155 W 70TH ST,0.0,0.0,0.0,0.0
783,1215447-DCA,Business,03/31/2023,MAY PARKING CORP.,0,330,E 70TH ST,0,NEW YORK,NY,10021,2127373279,Manhattan,1.0,330 E 70TH ST,0.0,0.0,0.0,0.0
784,2110143-DCA,Business,03/31/2023,PG PARKING LLC,0,411,W 35TH ST,0,NEW YORK,NY,10001,2018000358,Manhattan,1.0,411 W 35TH ST,0.0,0.0,0.0,0.0
785,2009544-DCA,Business,09/28/2015,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY/NJ, LLC",388,BRIDGE ST,0,BROOKLYN,NY,11201,8605227641,Brooklyn,3.0,388 BRIDGE ST,0.0,0.0,0.0,0.0
786,2045345-DCA,Business,03/31/2023,EAST VILLAGE PARKING LLC,0,22,E 1ST ST,0,NEW YORK,NY,10003,2126869800,Manhattan,1.0,22 E 1ST ST,0.0,0.0,0.0,0.0
787,2082941-DCA,Business,06/11/2023,507 WEST 28TH STREET PARKING CORP.,0,507,W 28TH ST,0,NEW YORK,NY,10001,2127367171,Manhattan,1.0,507 W 28TH ST,0.0,0.0,0.0,0.0
788,1266247-DCA,Business,03/31/2023,QUIK PARK WEST 41ST STREET LLC,0,601,W 41ST ST,0,NEW YORK,NY,10036,212-686-9800,Manhattan,1.0,601 W 41ST ST,0.0,0.0,0.0,0.0
789,0906438-DCA,Business,03/31/2023,CLAREMONT PARKING CORP,0,480,RIVERSIDE DR,0,NEW YORK,NY,10027,2128661000,Manhattan,1.0,480 RIVERSIDE DR,20.0,2.0,0.0,0.0
790,2028693-DCA,Business,03/31/2023,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,265,E 66TH ST,0,NEW YORK,NY,10065,8605227641,Manhattan,1.0,265 E 66TH ST,0.0,0.0,0.0,0.0
791,2083826-DCA,Business,03/31/2023,POO PARKING CORP.,0,1752,MORRIS AVE,0,BRONX,NY,10457,2124903460,Bronx,2.0,1752 MORRIS AVE,0.0,0.0,0.0,0.0
792,1328126-DCA,Business,03/31/2025,M&N GROUP PARKING INC,0,3158-60,JEROME AVE,0,BRONX,NY,10468,917-470-5093,Bronx,2.0,3158-60 JEROME AVE,0.0,0.0,0.0,0.0
793,2098961-DCA,Business,03/31/2023,1699 NEW YORK AVE PARKING LLC,0,3310,AVENUE H,0,BROOKLYN,NY,11210,3478663357,Brooklyn,3.0,3310 AVENUE H,38.0,2.0,66.0,6.0
794,2046168-DCA,Business,03/31/2023,BOWERY FIRST PARKING LLC,0,11,E 1ST ST,0,NEW YORK,NY,10003,2126869800,Manhattan,1.0,11 E 1ST ST,0.0,0.0,0.0,0.0
795,2106557-DCA,Business,03/31/2023,JULIA PARKING CORP,0,329,BROADWAY,0,BROOKLYN,NY,11211,873712487,Brooklyn,3.0,329 BROADWAY,20.0,1.0,2.0,0.0
796,2107903-DCA,Business,03/31/2023,773 EAST PARKING CORP,URBAN PARKING,773,E 233RD ST,0,BRONX,NY,10466,0,Bronx,2.0,773 E 233RD ST,0.0,0.0,0.0,0.0
797,2090217-DCA,Business,03/31/2023,MP COLUMBUS PARKING LLC,0,10,COLUMBUS CIR,0,NEW YORK,NY,10019,2124903460,Manhattan,1.0,10 COLUMBUS CIR,0.0,0.0,0.0,0.0
