CompanyName,TotalCost
Master Mechanical Services,317798.0
LifeSafety Management  Inc.,317736.0
Paletz Roofing and Inspections Inc.,316588.0
LINEAIRE CONSTRUCTION LLC,316300.0
Van Kirk & Sons Inc.,315011.0
Kool Flow Inc.,315000.0
Evans Roofing,314885.0
POOLS BY G E CORP,314500.0
NP ELECTRIC CORP,313950.0
MICHILLI INC,313863.0
ART PLUMBING CONTRACTOR CORP,313000.0
G&D ENGINEERING AND CONSTRUCTION ,312550.0
Park Plus Florida Inc.,312420.0
BROWN PLUMBING LLC,312100.0
FLORIDA DEVELOPMENT AND CONSTRUCTION CORPORATION,311938.0
ENTERPRISE ELECTRICAL CONTRACTING INC,311500.0
PREMIER CONSTRUCTION CONTRACTORS LLC ,311000.0
JUAN CARLOS GARRIDO INC,311000.0
Structure Works Inc,309839.0
Firescan Alarms Inc.,309100.0
AMERICAN ROOFING SOLUTION dba CONSTRUCTION ON DEMAND,307727.0
EIRANOVA ELECTRICAL CORP,307500.0
CONSTRUCTION SOLUTIONS MANAGEMENT CORP,307200.0
Ocean Coast Electrical Inc.,307050.0
WIND CHILL LLC,307000.0
A2Z CONSTRUCTION AND REMODEL LLC,306250.0
MUTCHNIK CONSTRUCTION GROUP  INC,306000.0
RICK SHIPMAN CONSTRUCTION  INC,305813.0
BLUESITE CONSTRUCTION INC,304913.0
MARS CONTRACTORS INC,304000.0
A Custom Electric Solution Inc.,303318.0
PHG BUILDERS  LLC,303275.0
4418 GC LLC,301500.0
TURNPIKE ELECTRIC CORP,301450.0
Northwest Plumbing Inc,300400.0
Dial Plus Plumbing Corp,300140.0
WISDOM ELECTRIC  INC. ,300080.0
Embree Construction Group Inc,300000.0
AllDade General Construction Inc.,299633.0
Bluewater Builders Inc.,299500.0
CITY FIRE INC,299051.0
Natal Air Conditioning USA LLC,299000.0
PRO SOUND  INC. ,298489.0
BAIRES CONSTRUCTION CORP,298300.0
Roma Construction Group LLC,298200.0
FRANCAR ELECTRICAL CORPORATION,297844.2
GLOBAL ELECTRIC SERVICES LLC.,297500.0
THE DIMA GROUP ELECTRIC AUTOMATION & DESIGN,297180.0
Lowes Home Center,297103.0
BALFOUR BEATTY CONSTRUCTION LLC,296575.0
Crown Roofing & Waterproofing LLC,296343.0
Ocean Kooling Service Inc,296025.0
CONSTRUCTION DNA CORP,295550.0
PROPERTY MASTERS ,295101.0
DIAMOND CONTRACTORS INC,295000.0
Danajo Industrial Group Inc.,295000.0
American Pipeline Construction LLC,294595.0
Dolphin Carpet and Tile,294249.0
FIREZONE SPRINKLERS  INC.,293998.0
THE HUNTER AIR CONDITIONING CONTRACTOR INC.,293140.0
I & M Corporation dba Best Air Solutions,293120.0
REZONATE INDUSTRIES INC,293005.0
F & H ESTIMATING INC,292812.0
Meiss Construction LLC /dba MEISS FAMILY INVESTMENTS LLC,292688.0
SUNSHINE HOME RENOVATION CORP.,292230.0
AJF Roofing Inc,292200.0
BLUE DOLPHIN CONSTRUCTION  LLC,292000.0
VERCETTI ENTERPRISES  LLC,291751.0
SS CONSTRUCTION MIAMI,291653.0
PINOS WINDOW CORP,291453.0
NEW SERVICE COMPANY,290250.0
Firematic Sprinklers Inc.,290150.0
K Construction and Development Corp.,289408.0
SULLIVAN CONSTRUCTION COMPANY,289287.0
SCALTEC USA CORP. ,289101.0
CAINDEMO LLC,287500.0
ODISSEY ENTERPRISES INC.,287200.0
WP CONSTRUCTION GROUP LLC,286800.0
W.S. SCONYERS LLC,286661.0
ALL COUNTIES PLUMBING INC,286595.0
JCPC HOLDINGS LLC,286500.0
COLDSPOT A/C  INC.,286000.0
Moes Electric Inc.,286000.0
Elkis Construction Inc.,285447.0
Urban Construction,285325.0
ARROW ASPHALT & ENGINEERING INC,284971.0
RAILCO INC,284880.0
CRESS  LLC,284372.6
ATLANTIC AWNINGS & METAL WORKS INC.,284000.0
AK1 SERVICE INC,284000.0
E PLUS ENGINEERING AND CONSTRUCTION  LLC,283815.0
AACON CONTRACTING LLC,283484.0
EXPERT SERVICE TECHNOLOGY /dba EXPERT SERVICE PLUMBING,283000.0
FLORIDA ELECTRICAL GROUP  INC.,282000.0
Cherry Roofing Enterprises Inc.,281400.0
Island Construction Group Inc.,281301.0
MCX CONSTRUCTION INC,281000.0
ALL AROUND FIRE PROTECTION LLC,280928.0
ICE CONSTRUCTION LLC,280875.0
GLASS LAND INC,280760.0
MASTER BATH OF FLORIDA,280749.0
DLM CONSTRUCTION INC,280181.0
AVIT LLC,280000.0
Arnolds Air Conditioning,280000.0
REBUILD CONSTRUCTION INC,279726.0
J2BY ELECTRICAL CONTRATORS LLC ,279650.0
South Florida Plumbing & Septic Inc,278900.0
SENEVALS ENTERPRISES,278760.0
THE JBR GROUP  INC.,278140.0
Mesa Construction LLC,277500.0
Johnnie C cope Jr. Inc,277101.0
Raig Construction & Carpentry LLC,277050.0
PARRILLO BUILDERS GROUP LLC/dba PARRILLO CONSTRUCTION,277001.0
AMF BUILD AND REHAB LLC,276950.0
DADE POOLS INC,275900.0
Copasetic Mechanical LLC ,275500.0
H. Lamm Industries,274985.0
LAG Enterprises USA LLC,274240.0
PARADISE AIR CONDITIONING CORP,274000.0
Phoenix Aluminum Products LLC,273730.0
Horizon Fire Sprinklers,273700.0
GABLES CONSTRUCTION GROUP CORP,273000.0
JOSEPH S SCIONTI & ASSSOCIATES INC/dbaINTEGRITY 1ST CONSTRUCTION GROUP,272500.0
A.P.A. PLUMBING CORPORATION,272500.0
Metro Infrastructure Corporation,271827.0
ALL STAR ALUMINUM WINDOWS & DOORS INC ,270996.0
Dadi Electrical Inc.,270450.0
FOREVER POOLS & SPA INC.,270150.0
LEVEL ONE CONSTRUCTION GROUP LLC,270000.0
D & D PLUMBING CORP,270000.0
D2 CONSTRUCTION INC,270000.0
KMR CONSTRUCTION MANAGEMENT INC,269851.0
TI/CON BUILDING SYSTEM LLC,269777.0
D.O. & SON CORP.,269118.0
YUDI POOL SERVICES,269000.0
FABIS GROUP CORPORATION,268200.0
One Stop Construction Inc.,267653.0
NESI SOLUTIONS,267500.0
A B & K PLUMBING CORP,267500.0
Blue Construction Group LLC,267375.0
GC CONSTRUCTION MANAGEMENT LLC,267300.0
CITY FIRE PROTECTION  INC.,267150.0
Amaro landscape Associates Inc.,267000.0
Stone Group Enterprises Inc,266800.0
VAZQUEZ & ASSOCIATES  INC,266490.0
SUNCOAST PLUMBING CONTRACTOR  LLC,265350.0
MULLER FIRE PROTECTION INC,265315.0
DRAAM CONSTRUCTION INC,265300.0
RDF CONSTRUCTION & SERVICES  CORP.,265260.0
Catalyst Construction,265101.0
KLIMA MECHANICAL CONTRACTORS,265000.0
R & S CONCRETE SOUTH  INC,265000.0
ecora corp,264351.0
MIAMI AWNING CO,264036.0
LIGHTWAVE ELECTRICAL CONTRACTORS INC,263702.0
OXFORD UNIVERSAL CORP,263550.0
Contec South Florida LLC,263489.0
CORANET CORP.,263129.66000000003
ALMORE LLC,262731.0
Tetrad Building Group LLC,262500.0
EXCELL CAULKING AND WATERPROOFING INC ,262428.0
TINEZ CONSTRUCTION INC.,261825.0
DS Jordan Construction Inc.,261788.0
360 Builders  LLC,261575.0
CACERES CONSTRUCTION SERVICES ,260950.0
SOLRAC INC,260908.0
RENCO DEVELOPMENT INC,260000.0
IMPERIAL WINDOWS & DOORS  LLC,259950.0
Gryphon Construction Services LLC,259924.0
AAA on Time Electric Inc.,259880.0
EDWARD ROJAS PLUMBING CORP,258550.0
HEXAGON CONSTRUCTION INC,258500.0
QUAMEC CORP,257985.0
Chalex Cool Air of Miami Corp,257500.0
GARY BERNHARDT CONSTRUCTION INC,257451.0
Restoration Problem Solvers Inc,257100.0
CENTRAL FREEZING AIR CORP,256500.0
State Contracting & Engineering Corporation,256313.0
Mr Electric & Associates  Inc.,256100.0
OMEGA ROOFING INC,255710.0
PKI Specialty Refrigeration LLC,255522.0
All Air Conditioning Mechanical LLC,254550.0
FLORIDA ELECTRIC SOLUTIONS,254360.0
CAPITAL INTERNATIONAL REALTY INC DBA CONSTRUCTA INC,253356.0
HARTKOPF CONSTRUCTION COMPANY INC ,253000.0
Bryan Latham,252750.0
United Construction Engineering Inc.,252200.0
GLOBAL DESIGN & CONSTRUCTION  INC,252000.0
 GONZALEZ PLUMBING CORP,252000.0
BLUE WATER HOLDING OF CUTLER BAY,252000.0
ELECTECH ELECTRICAL SERVICES L,251700.0
ACCRO GENERAL CONTRACTORS CORP,251000.0
A&L PLUMBING SPECIALIST LLC,250800.0
American Power Electric Corp,250001.0
MARRA JILL LLC,250000.0
DECO POOLS INC,250000.0
DEXTER CORP DBA DOM DEVELOPMENT LLC,250000.0
BILTMORE CONSTRUCTION CO. INC.,250000.0
JRH General Services  Corp.,250000.0
ANCHOR MECHANICAL  INC,250000.0
C.L. ELIAS CONSTRUCTION  INC,250000.0
STILES CORPORATION,250000.0
CMC CONSTRUCTION COMPANY,250000.0
VCMG  LLC,250000.0
BELLE CONSTRUCTION SERVICES  LLC,250000.0
PROTECTIVE SHUTTERS MANUFACTURING COMPANY  LLC ,249984.0
Caribe Construction Inc,249639.0
York Electric Corp,249629.4
ARKI Construction Inc.,249000.0
INTEGRATED ELECTRICAL SERVICES INC ,247799.0
Amador Roofing Corp.,247775.0
Varoarda Group  Inc,247625.0
COASTAL FIRE PROTECTION INC,247562.0
CORDES SERVICE CORP,247030.0
Restocon Corporation,247020.0
Palm Construction and Design Group Inc.,246938.0
ALISAEZ AIR CONDITIONING INC,246900.0
LUXAPAVERS LLC DBA THE PATIO DISTRICT,246497.0
GODLY ELECTRICAL SERVICES INC,246220.6
A & A FONTE INC,245248.0
ALL CONSTRUCTION RESOURCES  INC,244190.0
MELHEM CONSTRUCTION GROUP CORP,243972.0
PARADISE EXTERIORS LLC ,243969.0
LUXE ELECTRIC INC,243962.0
Fortress Construction of South Florida INC. ,243700.0
WATERWAY WINDOWS & DOORS LLC,243522.0
Jalco Construction Management Inc,243313.0
GARY B ELECTRIC & CONSTRUCTION CONSULTANT INC,243000.0
MODEL PLUMBING CONTRACTOR CORP,242100.0
DTS Home Improvements LLC,242000.0
SIZ CONSTRUCTION DEVELOPMENT & PROJECT,241851.0
Preferred Builders Group  INC.,241800.0
NAVARRO PLUMBING & MECHANICAL CO.,241050.0
JohnsonLaux Construction LLC,241016.0
SKILCON INC,240900.0
FLORIDAS CHOICE CONTRACTING,240767.0
M Romeros Roofing & Inspections Inc,240700.0
ESTRADA HOME MAINTENANCE  INCdba/ Estrada Roofing,240600.0
cianci construction,240492.0
Core Construction Systems Inc,240000.0
MILLENIA CONSTRUCTION,240000.0
America Statewide Electrical Contractor Inc. ,239750.0
THE ORIGIN BUILDING GROUP  LLC,239500.0
Avatar Construction Services DBA DAML  LLC,238657.0
Pinar Electric MD Inc.,238330.0
AGUIAR ELECTRIC GROUP  CORP,237850.0
DURCON CONSTRUCTION  LLC ,237679.0
AIR ELECTRIC INC,237000.0
Edwin Electric LLC,236897.0
IMPACT FIRE SERVICES LLC,236850.0
Empower Electric Pro Inc. ,236628.0
JM PROPERTIES OF W PALM BEACH INC,236000.0
CDC BUILDERS  INC,235190.0
CH GLOBAL CONSTRUCTION  LLC,235158.0
Master Con LLC,235000.0
GWA CONSTRUCTION COMPANY,235000.0
THE ULTIMATE ELECTRICIAN  CORP.,234500.0
HDM Business LLC,234000.0
General Construction & Engineering Services Inc,233513.0
Chars Construction Group Corp,233466.0
DATAWATCH SYSTEMS INC,233350.0
R & A ELECTRIC INC.,233350.0
Electricorp Inc,233113.0
1 AWESOME SERVICE LLC,232706.0
Smart Contractors LLC,232300.0
US ROOFING LLC (DBA T MCDONALD LLC),231700.0
Security Vault Works Inc.,231536.0
F & S CONTRACTORS LLC,231100.0
ALDAN PLUMBING INC.,231000.0
LEMON CITY CONSTRUCTION LLC,230551.0
SKY POOL CONSULTANT INC,230000.0
UV FIRE PROTECTION SYSTEMS  INC ,229996.0
Miami Dade Electric Inc,229550.0
Magic Air AC Corp,229300.0
Mastermind Construction Inc.,229250.0
BLUE DOOR CONTRACTORS  INC,229051.0
TASCO PLUMBING & MECHANICAL SERVICES  LLC DBA TASCO ELECTRICAL CONTRACTORS  LLC,229050.0
AMERICAN MADE AWNING,228700.0
JLM CONSTRUCTION CO. ,228500.0
CLEARGUARD FIRE PROTECTION LLC,228286.0
SLAZAR CONSTRUCTION INC,228025.0
AMERICAN FIRE SPRINKLER SERVICES,228000.0
GM ELECTRICAL CONTRACTORS INC,227687.0
CAPITAL A CONSTRUCTION,227500.0
SOUTH FLORIDA ELECTRICAL ENGINEERING INC,227050.0
ALL TERRAIN EARTHMOVING LIMITED COMPANY,227000.0
WIGINTON FIRE SYSTEMS,226796.0
SOLID POWER INC     ,226500.0
ALL 4 ONE CONSTRUCTION & PLUMBING,225700.0
GC INTERGROUP INC,225188.0
NATIONAL CONCRETE AND PAVING LLC,225000.0
R & A DOOR SOLUTIONS INC,225000.0
IRON HAND CONSTRUCTION INC,225000.0
VENTANA DBS LLC,225000.0
CAPIECA CONSTRUCTION CORP/DBA CAPIECA IMP. & EXP. CORP/.DBA CAPIECA HOME IMPROVEMENT,224838.0
J.N.L. PLUMBING CORP ,224500.0
FOSTER & SON ELECTRICAL CONTRACTORS INC.,224088.0
JB & L Const & Utilities Corporation,223647.0
CHI ALARMS,223561.0
P&B ELECTRICAL CORP,223112.0
A M Julien Contracting Inc,221548.0
ANGELS PLUMBING SOLUTIONS LLC.,220850.0
Bliss Products and Services INC,220593.0
Oncall Electrical Contractors Inc.,220550.0
The Ice Team Corporation,220500.0
Turnberry Construction Group LLC,220326.0
SERENITY MECHANICAL LLC,220300.0
STATE GENERAL CONTRACTOR  INC. ,220001.0
Colonial Plumbing Contractors Corporation,220000.0
DADE ELECTRIC LLC,219700.0
PLYWOOD BUSINESS GROUP,219645.0
Morabito Construction LLC,219400.0
L.S. CURTIS INC,219272.8
MVP Electrical Service Corp,218501.0
RICHPORT CONSTRUCTION GROUP INCORPORATED,218401.0
AMERICAN BEST POWER INC,218220.0
M & Z COMPLETE CONSTRUCTION  INC. ,218207.0
AMERICAN PROTECTION ONE CORP,218200.0
MAX MARINE AND FOUNDATION INC. ,218000.0
PONS ESTIMATING Construction SERVICES ,217925.0
MASTERCRAFT GROUP INC,217376.0
DOCTORS PLUMBING INC.,217300.0
BLUE TREASURE POOL & SPA LLC,217300.0
ALL STATE CONSTRUCTION GROUP CORP,217115.0
PRIME MASTER DESIGN  INC. ,217000.0
FENCE MASTERS INC,216940.0
Diversifire Systems Inc,216841.0
United C Global Corp,216797.0
DECONEX INC,216500.0
IGE CONSTRUCTION INC,216431.0
Solarium Energy,216100.0
ALLSTATE CONSTRUCTION AND DEVELOPERS INC,216001.0
AMERIGLASS ENGINEERING INC,215774.0
ARMANDO PENA PLUMBING SERVICES ,215760.91999999998
Square and CompassGeneral Contractor,215500.0
DOBBS RICK CONTRACTOR INC,215126.0
United Communication Services  LLC,214500.0
SFL CONTRACTORS LLC,214416.0
ACE AIR CONDITIONING  INC.,213956.0
ALPHA FIRE SPRINKLER CORP,213895.0
ARCHITECTURAL GRAPHICS INC,213850.0
GREYSTOKE CONSTRUCTION INC,213349.0
RF FREQS LLC,213080.0
GRUPO MOREX INC,212925.0
Mikes Electrical Corp,212900.0
D.A.C. INCORPORATED DBA AKA & CONSTRUCTION,212870.0
PC DESIGN &  CONSULTING INC D/B/A PC CONSTRUCTION MANAGEMENT GROUP,212751.0
Meir Alarms Inc.,212086.0
Dpaul Plumbing Inc.,212000.0
PYD Electric Corporation,211990.2
THE MIAMI FLOORS BATH & DECOR CORP,211464.0
TYCO INTEGRATED SECURITY LLC DBA JOHNSON CONTROLS SECURITY SOLUTIONS LLC,210811.0
Bruno Construction Corp,210700.0
Evolution Contractors Corp,210627.0
Ocean Blue Contractors  INC.,210468.0
CHAZZ CONSTRUCTION LLC,210345.0
Westhaven Construction Services Inc,210000.0
RETAIL CONTRACTING GROUP  INC. ,210000.0
IDESIGNBUILD CONSULTANTS  CO,210000.0
MK2 DESIGN BUILD INC,210000.0
CASTOR CONSTRUCTION GROUP LLC,209885.0
GOMEZ & SON FENCE,208950.0
AIR Q INC,208755.5
PERMONT CORP dba GARP,208602.0
United Fire Communication,208330.0
HERDIZ CONSTRUCTION INC ,208000.0
SOUTHERN ASPHALT ENGINEERING INC,207718.0
ONE GENERAL CONTRACTORS LLC,207600.0
CP REMODELING & MANAGEMENT SERVICES  LLC,207500.0
J. Reynolds & Co.  a Tecta America Company  LLC,207021.0
UHC CONSTRUCTION SERVICES,207000.0
Best Plumbing Services Co,207000.0
InterAmerica Stage Inc,206750.0
INNOVATE CONSTRUCTION GROUP  CORP.,206558.0
Drive Construction LLC,206200.0
Secured Technologies International LLC,206158.0
COLTEC ENGINEERING INC,206000.0
NATIONAL GLASS & CONSTRUCTION,205600.0
Electric Domain Inc,205488.0
F & L Fire and Electrical System Inc.,205073.0
FORATO DESIGN GROUP  LLC,205000.0
Advanced Service Construction Corp,205000.0
Quality Railings Miami,205000.0
HVAC INSTALLS AND SERVICE LLC,204595.0
MAYVICA CONSTRUCTION LLC,204314.0
CV,204251.0
S F Design  Construction  & Investment Group INC.,204000.0
MIKE CARTER CONSTRUCTION INC,203500.0
10X CONSTRUCTION LLC,203438.0
JEA SERVICES REPAIR INC,203000.0
TRINITY AIR CONDITIONING COMPANY LLC,202985.0
DREAM OF FIELDS GROUP  INC,202200.0
EMPIRE PLUMBING COMPANY,202000.0
SANTOS AC MECHANICAL CONTRACTORS LLC,201985.0
Langer Electric Co.,201632.6
A&M Advance Group Inc,201301.0
ATLANTIC SHUTTERS INC,201125.0
JJ ELECTRIC OF DORAL LLC ,200366.0
Shoreline Foundation Inc.,200000.0
DALAGON CONSTRUCTION SERVICES CORP,200000.0
GSD CONTRACTING LLC,200000.0
BILLSKOG CONSTRUCTION LLC ,200000.0
PINNACLE CONSTRUCTION INC,199850.0
ALCON GROUP  LLC,199800.0
First Electrical Contractors LLC,199642.6
M3 ROOFING & CONSTRUCTION LLC,198986.0
KINGS PLUMBING SERVICE INC.,198600.0
ALL BRIGHT PLUMBING CORP,198600.0
BUILDING PERFECTION INC.,198500.0
EDT ELITE CONSTRUCTION L,198251.0
Epic Fire Systems Corp.,198150.0
VOLT ELECTRIC CORP,198060.0
Atlas Plumbing Inc.,197700.0
Cardel Fire Protection Inc.,197600.0
JVP Construction Group Inc ,197531.0
GML CONSTRUCTION Inc,197426.0
Arbor Electrical Service dba Mr. Wireman,197175.0
KEVIN F. HATTON ELECTRIC  INC.,197050.0
2 C Design LLC,197000.0
FIAT PLUMBING & GENERAL CONTRACTORS INC,197000.0
GATOR POOLS & SPA CONSTRUCTION INC,197000.0
MC GREGOR HOMES RENOVATIONS  INC.,196700.0
H & P CONSTRUCTION DEVELOPMENT LLC,196430.0
PATRIOT WINDOWS & DOORS LLC,196419.0
Alfonso Jorge J,196282.0
Concord Electric Inc.,196262.0
IHM SERVICES CORP  DBA IHM PLUMBING SERVICES,196200.0
PINE RIDGE CONSTRUCTION MANAGEMENT LLC,196000.0
VEZES IL CONSTRUCTION CORP,195826.0
Clarke Electrical Contracting Inc,195677.0
Cordoba Contractors Inc.,195551.0
DAVINWORKS INC.,195000.0
Champion Retail Services Inc.,195000.0
AGM Builder Construction Inc.,194875.0
JBC ELECTRIC CORP.,194700.0
ALL DIGITAL TECHNOLOGY LLC,194558.0
RAC CONTRACTORS LLC ,194500.0
LLARENA SERVICE CENTER  LLC,194485.0
Zymroz Energy LLC,194300.0
PATRIOT FIRE INC,194299.0
The New Miami Shores Plumbing CORP. dba Miami Shores Plumbing,194000.0
DIMITRI CONSTRUCTION SERVICES CORP,193900.0
MONTALVO BUILDERS LLC,193800.0
SMART BUILDING SOLUTIONS,193753.0
Erick Construction Inc,193500.0
L. Espinosa Inc DBA Aquatic Environment,193400.0
ALL FLORIDA CONSTRUCTION COMPANY,193100.0
ANDREW PALMER ROOFING INC,193100.0
ESPIRITU SANTO DEVELOPMENT & CONSTRUCTION GROUP INC,192900.0
RAD OF SOUTH FLORIDA INC DBA ,192900.0
METRO CONTRACTOR INC.,192800.0
ALL PHASE ENTERPRISES INC,192612.6
HK CONTRACTORS LLC,192500.0
E P BUILDING CORP,192500.0
Advance Power Group  INC.,192400.0
CARE SHEET METAL & ROOFING ,192200.0
Green Team Plumbing LLC dba GREENTEAM SERVICE CORP,192000.0
RESTATE CONSTRUCTION LLC,191760.0
NewSouth Window Solutions,191715.0
CONSTRUCTION UNLIMITED GROUP  INC.,191590.0
Go Green Construction Inc,191000.0
RELIANCE WINDOW SYSTEMS   LLC,190648.0
 CONTROLS SYSTEMS CONTRACTING  INC.,190600.0
LLorens Contracting LLC,190453.0
FLORIDA ENGINEERED GLASS CORP. ,190450.0
PLUMTECH INC ,190000.0
Souffront Construction Inc,189800.0
MUNDIVEN CORPORATION ,189600.0
MG Coating and Sealants,189320.0
FINE LINE ELECTRIC  INC,189054.0
ELECTRIC PRO SOLUTIONS LLC,188300.0
AMPERAGE ELECTRICAL ENTERPRISE,188000.2
Centurion Roofing  LLC,188000.0
ALENAC METALS CORP,187751.0
Q & N CONSTRUCTION INC,187626.0
TROPICAL GLASS & CONSTRUCTION CO,187450.0
Construction & Consulting Contractors LLC,187300.0
RAPID REFRIGERATION CORP,186791.0
HODDER AIR CONDITIONING & HODDER CONSTRUCTION,186660.0
AIR FLOW SPECIALISTS INC,186572.0
CRR GENERAL CONTRACTOR ,186501.0
BUILDING UNLIMITED INC,186300.0
REYLOS GLAZING CONTRACTORS LLC,186046.0
Advanced Security Solutions Inc,186000.0
VERA & VERA CORP. ,185913.0
MERRICK CONSTRUCTION GROUP,185876.0
Storm Tight Windows Inc.,185736.0
Grand Line Group Inc.,185650.0
ARAUZ ROOFING  INC,185500.0
DNA AIR CONDITIONING LLC ,185195.0
ICB Builders  Corp ,185126.0
Varga construction inc.,185001.0
HORSEPOWER ELECTRIC INC,185000.0
TUTELA FIRE PROTECTION  INC,185000.0
FENIX SUPPLY LLC /DBA GLOBAL BRICK CONTRACTOR,185000.0
Igloo Air Conditioning Inc.,185000.0
inforMASTER EXCAVATORS INC,185000.0
COBLE BUILDERS LLC,184925.0
AMERICAN CONSTRUCTION & ENGINEERING CO. ,184915.0
UNITED ELECTRIC CONTRACTORS INC,184900.0
Total Quality Restoration Inc,184850.0
PRECISE HEATING & COOLING  INC,184500.0
Infinity Windows Doors & Roofing Corp,183988.0
REAL POWER ELECTRIC INC,183950.0
A.T. ELECTRICAL CONTRACTORS INC,183950.0
GEO GENERAL CONTRACTOR INC. ,183810.0
Amit Construction  LLC.,183700.0
FIREHOUSE CONSTRUCTION CORP,183626.0
MOJO Plumbing & Septic Services LLC,183500.0
JP Electric Services Corp,183450.4
LA BUILDING CONSTRUCTION CORP,183345.0
DREAMLINE CONTRACTORS INC.,183275.0
Goro Construction Inc.,182800.0
GLEZ ELECTRICAL CORP ,182800.0
JM BUILDERS FLA  INC,182638.0
JS WATERPROOFING  LLC,182000.0
Full Service Corp.,181910.0
NOVA DESIGN BUILDERS,181514.0
ENERGY SOLUTIONS AND DATA INC,181350.0
DADE ELECTRIC SERVICE  INC.,181300.0
SKYLIGHT CONCEPTS INC,180987.0
JIMMY PITTMAN ELECTRICAL INC,180300.0
ABRITE ELECTRICAL CORP,180165.0
GRACE ROOFING & SHEET METAL ENTERPRISES LLC,180000.0
Majestic Glass  Inc,179842.0
High Rise Development LLC,179563.0
L CORTES CONSTRUCTION SERVICE LLC ,179563.0
SCHAEFER GENERAL CONTRACTING SERVICES LLC,179550.0
NCH Plumbing Inc.,179500.0
L MILTON CONSTRUCTION CORP ,179350.0
A & S CONSTRUCTION & MANAGEMENT,179000.0
DC ENZOS ELECTRIC INC.,178937.0
GILCO HOMES INC.,178900.0
DEVELOPERS BOUTIQUE LLC,178189.0
Florida Landis Inc.,178000.0
Scheer Construction Group LLC,177958.0
HTH GROUP INC,177300.0
VILLA BUILDERS GROUP CORP.,177038.0
GEORGIA METAL CORPORATION,177000.0
ELI PRESSURE CLEANING CORP,177000.0
MANAGEMENT & CONSULTING INC,176803.0
MAX ELECTRIC CORP,176620.2
Cerros Electric Enterprise Corp.,176306.0
UNIQUE PATIOS & POOLS INC,175900.0
Statewide Windows & Doors Inc.,175526.0
Donewell Construction Corporation,175000.0
BIG RHINO CONSTRUCTION INC,174501.0
ROYCE PARKING CONTROL SYSTEMS  INC. ,173849.0
CRUZ ELECTRICAL CORP,173774.06
MAX SERVICES & CONSTRUCTION CORP.,173688.0
BROTHERS FIRE PROTECTION INC,173618.0
arcondal inc,173500.0
SAFETY WEB  INC. ,173179.98
Johnson Controls Security Solutions LLC,172875.0
DESIGNER PATIO INC.,172714.0
M & D Electrical Service Inc,172400.0
FCL Construction Group Corp,172312.0
ARCTIC CIRCLE AIR CONDITIONING SERVICES CORP,172250.0
ALL SOUTH LIGHNING PROTECTION INC,172000.0
Stone Image,171501.0
LC POWER INC,171400.0
TRIUMPH AC & REFRIGERATION CORP.,171000.0
MCRT SOUTH FLORIDA CONSTRUCTION LLC,170100.0
BIGFOOT CONSTRUCTION INC,170056.0
SILVER COAST CONSTRUCTION CORP.,170000.0
GUARANTEED FENCE CORP,170000.0
AQ GENERAL CONTRACTOR INC,170000.0
Total Control Design LC,170000.0
ECI General Contractors Inc,169501.0
GuyCo Corp.,169274.0
V.I. ELECTRICAL CONTRACTORS INC,169009.0
Oscar Air Conditioning Inc,168900.0
BEK BUILDERS CORP,168636.0
CITIQUIET WINDOWS AND DOORS ,168402.0
FLORIDA WINDOWS AND GLASS INC,168280.0
LCN Group Inc,168263.0
DYD CONSTRUCTION CORP,168011.0
Citizen Protection  Inc.,167850.0
MAC CONSTRUCTION LLC,167800.0
STAR PLUMBING INC,167500.0
PATRICIA ROMANO P.A.,167500.0
MAGNUM BUILDERS CONSTRUCTION INC,167500.0
Williams & Rowe Company Inc,167001.0
GABLES POOL & SPA INC,167000.0
EXOTITE ROOFING AND WATERPROOFING SERVICE INC,167000.0
I & J MESA PLUMBING INC,167000.0
SD Construction LLC,166883.0
Hugh A Ryan Construction Co,166751.0
Excellence Home Solutions LLC,166384.75
Alzate Construction,166250.0
GREEN HOME IMPROVEMENT PLUS LLC,165900.0
CAB CONSTRUCTIONS LLC,165800.0
Cory & Associates Inc.,165000.0
Pooltech of Miami Inc,165000.0
Baja Construction Group LLC,164954.0
BLUE WATER ALL SERVICE CORPORATION,164500.0
SOUTH FLORIDA CONSTRUCTION GROUP  INC,164000.0
Orange Home Design + Renovation  LLC,164000.0
EHA ALL SOLUTIONS ELECTRIC CORP,163664.0
NEW WAVE INVESTORS  LLC.,163500.0
METROPOLITAN AIR CONDITIONING INC,163450.0
SKylight Builders LLC,163201.0
QUICK PLUMBING REPAIRS INC,163000.0
Best Garage Doors Inc.,163000.0
Fire Alarm Systems and Security Inc,162950.0
ELECTRICAL SERVICES JC INC,162800.0
HD SERVICE DIVISION  INC,162795.0
ROMPU CONSTRUCTION CORPORATION,162000.0
MG EXCELLENT SERVICES CORP,161700.0
NATIONAL BUILDERS GROUP  CORP.,161175.0
CLIMATE CONTROL  INC. ,160000.0
LIVING AIR INC,160000.0
Westwood Contractors INC.,160000.0
CONTI GLASS CORPORATION ,160000.0
Seaway Plumbing Inc.,160000.0
FUENMAYOR & SALGUEIRO  LLC.,159950.0
W DEVELOPMENT GROUP LLC,159620.0
Security Fire Prevention Inc,159560.0
A FIRE SPRINKLERS INC.,159406.0
ELECTRICCITY  CONTRACTOR INC,159305.2
Sunshine Air HVAC Inc,159000.0
HIGHGRADE ELECTRICAL & COOLING SYSTEMS OF FLORIDA LLC,159000.0
ZAMORA PLUMBING CORP ,159000.0
