,X,Y,ID,AdditionSQFT,ApplicationNumber,BuildingFinalLastInspDate,BuildingFinalLastInspResult,BuildingPermitStatusDescription,BuildingPermitStatusReasonDescr,Certificatecode,Certificatedate,CompanyAddress,CompanyCity,CompanyName,CompanyZip,DaysInCity,DaysInCityNumeric,DeliveryAddress,FirstSubmissionDate,FolioNumber,IsPermitFinal,IsPrivateProvider,IssuedDate,Latitude,Longitude,Miami21Zone,NewAdditionCost,PermitNumber,PlanAcceptedDate,PlanCreatedDate,ProcessNumber,PropertyType,RemodelingCost,RemSQFT,RequiredCertificate,ScopeofWork,Statusdate,TotalCost,TotalDaysInPlanReview,TotalDaysInPlanReviewNumeric,TotalSQFT,WorkItems,ObjectId
27022,-80.18584103,25.80499724,27515,0.0,BD18010875,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 23 Hour(s) 51 Minute(s) ,0.0,2955 NE 7 AV,2018/11/13 09:19:00+00,132300150050,YES,False,2018/11/20 18:29:00+00,25.80499724,-80.18584103,T6-36A-L,,BD18010875004F001,2018-11-08 07:22:00+00:00,2018/11/06 10:55:00+00,BD18010875004,Commercial,,0.0,CO,REMODELING/REPAIRS,2019/06/11 08:08:00+00,7500.0,12 Day(s) 11 Hour(s) 7 Minute(s) ,12.0,0.0,NEW FIRE ALARM SYSTEM,27023
27023,-80.18584103,25.80499724,27516,0.0,BD18010875,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 22 Hour(s) 23 Minute(s) ,0.0,2955 NE 7 AV,2019/02/26 11:09:00+00,132300150050,YES,False,2019/02/28 15:27:00+00,25.80499724,-80.18584103,T6-36A-L,,BD18010875006E001,2019-02-26 11:09:00+00:00,2019/02/25 11:19:00+00,BD18010875006,Commercial,,0.0,CO,REMODELING/REPAIRS,2019/03/07 13:14:00+00,5000.0,2 Day(s) 4 Hour(s) 18 Minute(s) ,2.0,0.0,LOW VOLTAGE SOUND / SPEAKER SYSTEM,27024
35149,-80.193057781685,25.7646188947521,35813,133758.0,BD18018340,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,393 Day(s) 19 Hour(s) 58 Minute(s) ,393.0,11 SE 10 ST,2018/12/27 07:56:00+00,102070201060,YES,True,2019/12/17 17:26:00+00,25.7646188947521,-80.193057781685,T6-48B-O,0.0,BD18018340001E001,2018-12-19 15:30:00+00:00,2018/11/30 09:36:00+00,BD18018340001,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2023/01/18 15:46:00+00,2516988.0,363 Day(s) 1 Hour(s) 56 Minute(s) ,363.0,133758.0,A/C  CENTRAL|CLOTHES WASHERS|DISH WASHER|DRYERS|EXHAUST / BATHROOM FAN|LIGHT SOCKET|ROUGH WIRING OUTLETS|PHOTOELECTRIC SWITCH|SUB-FEEDS|WATER HEATER / BOILER,35150
35158,-80.193057781685,25.7646188947521,35822,0.0,BD18018340,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,166 Day(s) 21 Hour(s) 2 Minute(s) ,166.0,11 SE 10 ST,2020/09/15 19:13:00+00,102070201060,YES,True,2021/03/02 11:07:00+00,25.7646188947521,-80.193057781685,T6-48B-O,,BD18018340008E001,2020-09-15 19:13:00+00:00,2020/07/09 21:02:00+00,BD18018340008,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/03/28 13:59:00+00,80000.0,167 Day(s) 15 Hour(s) 54 Minute(s) ,167.0,0.0,INTERNAL COMBUSTION ENGINE (ELECT),35159
38575,-80.2391208,25.73020254,38572,104690.0,BD19000873,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,2850 TIGERTAIL AV,,141211990040,YES,False,2019/11/11 09:21:00+00,25.73020254,-80.2391208,T6-8-O,0.0,BD19000873001E001,2019-03-26 13:31:00+00:00,2019/01/17 08:42:00+00,BD19000873001,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/03/08 10:38:00+00,2645000.0,229 Day(s) 19 Hour(s) 50 Minute(s) ,229.0,104690.0,A/C  CENTRAL|FIXTURE HEADS|LIGHT SOCKET|NEW METER|ROUGH WIRING OUTLETS|NEW SERVICE|SUB-FEEDS|SERVICE &gt;600 AMPS AND 240V|WATER HEATER / BOILER|GENERATOR (COMMERCIAL / MULTIFAMILY),38576
38583,-80.2391208,25.73020254,38580,0.0,BD19000873,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,2850 TIGERTAIL AV,,141211990040,YES,False,2020/08/11 10:44:00+00,25.73020254,-80.2391208,T6-8-O,0.0,BD19000873008E001,2019-12-10 12:21:00+00:00,2019/12/02 12:33:00+00,BD19000873008,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/03/03 13:07:00+00,45000.0,244 Day(s) 22 Hour(s) 23 Minute(s) ,244.0,0.0,ELECTRICAL FOR FIRE ALARM,38584
38584,-80.2391208,25.73020254,38581,0.0,BD19000873,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,2850 TIGERTAIL AV,,141211990040,YES,False,2020/02/14 09:40:00+00,25.73020254,-80.2391208,T6-8-O,0.0,BD19000873008F001,2019-12-10 12:21:00+00:00,2019/12/02 12:33:00+00,BD19000873008,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/05/10 17:36:00+00,45000.0,65 Day(s) 21 Hour(s) 19 Minute(s) ,65.0,0.0,NEW FIRE ALARM SYSTEM,38585
38585,-80.2391208,25.73020254,38582,0.0,BD19000873,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,2850 TIGERTAIL AV,,141211990040,YES,False,2020/08/11 10:46:00+00,25.73020254,-80.2391208,T6-8-O,0.0,BD19000873010E001,2020-02-03 16:03:00+00:00,2019/12/11 14:17:00+00,BD19000873010,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/03/02 12:13:00+00,25000.0,189 Day(s) 18 Hour(s) 43 Minute(s) ,189.0,0.0,ELECTRICAL FOR FIRE ALARM,38586
38586,-80.2391208,25.73020254,38583,0.0,BD19000873,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,2850 TIGERTAIL AV,,141211990040,YES,False,2020/05/06 13:08:00+00,25.73020254,-80.2391208,T6-8-O,,BD19000873010F001,2020-02-03 16:03:00+00:00,2019/12/11 14:17:00+00,BD19000873010,Commercial,,0.0,CO,NEW CONSTRUCTION,2021/05/10 17:26:00+00,1.0,92 Day(s) 21 Hour(s) 5 Minute(s) ,92.0,0.0,NEW FIRE ALARM SYSTEM,38587
38603,-80.2391208,25.73020254,38600,0.0,BD19000873,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,2850 TIGERTAIL AV,,141211990040,YES,False,2020/08/26 08:13:00+00,25.73020254,-80.2391208,T6-8-O,0.0,BD19000873025E001,2020-08-21 15:59:00+00:00,2020/08/19 11:37:00+00,BD19000873025,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/02/01 08:27:00+00,500.0,4 Day(s) 16 Hour(s) 14 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,38604
38807,-80.2391208,25.73020254,38607,0.0,BD19000873,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,2850 TIGERTAIL AV,,141211990040,YES,False,2021/06/02 12:44:00+00,25.73020254,-80.2391208,T6-8-O,0.0,BD19000873035E001,2021-02-09 11:48:00+00:00,2021/02/05 13:42:00+00,BD19000873035,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/06/07 13:37:00+00,13197.0,113 Day(s) 0 Hour(s) 56 Minute(s) ,113.0,0.0,GENERATOR (COMMERCIAL / MULTIFAMILY),38808
42108,-80.1890860187401,25.7789466487989,42602,951573.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/04 08:30:00+00,25.7789466487989,-80.1890860187401,T6-80-O,0.0,BD19004434001E001,2019-03-20 07:38:00+00:00,2019/03/12 12:07:00+00,BD19004434001,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/11/21 14:42:00+00,6650000.0,929 Day(s) 0 Hour(s) 52 Minute(s) ,929.0,951573.0,A/C  CENTRAL|CLOTHES WASHERS|EXHAUST / BATHROOM FAN|FIXTURE HEADS|LIGHT SOCKET|NEW METER|ROUGH WIRING OUTLETS|PHOTOELECTRIC SWITCH|RANGE|REFRIGERATORS DOMESTIC|NEW SERVICE|SUB-FEEDS|SERVICE &gt;600 AMPS AND 240V|TIME CLOCK|WATER HEATER / BOILER|TRANSFORMER|ELECTRICAL FOR FIRE ALARM|LIGHT POLES|COMBINATION POOL AND SPA|EMPTY CONDUIT INSTALLATION|TEMPORARY FOR CONSTRUCTION &lt;600 AMPS &amp; 240V|TEMPORARY FOR CONSTRUCTION &gt;600 AMPS &amp; 240V,42109
42121,-80.1890860187401,25.7789466487989,42612,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/09/24 12:28:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434007E001,2021-08-19 15:37:00+00:00,2021/08/17 11:38:00+00,BD19004434007,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/11/14 09:42:00+00,5000.0,35 Day(s) 20 Hour(s) 51 Minute(s) ,35.0,0.0,INTERNAL COMBUSTION ENGINE (ELECT),42122
42126,-80.1890860187401,25.7789466487989,42617,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2022/01/20 15:50:00+00,25.7789466487989,-80.1890860187401,T6-80-O,0.0,BD19004434013E001,2021-10-08 11:52:00+00:00,2021/08/19 10:46:00+00,BD19004434013,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/06/09 15:17:00+00,7800.0,104 Day(s) 3 Hour(s) 58 Minute(s) ,104.0,0.0,ROUGH WIRING OUTLETS,42127
42131,-80.1890860187401,25.7789466487989,42622,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/12/10 21:47:00+00,25.7789466487989,-80.1890860187401,T6-80-O,0.0,BD19004434015E001,2021-09-13 09:53:00+00:00,2021/09/07 10:42:00+00,BD19004434015,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/06/15 15:19:00+00,2500.0,88 Day(s) 11 Hour(s) 54 Minute(s) ,88.0,0.0,POOL OR SPA (SINGLE UNIT),42132
42134,-80.1890860187401,25.7789466487989,42625,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/11/09 14:24:00+00,25.7789466487989,-80.1890860187401,T6-80-O,0.0,BD19004434016E001,2021-09-10 16:07:00+00:00,2021/09/07 10:59:00+00,BD19004434016,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/06/15 15:21:00+00,21600.0,59 Day(s) 22 Hour(s) 17 Minute(s) ,59.0,0.0,POOL OR SPA (SINGLE UNIT),42135
42138,-80.1890860187401,25.7789466487989,42629,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/11/02 16:06:00+00,25.7789466487989,-80.1890860187401,T6-80-O,0.0,BD19004434019E001,2021-10-25 18:33:00+00:00,2021/10/13 08:27:00+00,BD19004434019,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/01/07 10:00:00+00,500.0,7 Day(s) 21 Hour(s) 33 Minute(s) ,7.0,0.0,TEMPORARY FOR TESTING,42139
42139,-80.1890860187401,25.7789466487989,42630,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/11/02 09:30:00+00,25.7789466487989,-80.1890860187401,T6-80-O,0.0,BD19004434020E001,2021-10-25 18:35:00+00:00,2021/10/13 08:31:00+00,BD19004434020,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/01/07 10:01:00+00,500.0,7 Day(s) 14 Hour(s) 55 Minute(s) ,7.0,0.0,TEMPORARY FOR TESTING,42140
42140,-80.1890860187401,25.7789466487989,42631,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:13:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434021E001,2021-10-25 15:19:00+00:00,2021/10/13 08:34:00+00,BD19004434021,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/01/07 10:01:00+00,100.0,3 Day(s) 22 Hour(s) 54 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42141
42141,-80.1890860187401,25.7789466487989,42632,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/11/03 15:59:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434022E001,2021-10-25 15:23:00+00:00,2021/10/13 08:35:00+00,BD19004434022,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/01/07 10:01:00+00,100.0,9 Day(s) 0 Hour(s) 36 Minute(s) ,9.0,0.0,TEMPORARY FOR TESTING,42142
42142,-80.1890860187401,25.7789466487989,42633,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434023E001,2021-10-25 15:27:00+00:00,2021/10/13 08:37:00+00,BD19004434023,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/01/10 09:48:00+00,100.0,3 Day(s) 22 Hour(s) 52 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42143
42143,-80.1890860187401,25.7789466487989,42634,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434024E001,2021-10-25 15:31:00+00:00,2021/10/13 08:39:00+00,BD19004434024,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/03/15 14:41:00+00,100.0,3 Day(s) 22 Hour(s) 48 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42144
42144,-80.1890860187401,25.7789466487989,42635,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434025E001,2021-10-25 15:34:00+00:00,2021/10/13 08:41:00+00,BD19004434025,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/03/15 14:47:00+00,100.0,3 Day(s) 22 Hour(s) 45 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42145
42145,-80.1890860187401,25.7789466487989,42636,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434026E001,2021-10-25 15:37:00+00:00,2021/10/13 08:44:00+00,BD19004434026,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/06 13:21:00+00,100.0,3 Day(s) 22 Hour(s) 42 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42146
42146,-80.1890860187401,25.7789466487989,42637,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434027E001,2021-10-25 15:55:00+00:00,2021/10/13 08:45:00+00,BD19004434027,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/06 13:22:00+00,100.0,3 Day(s) 22 Hour(s) 24 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42147
42147,-80.1890860187401,25.7789466487989,42638,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434028E001,2021-10-25 15:58:00+00:00,2021/10/13 08:47:00+00,BD19004434028,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/06 13:20:00+00,100.0,3 Day(s) 22 Hour(s) 21 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42148
42148,-80.1890860187401,25.7789466487989,42639,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434029E001,2021-10-25 16:06:00+00:00,2021/10/13 08:48:00+00,BD19004434029,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/06 13:24:00+00,100.0,3 Day(s) 22 Hour(s) 13 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42149
42149,-80.1890860187401,25.7789466487989,42640,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434030E001,2021-10-25 16:10:00+00:00,2021/10/13 08:49:00+00,BD19004434030,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/08 10:08:00+00,100.0,3 Day(s) 22 Hour(s) 9 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42150
42150,-80.1890860187401,25.7789466487989,42641,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434031E001,2021-10-25 16:14:00+00:00,2021/10/13 08:51:00+00,BD19004434031,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/08 10:05:00+00,100.0,3 Day(s) 22 Hour(s) 5 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42151
42151,-80.1890860187401,25.7789466487989,42642,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434032E001,2021-10-25 16:17:00+00:00,2021/10/13 08:52:00+00,BD19004434032,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/20 14:41:00+00,100.0,3 Day(s) 22 Hour(s) 2 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42152
42152,-80.1890860187401,25.7789466487989,42643,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434033E001,2021-10-25 16:22:00+00:00,2021/10/13 08:54:00+00,BD19004434033,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/20 14:39:00+00,100.0,3 Day(s) 21 Hour(s) 57 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42153
42153,-80.1890860187401,25.7789466487989,42644,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434034E001,2021-10-25 16:23:00+00:00,2021/10/13 08:56:00+00,BD19004434034,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/22 14:15:00+00,100.0,3 Day(s) 21 Hour(s) 56 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42154
42154,-80.1890860187401,25.7789466487989,42645,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2021/10/29 14:19:00+00,25.7789466487989,-80.1890860187401,T6-80-O,,BD19004434035E001,2021-10-25 16:24:00+00:00,2021/10/13 08:58:00+00,BD19004434035,Commercial,,0.0,CO,NEW CONSTRUCTION,2022/04/22 14:18:00+00,100.0,3 Day(s) 21 Hour(s) 55 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,42155
42156,-80.1890860187401,25.7789466487989,42647,0.0,BD19004434,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,398 NE 5 ST,,101080001010,YES,True,2022/03/01 08:15:00+00,25.7789466487989,-80.1890860187401,T6-80-O,0.0,BD19004434038E001,2022-02-01 14:42:00+00:00,2021/10/28 10:28:00+00,BD19004434038,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2022/07/01 11:53:00+00,35000.0,27 Day(s) 17 Hour(s) 33 Minute(s) ,27.0,0.0,ELECTRICAL BDA / COMMUNICATIONS (ONLY SUB OF FIRE MASTER),42157
43969,-80.2190820189985,25.7854135506565,43493,0.0,BD19005217,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,1400 NW NORTH RIVER DR,,131350880010,YES,True,2020/06/11 09:17:00+00,25.7854135506565,-80.2190820189985,T6-24A-O,0.0,BD19005217005E001,2020-02-19 12:27:00+00:00,2020/02/11 09:28:00+00,BD19005217005,Commercial,0.0,0.0,CC,REMODELING/REPAIRS,2021/12/17 07:16:00+00,15000.0,112 Day(s) 20 Hour(s) 50 Minute(s) ,112.0,0.0,ELECTRICAL FOR FIRE ALARM,43970
43975,-80.2190820189985,25.7854135506565,43494,0.0,BD19005217,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,1400 NW NORTH RIVER DR,,131350880010,YES,True,2020/06/08 16:47:00+00,25.7854135506565,-80.2190820189985,T6-24A-O,,BD19005217005F001,2020-02-19 12:27:00+00:00,2020/02/11 09:28:00+00,BD19005217005,Commercial,,0.0,CC,REMODELING/REPAIRS,2021/12/17 07:16:00+00,15000.0,110 Day(s) 4 Hour(s) 20 Minute(s) ,110.0,0.0,NEW FIRE ALARM SYSTEM,43976
45121,-80.1912062134952,25.7809093619756,45305,0.0,BD19006944,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,650 NE 2 AV,,131370360070,YES,True,2020/06/23 15:41:00+00,25.7809093619756,-80.1912062134952,T6-60A-O,,BD19006944016E001,2020-06-09 18:35:00+00:00,2020/06/03 09:14:00+00,BD19006944016,Commercial,,0.0,CO,NEW CONSTRUCTION,2021/10/25 08:09:00+00,50000.0,13 Day(s) 21 Hour(s) 6 Minute(s) ,13.0,0.0,LOW VOLTAGE CABLE RISER|LOW VOLTAGE DATA-COMM|LOW VOLTAGE TV &amp; RADIO DEVICES|LOW VOLTAGE SOUND / SPEAKER SYSTEM|LOW VOLTAGE SECURITY CAMERAS,45122
45123,-80.1912062134952,25.7809093619756,45307,0.0,BD19006944,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,650 NE 2 AV,,131370360070,YES,True,2020/09/11 12:06:00+00,25.7809093619756,-80.1912062134952,T6-60A-O,0.0,BD19006944018E001,2020-06-12 15:51:00+00:00,2020/06/04 16:54:00+00,BD19006944018,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/11/18 14:48:00+00,10000.0,90 Day(s) 20 Hour(s) 15 Minute(s) ,90.0,0.0,COMBINATION POOL AND SPA,45124
45126,-80.1912062134952,25.7809093619756,45310,0.0,BD19006944,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,650 NE 2 AV,,131370360070,YES,True,2020/10/26 14:02:00+00,25.7809093619756,-80.1912062134952,T6-60A-O,0.0,BD19006944019E001,2020-06-15 17:05:00+00:00,2020/06/05 11:54:00+00,BD19006944019,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2021/11/17 07:41:00+00,90800.0,132 Day(s) 20 Hour(s) 57 Minute(s) ,132.0,0.0,COMBINATION POOL AND SPA,45127
45143,-80.1912062134952,25.7809093619756,45326,0.0,BD19006944,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,650 NE 2 AV,,131370360070,YES,True,2021/03/23 09:10:00+00,25.7809093619756,-80.1912062134952,T6-60A-O,,BD19006944038E001,2021-03-16 16:06:00+00:00,2021/03/15 11:20:00+00,BD19006944038,Commercial,,0.0,CO,NEW CONSTRUCTION,2021/04/19 12:50:00+00,500.0,6 Day(s) 17 Hour(s) 4 Minute(s) ,6.0,0.0,TEMPORARY FOR TESTING,45144
45144,-80.1912062134952,25.7809093619756,45327,0.0,BD19006944,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,,,650 NE 2 AV,,131370360070,YES,True,2021/03/23 09:11:00+00,25.7809093619756,-80.1912062134952,T6-60A-O,,BD19006944039E001,2021-03-16 16:18:00+00:00,2021/03/15 15:52:00+00,BD19006944039,Commercial,,0.0,CO,NEW CONSTRUCTION,2021/04/22 14:47:00+00,500.0,6 Day(s) 16 Hour(s) 53 Minute(s) ,6.0,0.0,TEMPORARY FOR TESTING,45145
