CompanyName,TotalCost
Phoenix Aluminum Products LLC,444048.0
AK1 SERVICE INC,443575.0
DREAM OF FIELDS GROUP  INC,443275.0
HD SERVICE DIVISION  INC,443195.0
ARAZOZA BROTHERS CORPORATION,442167.0
ADVANCED COMMERCIAL INTERIORS INC,441263.0
UV FIRE PROTECTION SYSTEMS  INC ,441036.0
Green Team Plumbing LLC dba GREENTEAM SERVICE CORP,440600.0
MORENO CONSTRUCTION & MANAGEMENT COMPANY,440210.0
AMERICAN FIRE SPRINKLER SERVICES,440040.0
RFJ CONSTRUCTION SERVICES  LLC,439850.0
SIGNATURE CONSTRUCTION GROUP  INC,439663.0
JOHN ROGERS INC,439363.0
ARTELC CORP,439150.0
DAVID A. LANDY CONSTRUCTION COMPANY  INC.,439075.0
C.A.Z. CONSTRUCTION CORP ,438501.0
PROPERTY MASTERS ,438033.0
STATE PLUMBING INC,438000.0
ACOUSTIC ARCHITECTS INC ,437564.0
PINNACLE CONSTRUCTION INC,437413.0
Spazio Home Inc ,437238.0
ES & D Electric LLC,437000.0
CM Freeman Company Inc.,436750.0
YOUNGQUIST BROTHERS INC,436550.0
Bertolez Construction Company  LLC,435676.0
SHOCK ELECTRIC SERVICE LLC,435475.0
PMYY LEON CORPORATION INC ,435145.0
G & R Doors and Windows LLC,435069.0
MJ Group Enterprises,434525.0
AIR Q INC,434480.5
UNIVERSE MECHANICAL AND AIR CONDITIONING INC,434360.0
Klean Power Electric Inc,434175.0
ACE AIR CONDITIONING  INC.,433956.0
DNG CONSTRUCTION,433600.0
SHARP GENERAL CONTRACTORS  INC,433554.0
HAVANA AIR CONDITIONING INC,433525.0
Roofing by Royale INC,433230.0
RESISTANT WINDOWS AND DOORS INC,432867.0
INSIDE CONSTRUCTION GROUP INC.,432661.0
Strong Air Conditioning and Services Inc.,432200.0
EF Design & Construction Inc,431700.0
LIGHT SPEED ASSOCIATES LLC,431040.0
Clarke Electrical Contracting Inc,430827.0
Lynch Construction LLC,430500.0
INNOVATE CONSTRUCTION GROUP  CORP.,430358.0
Unekual  Inc.,429250.0
GALO AIR CONDITIONING INC,429105.0
Seaview Building Solutions,428987.0
S & C Construction Co.,428250.0
FRANCAR ELECTRICAL CORPORATION,427844.2
Dpaul Plumbing Inc.,427500.0
BISCAYNE RESTORATION INC,427035.0
OCEAN PLASTER & PAINT CORP,427000.0
NDB BUILDERS LLC ,427000.0
Reliable Concrete Corp DBA Reliable Construction Group,425448.0
National Glass & Construction Co.  ein# inactive,425330.0
South Florida Controls Inc,424588.0
MAXIMO ELECTRIC INC,424470.0
MANNYS PLUMBING SERVICE INC.,424250.0
OMEGA ROOFING INC,424210.0
HK Contractor Consulting Inc,424001.0
ONIX CONSTRUCTION GROUP  CORP,424000.0
IQ CAULKING & WATERPOOFING INC.,424000.0
Grand Line Group Inc.,423746.0
HURRICANE PLUMBING CONTRACTORS LLC ,422500.0
RIGHT WAY PLUMBING CO INC,422000.0
Johnson Controls Security Solutions LLC,421842.0
VILLA BUILDERS GROUP CORP.,421238.0
ECONETWORK CORP ,421200.0
M C G ELECTRONICS INC ,421070.0
PC DESIGN &  CONSULTING INC D/B/A PC CONSTRUCTION MANAGEMENT GROUP,421021.0
P.T.E. STRAND CO.  INC.,421000.0
EDGEWATER CONSTRUCTION GROUP INC.,420147.0
BEENE CONSTRUCTION LLC,419600.0
DEFT BUILD LLC,419233.92
LIVING AIR INC,419055.0
AirRef Co. ,418980.0
SPECIFIC ELECTRONIC ENVIRONMENTS  LLC ,418150.0
KM SERVICES AND QUALITY CORP,417881.0
G7 CONSTRUCTION SERVICES  INC. ,417500.0
A to Z  GC  LLC DBA Practicool Air LLC,417390.0
Alliance Retail Construction Inc,417000.0
AMEG SERVICES  INC. ,416500.0
L.A.X. CONTRACTORS INC.,416017.0
BIA HOMES INC ,415300.0
NOVUM STRUCTURES LLC,415000.0
Corrys Tile Creations LLC,414750.0
TURNPIKE ELECTRIC CORP,414250.0
ALPHA FOUNDATION SPECIALIST INC,413520.0
CDP CONSTRUCTION LLC,412885.0
VIRTUE CONSTRUCTION AND DESIGN LLC,412120.0
PROFESSIONAL ROOFING SOLUTIONS INC,411600.0
CS2 CONSTRUCTION GROUP  CORP.,410975.0
A.R. GLAZIER GLASS & ALUMINUM PRODUCTS CORP,410332.0
Seaway Plumbing Inc.,410000.0
M. A. CONSTRUCTION GROUP  LLC,409995.0
MEDICAL CONSULTANTS PLUS INC,409800.0
HIGH PERFORMANCE ELECTRIC CORPORATION,409037.0
Doral Construction Corporation,407300.0
MV ELECTRICAL SERVICES INC,407112.6
VPG Construction Management LLC,407039.0
MIGUEL LOPEZ JR INC,406961.0
PURSUIT BUILDERS LLC,406695.0
CAINDEMO LLC,406500.0
H & H INTERNATIONAL DEV GROUP INC,406250.0
Southern Fire Control Inc.,406108.0
GAMA CONSTRUCTION GROUP INC,405838.0
Reece Builders East Coast Division ,404436.0
Unlimited Electrical Tech Inc.,404391.0
Qypsys LLC,403656.0
PREMIER GARAGE OF MIAMI FT LAUDERDALE LLC,401379.0
General Impact Glass & Windows Corp,401340.0
PRIETO DEVELOPMENT INC,400000.0
WEAVER & WEAVER GENERAL CONTRACTORS  INC.,400000.0
RPA Impact Products Inc,400000.0
ACS BUILDS LLC,400000.0
Valiant Products Inc,399849.0
EMPIRE FIRE SAFETY LLC ,399700.0
COMMERCIAL CONTRACTORS INC,399550.0
TCS Group Inc.,399332.0
MRSE LLC dba ROTH SOUTHEAST,398474.8
BOSK CONTRACTING LLC,398338.0
DOZIER & DOZIER CONSTRUCTION INC,398260.0
Distinctive Homes,397170.0
Harmath Inc,397000.0
RENCO DEVELOPMENT INC,396000.0
CANES CONTRACTORS INC,396000.0
JBC ELECTRIC CORP.,395700.0
CASA Q Inc.,394751.0
CH GLOBAL CONSTRUCTION  LLC,394282.0
HYB CONSTRUCTION LLC,393751.0
NEWMAN BROTHERS CONSTRUCTION AND DEVELOPMENT  INC,393468.0
Erick Construction Inc,392560.0
IVR ELECTRIC CORP,392525.0
Window man of South Florida  BTP LLC,392355.0
Deaco Builders LLC,392326.0
DS Jordan Construction Inc.,391788.0
U R C Construction Corp,391490.0
Smart Contractors LLC,391101.0
Hystrength Construction Co.,390640.95
DNA AIR CONDITIONING LLC ,390447.0
All Dade Plumbing Inc.,390360.0
CLIMATE PROS LLC,390090.0
DIXIE PLUMBING SERVICE  INC. ,390000.0
SNAPP INDUSTRIES INC,389668.0
TOTAL POWER ELECTRIC INC,389552.6
JC Plumbing Services Inc.,389400.0
INTEGRATED FIRE & SECURITY SOLUTIONS,389010.0
CONSTRUCTION DNA CORP,388550.0
IVY Development Corporation,387500.0
Dharma Construction Group Inc.,387500.0
RENES EQUIPMENT RENTAL MASTER PAVING ENGINEERING LLC,387250.0
ALL PRO CONTRACTING GROUP INC DBA APC ENGINEERING ENTERPRISES INCORPORATED,387164.0
New Alliance Construction LLC,386251.0
MORACA BUILDERS INCORPORATED ,385750.0
AP BUILDERS OF SOUTH FLORIDA  LLC ,385288.0
SUNSHINE HOME RENOVATION CORP.,385230.0
SYNERGY GENERAL CONTRACTING LLC ,385183.0
Best Home Protection Windows And Doors Inc,385155.0
Kool Flow Inc.,385000.0
CP DESIGN BUILD SERVICES LLC,385000.0
Arquigroup Construction & Development ,384500.0
GLOBAL DESIGN & CONSTRUCTION  INC,384500.0
West Fourth Construction Group Inc,384376.0
CAVOSSA MANAGEMENT INC,384238.0
ALL RD CONSTRUCTION  INC,383800.0
DECONEX INC,383450.0
AMERICAN ROOFING SOLUTION dba CONSTRUCTION ON DEMAND,383252.0
South Florida Caulking INC.,382130.0
ICON GROUP ENGINEERS LLC ,381774.0
POOLS BY GERMAN  INC.,381500.0
United Communication Services  LLC,380320.0
DODEC INC,380000.0
ACRE ENGINEERING AND CONSTRUCTION INC,380000.0
GRACE ROOFING & SHEET METAL ENTERPRISES LLC,380000.0
Gryphon Construction Services LLC,379424.0
ARTE KITCHEN & BATH DBA/P. SIMONS ENTERPRISES  INC.,379253.2
NAROCA CONSTRUCTION CO I,379250.0
CITY FIRE INC,379155.0
FL GREEN DEVELOPMENT LLC,378926.0
Roque Electric General Service Corp,378500.0
Nimble Construction LLC,378000.0
L.E.B.S. Electric  INC.,377900.0
Visual Acoustics LLC,377834.0
SOUTH FLORIDA CONSTRUCTION GROUP  INC,377300.0
NAVA BROTHERS INVESTMENTS LLC,376251.0
OTC&D INC,376250.0
OPTIMUM HVACR INC,375595.0
Electric Link LLC,374740.0
Urban Renaissance,374000.0
SOUTHBAY BUILDERS CONTRACTOR ,373750.0
Carvajal A/C Mechanical  Corp,373685.0
EXCEL GENERAL CONSTRUCTION INC,373251.0
Arnold J. Electric  Inc.,372600.0
CARLOS SUAREZBURGOS INC.,372575.0
Instant Power Electrical Contractor Inc.,372300.0
ICON CONSTRUCTORS  INC,372226.0
EXCELL CAULKING AND WATERPROOFING INC ,371800.0
TRUST ELECTRIC CORP,371500.2
Amaro landscape Associates Inc.,371025.0
MARCELA MONTOYA REMODELING  INC.,370526.0
GATOR POOLS & SPA CONSTRUCTION INC,370500.0
BLUE LIGHTING ELECTRICAL SERVICES INC,370261.0
ONATE  INC,370000.0
GPE Engineering & General Contractor Corp.,370000.0
UTILITY MASTERS INC,369990.0
Dooley and Mack Constructors of Georgia Inc,369000.0
Harpers Air Inc,368525.0
Kinetik Industrial Group LLC,368250.0
LifeSafety Management  Inc.,367736.0
PHIL PHILIPS CONSTRUCTION INC,367663.0
DLM CONSTRUCTION INC,367556.0
Entek Construction LLC.,367000.0
JAZZ PLUMBING INC,367000.0
Hurricane Home Protection Inc.,366202.0
Solarium Energy,366100.0
VGL CONSTRUCTION & ENGINEERING INC,365972.0
Lego Construction Co,365744.38
TROPICAL GLASS & CONSTRUCTION CO,365515.0
AMERIGLASS ENGINEERING INC,365334.0
SUNTECH ELECTRIC INC,365055.0
STEVE ROTHENBERG PLUMBING CORP,365000.0
RAILCO INC,364880.0
CERTIFIED ROOFING SPECIALISTS  INC.,364308.0
BAIRES CONSTRUCTION CORP,363500.0
Thunder Construction Corp,363259.0
SHAPEL GENERAL CONTRACTING  INC.,362922.0
SUPERIOR STORM SOLUTIONS  INC,362143.0
Magic Air AC Corp,361120.0
DESIGN BUILDING SOLUTIONS & INNOVATIONS  INC.,361100.0
CONTRACTING SPECIALIST  INC. SOUTH EAST,361000.0
Advanced Systems Inc,360895.0
TECTUM DEVELOP  LLC,360650.0
KINGS PLUMBING SERVICE INC.,360600.0
DEDICATED SECURITY & SOUND LLC,360560.0
NASHBUILT INC,360000.0
Delta Temp Air Conditioning LLC,359775.0
C GATE ENTERPRISE GROUP INC,359663.0
ALMUKHTAR DEVELOPERS INC,359516.0
BAFCO ENGINEERING AND CONSTRUCTION LLC,359001.0
ART PLUMBING CONTRACTOR CORP,359000.0
A K Constructions & Designs Inc.,358750.0
PATRIOT FIRE INC,358299.0
CYBAL INC DBA THE COMPANY REAL ESTATE,356550.0
C HORNE CONSTRUCTION COMPANY INC.,356476.0
LUXAPAVERS LLC DBA THE PATIO DISTRICT,356345.0
FLORIDA MECHANICAL A/C SERVICES  L.L.C.,356000.0
Clearview Impact Systems,355517.0
Universal Plumbing Corp,355425.0
SUNCOAST PLUMBING CONTRACTOR  LLC,355350.0
B & B DOOR CO,354538.0
CONSTRUCTION UNLIMITED GROUP  INC.,354108.0
Carsan Electric Corp,353895.0
HBR CONSTRUCTION LLC,353800.0
Florida Metro Construction Company Inc,352500.0
JP Electric Services Corp,352373.4
ANDREW PALMER ROOFING INC,352100.0
IMPROVEMENT VALUE GROUP CORP,352000.0
2 BROS PLUMBING LLC,351500.0
W D M ELECTRIC INC,351300.0
REGENCY COMMUNICATIONS INC,351173.0
P&B ELECTRICAL CORP,351037.0
ESTRADA HOME MAINTENANCE  INCdba/ Estrada Roofing,350990.0
SKY POOL CONSULTANT INC,350500.0
West Palm Impact Systems  LLC,350000.0
INTERNATIONAL PLUMBING INC,350000.0
RWE MANAGEMENT COMPANY DBA RWE DESIGN BUILD,350000.0
TOP QUALITY ASPHALT  CONCRETE Y PAVERS LLC,350000.0
RINATO CONSTRUCTION LLC,350000.0
MOJO Plumbing & Septic Services LLC,349830.0
+BELLA CONSTRUCTION GROUP INC,349300.0
JAR Construction,349288.0
Migenes Air Inc,349045.0
SPEEDY FIRE PROTECTION  INC.,348600.0
Infrastructure Solutions Company LLC/dba  INFRASOL,348256.0
UNITED ELECTRIC CONTRACTORS INC,347800.0
ADVANCED CONSTRUCTION & ENGINEERING INC,347500.0
YFM GROUP LLC,347500.0
East Coast Construction Corp.,347307.0
SOUTHEASTERN CONSTRUCTION GROUP INC,346677.0
H & R CONSTRUCTION GROUP  INC.,346250.0
CAZACA CONSTRUCTION INC,346158.0
LANIER PLANS INC DBA KORKAT,345966.0
W.W. Gay Fire Protection Inc,345904.4
GHG CONSTRUCTION SERVICES LLC,345626.0
DMC Electrical LLC,345400.0
Pooltech of Miami Inc,345000.0
M&N Construction LLC,344814.0
Full Service Corp.,344560.0
MASTER PLUMBING GROUP INC,344500.0
R.E. CRAWFORD CONSTRUCTION LLC,343688.0
Avatar Construction Services DBA DAML  LLC,343657.0
DIMANY CONTRACTOR & FLOORING  INC.,343250.0
REZONATE INDUSTRIES INC,343005.0
ROA CONTRACTORS CORP,342835.96
COMPUTER SOLUTIONS OF MIDDLE GEORGIA  INC,342638.0
ELICUET CONSTRUCTION CORP,342595.0
Fire Alarm Systems and Security Inc,342400.0
United Fire Communication,341730.0
Copasetic Mechanical LLC ,341175.0
 Tycoon Flow Control Corp,341000.0
Dimond Development Inc,341000.0
Scheer Construction Group LLC,340358.0
G 3 Electric Corp,339710.0
ALFAHOMES INVESTMENTS INC,339500.0
JJ ELECTRIC OF DORAL LLC ,339496.0
TRINITY AIR CONDITIONING COMPANY LLC,339260.0
DMR BUILDERS INC,338502.0
Flowtech Pool Piping Corp.,338300.0
Gulfstream Construction Group LLc,338102.0
4 Best Business Corp.,337812.0
PROTECH INTERNATIONAL SECURITY SYSTEMS  INC.,337796.0
Sammet Pools  Inc. ,337638.0
ARROW ASPHALT & ENGINEERING INC,337621.0
 CONTROLS SYSTEMS CONTRACTING  INC.,337600.0
IR Electric Services Inc,337300.0
904 Investments  LLC,337198.0
Island Construction Group Inc.,336677.0
Moody Electric Inc.,336300.0
M & Z COMPLETE CONSTRUCTION  INC. ,335907.0
SUN WINDOWS & DOORS LLC,335594.0
CUSTOM TOWER LLC,335450.0
Design Management Contractors INC,335220.0
Cendoya Construction,335065.0
KBRFL LLC,335000.0
AWNING WORKS  INC,334666.0
ML STAGING AND CONSTRUCTION LLC,333950.0
CAP PROPERTIES LLC bda THE CAP GROUP,333750.0
A1 florida Roofing LLC DBA A1 ROOFING & RESTORATIONS LLC,333700.0
AKG ELECTRICIAN INC,332314.0
ALL FLORIDA CONSTRUCTION COMPANY,332150.0
MEPIN DESIGN ENTERPRISES  CORP.,331750.0
Best Garage Doors Inc.,331511.0
PROTECTIVE SHUTTERS MANUFACTURING COMPANY  LLC ,331130.0
ARQUIDEK 3 LLC,330872.0
SLAZAR CONSTRUCTION INC,330844.0
JM Arce Service Inc,330775.0
GEO GENERAL CONTRACTOR INC. ,330295.0
MODEL PLUMBING CONTRACTOR CORP,330225.0
Top Seal Services Corp,330000.0
KLIMA MECHANICAL CONTRACTORS,329700.0
M & D Electrical Service Inc,329603.0
AACON CONTRACTING LLC,329484.0
Solidum Builders LLC,329250.0
West Kendall Electric Inc,328850.0
E.V.G. CONSTRUCTION MGMT INC,328198.0
A B & K PLUMBING CORP,328027.0
VOLT ELECTRIC CORP,327840.0
EU Electrical Contractor LLC,327465.6
FOREVER POOLS & SPA INC.,327150.0
COASTAL INNOVATIONS,326864.0
ALMORE LLC,326031.0
Chars Construction Group Corp,325966.0
MERRICK CONSTRUCTION GROUP,325760.28
MONTALVO BUILDERS LLC,325738.0
All Air Conditioned Ducts Inc,325720.0
RSJ Flooring LLC dba RSJ Development Group,325700.0
Caballeiro Corp/ DBA GMP CONTRACTORS,325350.0
UHC CONSTRUCTION SERVICES,325317.0
NORTHERN STAR MANAGEMENT OF AMERICA LLC,325000.0
FLEITES CONSTRUCTION GROUP INC,324920.0
Horizon Fire Sprinklers,324850.0
INTEGRAL CONSTRUCTION CORP.,324750.0
IGE CONSTRUCTION INC,324531.0
PKI Specialty Refrigeration LLC,324022.0
F3 STUDIO INC,324000.0
ABOVE & BEYOND DATACOM INC.,323546.0
PHG BUILDERS  LLC,323275.0
MAC CONSTRUCTION LLC,322800.0
Attaway Electric Inc.,322250.0
FLORIDA LATIN PLUMBING CORP,322200.0
MONACO CONSTRUCTION GROUP INC,321950.0
PLUMB PARTNERS  LLC,321719.0
CAPITOL BUILDERS LLC,321600.0
Ultra Structures Inc. ,321388.0
Mega Awning Inc.,320988.0
Spectrum Renovations LLC,320725.0
THE BF GROUP LLC,320000.0
CONSTRUCTA GROUP PROPERTY SERVICES INC.,319501.0
FREEMAN MAGIC LLC,319500.0
Albuernes Electric Inc.,319094.0
ACME BUILDING CONTRACTORS CORP,318875.0
REFRI AIR SOLUTIONS CORP,318500.0
AMCON GROUP INC,318401.0
Home Interior Services & Investments Inc.,318334.0
AMAYA ROOFING CORP.,318301.0
ODISSEY ENTERPRISES INC.,318200.0
Azulia Plumbing Services LLC,318100.0
ARK DEVELOPMENT GROUP INC,317535.0
JOMED CONSTRUCTION CORP,317000.0
Miami Power Electric & Lighting  LLC,316800.0
Paletz Roofing and Inspections Inc.,316588.0
LINEAIRE CONSTRUCTION LLC,316300.0
CONWELL & ASSOCIATES CONSULTING COMPANY,316095.0
CABRERA AIR CONDITIONING INC,316000.0
DIAMOND CONTRACTORS INC,315500.0
Casa Linda Contractors and Master Plumbing Inc ,315390.0
EPS QUALITY PLUMBING  CORP,315000.0
ELECTRICCITY  CONTRACTOR INC,314805.2
PELEGRINO ELECTRICAL CORP,314792.8
FLOODBARRIER  INC ,314399.0
CANCIO GROUP LLC,314200.0
Citywide Plumbing Inc,314025.0
BG CONSTRUCTION AND DEVELOPMENT LLC,313001.0
EXTREME CONSTRUCTION GROUP INC.,312400.0
ALDAN PLUMBING INC.,312300.0
FLORIDA DEVELOPMENT AND CONSTRUCTION CORPORATION,311938.0
HABER & SONS PLUMBING INC,311162.0
SAFETY WEB  INC. ,311143.98
PREMIER CONSTRUCTION CONTRACTORS LLC ,311000.0
JUAN CARLOS GARRIDO INC,311000.0
Accurate Design Irrigation Services LLC.,310875.0
ALPHA FIRE SPRINKLER CORP,310785.0
TINEZ CONSTRUCTION INC.,310451.0
AJF Roofing Inc,310400.0
S F Design  Construction  & Investment Group INC.,310000.0
Structure Works Inc,309839.0
CEC Construction Corp,309701.0
MUNWAY TECHNOLOGY INC,309555.0
DG BUILDING CO,309139.0
South Florida Plumbing & Septic Inc,308900.0
Empower Electric Pro Inc. ,308628.0
Reliable Pool Contractors  INC.,308000.0
AA FIRE EQUIPMENT CO. INC,307300.0
All Air Conditioning Mechanical LLC,307050.0
A Custom Electric Solution Inc.,306818.0
GROVE 132  LLC ,306673.0
MPBX  LLC,306654.0
CMR Construction LLC,306506.0
GENESIS DEVELOPMENT GROUP LLC,306450.0
THE WINDOW GUYS OF FLORIDA  INC. ,306440.0
TI/CON BUILDING SYSTEM LLC,306427.0
DREAMLINE CONTRACTORS INC.,306144.0
MUTCHNIK CONSTRUCTION GROUP  INC,306000.0
JAMES J. BROOKS  INC. ,306000.0
E & S ELECTRICAL SOLUTIONS ,305975.0
RICK SHIPMAN CONSTRUCTION  INC,305813.0
TCS EMPIRE INC,305775.0
M Romeros Roofing & Inspections Inc,305600.0
AAV GContractors Inc,305596.0
Toche Inc,305500.0
WISDOM ELECTRIC  INC. ,305180.0
AARON BUILDERS LLC,305000.0
BLUESITE CONSTRUCTION INC,304913.0
Dolche Inc,304500.0
REBUILD CONSTRUCTION INC,304226.0
BARONE CONSTRUCTION INC.,304113.0
Golden Construction Enterprise Corp.,303975.0
H DESIGN GROUP LLC,303972.0
DAYCA ENTERPRISES INC. ,303835.0
CV,303661.0
Greenstone Construction LLC,303000.0
SCALE BUILD LLC,302838.0
Oncall Electrical Contractors Inc.,302650.0
ADCON ADVANCED CONSTRUCTION LLC ,302500.0
CAPRICCIO INVESTMENT CORP,302481.0
Fuse Electric Inc,302050.0
FORM & FUNCTION INC,302015.0
TICK TOCK PLUMBING LLC ,301900.0
BUILDING PERFECTION INC.,301750.0
JD ELECTRICAL OF MIAMI CORP,301750.0
4418 GC LLC,301500.0
PRO SOUND  INC. ,301489.0
WESTDADE Airconditioning INC.,301250.0
DATAWATCH SYSTEMS INC,300530.0
RIGHT NOW AIR SOLUTIONS LLC,300500.0
Contec South Florida LLC,300239.0
Security Vault Works Inc.,300086.0
Lee Squared  Inc.,300000.0
Embree Construction Group Inc,300000.0
ROBERT ENGLER CONSTRUCTION COMPANY INC DBA CRYSTAL WATERSCAPES,300000.0
MUNICODE SOLUTIONS LLC,300000.0
MAST GENERAL CONSTRUCTION LLC,299354.0
J & I ELECTRIC SERVICE CORP.,298722.0
L. Espinosa Inc DBA Aquatic Environment,298500.0
THE DIMA GROUP ELECTRIC AUTOMATION & DESIGN,298180.0
JEA SERVICES REPAIR INC,298000.0
SEM POWER LLC/SOLAR ENERGY MANAGEMENT,298000.0
Z & N CONSTRUCTION CORPORATION,297625.0
MB AIR SYSTEM CORP,297500.0
ANROW CONSTRUCTION COMPANY,296685.0
American Pipeline Construction LLC,296495.0
Crown Roofing & Waterproofing LLC,296343.0
CBC 5 LLC dba Complete Building Compliance 5,295685.0
Ciman Construction LLC,295500.0
 Alanis Air Conditioning & Heating Inc.,294650.0
BAY PLUMBING COMPANY,294600.0
RC CONSTRUCTION SERVICES INC.,294500.0
SHAGO ELECTRIC INC,294450.0
C.L. ELIAS CONSTRUCTION  INC,294375.0
ecora corp,294351.0
American Roofing & Rain Gutters,294300.0
AC ELECTRICAL  INC.,294060.0
GILVAN DEVELOPMENT & INVESTMENT CORP. ,294050.0
GALLANT CONTRUCTION COMPANY INC,294000.0
ESPIRITU SANTO DEVELOPMENT & CONSTRUCTION GROUP INC,293600.0
MCX CONSTRUCTION INC,293499.0
KMR CONSTRUCTION MANAGEMENT INC,293375.0
QUICK PLUMBING REPAIRS INC,292800.0
Meiss Construction LLC /dba MEISS FAMILY INVESTMENTS LLC,292688.0
Johnnie C cope Jr. Inc,292345.0
BLUE DOLPHIN CONSTRUCTION  LLC,292000.0
ALL KNIGHT PLUMBING,291858.0
AAB FIRE AND ELECTRICAL CORP,291700.0
SS CONSTRUCTION MIAMI,291653.0
BOSCO ELECTRIC  INC. ,291600.0
PINOS WINDOW CORP,291453.0
GODLY ELECTRICAL SERVICES INC,291420.6
AVA ELECTRICAL CONTRACTORS INC,291020.0
Norwood Electrical Solutions  LLC,290987.6
ATLANTIC AIR CONDITIONING & REFRIGERATION,290495.0
CRESS  LLC,290372.6
Unlimited Fire and Electrical Inc,290300.0
Emuna Construction LLC,290238.0
.CABRERAS PLUMBING CORP,290100.0
ELECTRIC PRO SOLUTIONS LLC,289800.0
OROZ CONTRACTOR CORP,289763.0
CASTOR CONSTRUCTION GROUP LLC,289735.0
NATIONAL BUILDERS GROUP  CORP.,289175.0
TRIUMPH AC & REFRIGERATION CORP.,289020.0
RB AIR CONDITIONED INC,288985.0
Ambucon  INC.,288598.0
AIR CONDITIONING PROTECH CORP.,288575.0
TECH CONSTRUCTION GROUP INC,288182.0
IMAGES & CONCEPTS DEVELOPMENT INC,287880.0
ATEM CONSTRUCTION INC,287652.0
ELEKTRICAL ADVANTAGE INC ,287625.0
ECO STONE GROUP  INC.,287500.0
Venetian Builders Inc,287463.0
ARKING SOLUTIONS INC,287438.0
Blue Construction Group LLC,287375.0
GSD CONTRACTING LLC,287238.0
I & I COOLING SYSTEMS  CORP. ,287150.0
RC PLUMBING CONTRACTOR LLC,287100.0
General Construction & Engineering Services Inc,286965.0
W.S. SCONYERS LLC,286661.0
Core Windows Systems Corp,286432.0
Caribe Construction Inc,286389.0
Real Estate Engineering  LLC   DBA G. BATISTA & ASSOCIATES,286300.0
APT CONSTRUCTION SERVICES,286024.76
COLDSPOT A/C  INC.,286000.0
CITY FIRE PROTECTION  INC.,285950.0
Urban Construction,285325.0
MASTER BATH OF FLORIDA,285249.0
OMEGA ELECTRIC CORP. ,285050.0
Artek Construction Management Corp  ,284826.0
AMERICAN BEST POWER INC,284720.0
ANGELS PLUMBING SOLUTIONS LLC.,284350.0
ELECTRIC DESIGN & LIGHTING INC,284200.0
MACAYA CONSTRUCTION GROUP LLC,284185.0
ATLANTIC AWNINGS & METAL WORKS INC.,284000.0
FIRST QUALITY ELECTRIC CORP.,283800.0
MIGUEL KRISTALY LLC,283575.0
PLUMBING DIAGNOSTICS CORP,283500.0
MDR FIRE  LLC,283450.0
EMPORIUM CONSTRUCTION CORPORATION,283325.0
ARMANDO GONZALEZ REMODELING INC,283313.0
STINGRAY GLOBAL LLC,283250.0
EXPERT SERVICE TECHNOLOGY /dba EXPERT SERVICE PLUMBING,283000.0
Same & Q Electric Inc,282883.0
ALC AIR CONDITIONING & REFRIRATION INC,282800.0
BLUEPRINT AIRCONDITIONING LLC,282500.0
LLARENA SERVICE CENTER  LLC,282335.0
FLORIDA ELECTRICAL GROUP  INC.,282000.0
GOLDEN ELECTRICAL CONTRACTOR LLC,281685.0
Cherry Roofing Enterprises Inc.,281400.0
RND MECHANICAL CONTRACTOR INC,281080.0
SIGMA ELECTRIC SERVICE LLC,280880.0
ICE CONSTRUCTION LLC,280875.0
ATLANTIC SHUTTERS INC,280764.0
Evolution Contractors Corp,280127.0
AVIT LLC,280000.0
Arnolds Air Conditioning,280000.0
Westhaven Construction Services Inc,280000.0
Advanced Business Construction Inc.,279850.0
J2BY ELECTRICAL CONTRATORS LLC ,279650.0
BLUE BAR PLUMBING INC,279500.0
Miami Electrical Services Inc,279500.0
Five Star Roofing Corp.,279500.0
High Power Electric LLC,279200.0
G BRICKELL ELECTRIC  LLC.,279010.0
VAZQUEZ & ASSOCIATES  INC,278990.0
SOUTHERN ASPHALT ENGINEERING INC,278967.0
Cerros Electric Enterprise Corp.,278798.0
SENEVALS ENTERPRISES,278760.0
RAMS AIRCONDITIONING INC,278735.0
Caribbean Cooling Engineers Inc.,278585.0
RITEWAY INSURANCE REPAIR SERVICE  INC. ,278497.0
THE JBR GROUP  INC.,278140.0
SPIKEBUSTERS INC.,277959.0
Epic Fire Systems Corp.,277900.0
Green Construction Corp.,277625.0
Mesa Construction LLC,277500.0
Fire Controls Inc.,277109.0
Raig Construction & Carpentry LLC,277050.0
PARRILLO BUILDERS GROUP LLC/dba PARRILLO CONSTRUCTION,277001.0
SOUND COMPONENTS INC.,276512.0
Groplus Construction Inc.,276283.0
Advanced Security Solutions Inc,276183.0
SAFE INNOVATION  INC,276000.0
DADE POOLS INC,275900.0
DOBBS RICK CONTRACTOR INC,275126.0
SUPERIOR BUILDING GROUP FL  LLC,275000.0
Global Air Express LLC,275000.0
GATOR DEVELOPMENT CORP. ,275000.0
PARADISE PLUMBING & AIR CONDITIONING,274500.0
E & F Builders Corp.,273200.0
Catalyst Construction,273101.0
ELECTRICAL ALLIANCE CORPORATION,273000.0
JOSEPH S SCIONTI & ASSSOCIATES INC/dbaINTEGRITY 1ST CONSTRUCTION GROUP,272500.0
21 Urban Trend,272500.0
ENERGY SOLUTIONS AND DATA INC,271970.0
N M P CONSTRUCTION & REMODELING INC,271875.0
Colegial contractors LLC,271423.0
ZANKEY CONSTRUCTION CORP,271250.0
NICOT AIR CONDITIONING,271225.0
THE MIAMI FLOORS BATH & DECOR CORP,271122.0
BRANCHING OUT INC,270750.0
