borough,neighborhood_name,Classification,property_group,year_quarter,deal_volume,avg_price,median_price,# of Deals
Staten Island,Lighthouse Hill,Residential,Multi-Family Dwelling,21/Q1,"$738,000","$738,000","$738,000",1
Staten Island,Lighthouse Hill,Residential,Single-Family Home,21/Q1,"$1,937,000","$968,500","$968,500",2
Staten Island,Mariners Harbor,Residential,Condo,21/Q1,"$2,377,500","$339,643","$335,000",7
Staten Island,Mariners Harbor,Residential,Multi-Family Dwelling,21/Q1,"$12,960,921","$446,928","$450,000",29
Staten Island,Mariners Harbor,Residential,Single-Family Home,21/Q1,"$2,325,494","$465,099","$480,000",5
Staten Island,Meiers Corners,Residential,Condo,21/Q1,"$350,000","$350,000","$350,000",1
Staten Island,Meiers Corners,Residential,Multi-Family Dwelling,21/Q1,"$8,697,000","$669,000","$675,000",13
Staten Island,Meiers Corners,Residential,Single-Family Home,21/Q1,"$2,320,000","$580,000","$570,000",4
Staten Island,Midland Beach,Residential,Multi-Family Dwelling,21/Q1,"$15,832,899","$608,958","$597,838",26
Staten Island,Midland Beach,Residential,Single-Family Home,21/Q1,"$7,299,545","$521,396","$567,500",14
Staten Island,New Brighton,Residential,Multi-Family Dwelling,21/Q1,"$5,621,660","$511,060","$465,000",11
Staten Island,New Brighton,Residential,Single-Family Home,21/Q1,"$1,853,999","$463,500","$469,500",4
Staten Island,New Dorp,Residential,Condo,21/Q1,"$320,000","$320,000","$320,000",1
Staten Island,New Dorp,Residential,Multi-Family Dwelling,21/Q1,"$11,498,911","$766,594","$685,000",15
Staten Island,New Dorp,Residential,Single-Family Home,21/Q1,"$5,606,500","$700,813","$730,000",8
Staten Island,New Dorp Beach,Residential,Multi-Family Dwelling,21/Q1,"$8,167,884","$628,299","$585,000",13
Staten Island,New Dorp Beach,Residential,Single-Family Home,21/Q1,"$3,160,000","$526,667","$512,500",6
Staten Island,New Springville,Residential,Condo,21/Q1,"$14,298,800","$366,636","$370,000",39
Staten Island,New Springville,Residential,Multi-Family Dwelling,21/Q1,"$18,382,999","$707,038","$732,750",26
Staten Island,New Springville,Residential,Single-Family Home,21/Q1,"$9,573,222","$598,326","$619,000",16
Staten Island,Oakwood,Residential,Multi-Family Dwelling,21/Q1,"$7,680,888","$698,263","$705,000",11
Staten Island,Oakwood,Residential,Single-Family Home,21/Q1,"$3,854,000","$642,333","$645,000",6
Staten Island,Oakwood Beach,Residential,Multi-Family Dwelling,21/Q1,"$1,697,000","$565,667","$525,000",3
Staten Island,Oakwood Beach,Residential,Single-Family Home,21/Q1,"$424,200","$424,200","$424,200",1
Staten Island,Park Hill,Residential,Multi-Family Dwelling,21/Q1,"$2,696,500","$449,417","$442,500",6
Staten Island,Park Hill,Residential,Single-Family Home,21/Q1,"$2,085,000","$417,000","$450,000",5
Staten Island,Pleasant Plains,Residential,Multi-Family Dwelling,21/Q1,"$4,296,000","$716,000","$634,000",6
Staten Island,Pleasant Plains,Residential,Single-Family Home,21/Q1,"$2,759,619","$919,873","$1,085,000",3
Staten Island,Port Richmond,Residential,Multi-Family Dwelling,21/Q1,"$15,854,299","$495,447","$490,000",32
Staten Island,Port Richmond,Residential,Single-Family Home,21/Q1,"$3,066,000","$438,000","$445,000",7
Staten Island,Prince's Bay,Residential,Multi-Family Dwelling,21/Q1,"$17,453,001","$793,318","$741,844",22
Staten Island,Prince's Bay,Residential,Single-Family Home,21/Q1,"$2,325,300","$581,325","$595,400",4
Staten Island,Richmondtonwn,Residential,Multi-Family Dwelling,21/Q1,"$15,707,897","$560,996","$560,000",28
Staten Island,Richmondtonwn,Residential,Single-Family Home,21/Q1,"$8,261,883","$590,135","$570,000",14
Staten Island,Richmond Valley,Residential,Single-Family Home,21/Q1,"$599,999","$599,999","$599,999",1
Staten Island,Rosebank,Residential,Multi-Family Dwelling,21/Q1,"$3,596,000","$599,333","$578,500",6
Staten Island,Rosebank,Residential,Single-Family Home,21/Q1,"$1,874,999","$468,750","$487,500",4
Staten Island,Rossville,Residential,Condo,21/Q1,"$3,151,500","$393,938","$390,000",8
Staten Island,Rossville,Residential,Multi-Family Dwelling,21/Q1,"$27,478,900","$670,217","$654,500",41
Staten Island,Rossville,Residential,Single-Family Home,21/Q1,"$7,258,888","$604,907","$602,500",12
Staten Island,Shore Acres,Residential,Condo,21/Q1,"$808,000","$404,000","$404,000",2
Staten Island,Shore Acres,Residential,Co-op,21/Q1,"$872,000","$290,667","$297,000",3
Staten Island,Shore Acres,Residential,Multi-Family Dwelling,21/Q1,"$6,387,000","$798,375","$775,000",8
Staten Island,Shore Acres,Residential,Single-Family Home,21/Q1,"$1,762,000","$587,333","$580,000",3
Staten Island,Silver Lake,Residential,Condo,21/Q1,"$1,384,000","$346,000","$339,500",4
Staten Island,Silver Lake,Residential,Multi-Family Dwelling,21/Q1,"$2,074,500","$691,500","$735,000",3
Staten Island,Silver Lake,Residential,Single-Family Home,21/Q1,"$747,500","$747,500","$747,500",1
Staten Island,South Beach,Residential,Multi-Family Dwelling,21/Q1,"$7,329,137","$610,761","$615,612",12
Staten Island,South Beach,Residential,Single-Family Home,21/Q1,"$3,744,900","$534,986","$528,000",7
Staten Island,Stapleton,Residential,Multi-Family Dwelling,21/Q1,"$975,830","$325,277","$349,830",3
Staten Island,St. George,Residential,Condo,21/Q1,"$2,387,000","$795,667","$760,000",3
Staten Island,St. George,Residential,Co-op,21/Q1,"$1,410,000","$282,000","$260,000",5
Staten Island,St. George,Residential,Multi-Family Dwelling,21/Q1,"$6,874,950","$763,883","$600,000",9
Staten Island,St. George,Residential,Single-Family Home,21/Q1,"$915,000","$915,000","$915,000",1
Staten Island,"Sunnyside, SI",Residential,Condo,21/Q1,"$960,000","$320,000","$315,000",3
Staten Island,"Sunnyside, SI",Residential,Multi-Family Dwelling,21/Q1,"$4,329,000","$618,429","$600,000",7
Staten Island,Todt Hill,Residential,Multi-Family Dwelling,21/Q1,"$4,220,500","$1,055,125","$637,750",4
Staten Island,Todt Hill,Residential,Single-Family Home,21/Q1,"$7,860,000","$1,572,000","$670,000",5
Staten Island,Tompkinsville,Residential,Condo,21/Q1,"$400,000","$400,000","$400,000",1
Staten Island,Tompkinsville,Residential,Multi-Family Dwelling,21/Q1,"$5,222,156","$580,240","$635,000",9
Staten Island,Tottenville,Residential,Multi-Family Dwelling,21/Q1,"$25,769,055","$678,133","$662,500",38
Staten Island,Tottenville,Residential,Single-Family Home,21/Q1,"$4,697,000","$587,125","$525,000",8
Staten Island,Travis,Residential,Multi-Family Dwelling,21/Q1,"$4,901,574","$544,619","$522,000",9
Staten Island,Travis,Residential,Single-Family Home,21/Q1,"$1,653,574","$551,191","$645,000",3
Staten Island,West Brighton,Residential,Multi-Family Dwelling,21/Q1,"$17,751,705","$537,930","$521,999",33
Staten Island,West Brighton,Residential,Single-Family Home,21/Q1,"$7,228,000","$516,286","$556,250",14
Staten Island,Westerleigh,Residential,Multi-Family Dwelling,21/Q1,"$8,322,500","$554,833","$565,000",15
Staten Island,Westerleigh,Residential,Single-Family Home,21/Q1,"$3,273,000","$545,500","$542,500",6
Staten Island,Willowbrook,Residential,Condo,21/Q1,"$845,000","$422,500","$422,500",2
Staten Island,Willowbrook,Residential,Multi-Family Dwelling,21/Q1,"$2,033,000","$677,667","$660,000",3
Staten Island,Woodrow,Residential,Multi-Family Dwelling,21/Q1,"$16,848,855","$842,443","$877,500",20
Staten Island,Woodrow,Residential,Single-Family Home,21/Q1,"$4,286,000","$714,333","$753,500",6
Staten Island,,Residential,Condo,21/Q1,"$3,364,000","$373,778","$395,000",9
Staten Island,,Residential,Co-op,21/Q1,"$866,000","$173,200","$150,000",5
Staten Island,,Residential,Multi-Family Dwelling,21/Q1,"$10,460,128","$747,152","$740,661",14
Staten Island,,Residential,Single-Family Home,21/Q1,"$3,640,585","$910,146","$500,293",4
Bronx,Baychester,Residential,Multi-Family Dwelling,21/Q2,"$2,445,000","$815,000","$820,000",3
Bronx,Baychester,Residential,Single-Family Home,21/Q2,"$2,425,000","$485,000","$520,000",5
Bronx,Bedford Park,Residential,Co-op,21/Q2,"$1,421,900","$157,989","$155,000",9
Bronx,Bedford Park,Residential,Multi-Family Dwelling,21/Q2,"$1,940,000","$646,667","$650,000",3
Bronx,Bedford Park,Residential,Single-Family Home,21/Q2,"$300,000","$300,000","$300,000",1
Bronx,Belmont,Residential,Multi-Family Dwelling,21/Q2,"$2,099,888","$524,972","$632,444",4
Bronx,Bronxdale,Residential,Co-op,21/Q2,"$1,649,500","$183,278","$157,000",9
Bronx,Bronxdale,Residential,Multi-Family Dwelling,21/Q2,"$911,750","$455,875","$455,875",2
Bronx,Bronxdale,Residential,Single-Family Home,21/Q2,"$530,000","$530,000","$530,000",1
Bronx,Bronxwood,Residential,Condo,21/Q2,"$855,000","$285,000","$285,000",3
Bronx,Bronxwood,Residential,Co-op,21/Q2,"$371,567","$185,784","$185,784",2
Bronx,Bronxwood,Residential,Multi-Family Dwelling,21/Q2,"$3,124,000","$624,800","$635,000",5
Bronx,Bronxwood,Residential,Single-Family Home,21/Q2,"$2,847,757","$474,626","$446,379",6
Bronx,Castle Hill,Residential,Co-op,21/Q2,"$155,000","$155,000","$155,000",1
Bronx,Castle Hill,Residential,Multi-Family Dwelling,21/Q2,"$11,711,400","$731,963","$699,500",16
Bronx,Castle Hill,Residential,Single-Family Home,21/Q2,"$3,040,300","$506,717","$540,000",6
Bronx,City Island,Residential,Condo,21/Q2,"$500,000","$500,000","$500,000",1
Bronx,City Island,Residential,Co-op,21/Q2,"$295,000","$295,000","$295,000",1
Bronx,City Island,Residential,Multi-Family Dwelling,21/Q2,"$1,948,000","$974,000","$974,000",2
Bronx,City Island,Residential,Single-Family Home,21/Q2,"$3,133,623","$447,660","$489,690",7
Bronx,Claremont,Residential,Multi-Family Dwelling,21/Q2,"$1,380,000","$690,000","$690,000",2
Bronx,Claremont,Residential,Single-Family Home,21/Q2,"$500,000","$500,000","$500,000",1
Bronx,Concourse,Residential,Co-op,21/Q2,"$2,539,003","$253,900","$222,500",10
Bronx,Concourse,Residential,Multi-Family Dwelling,21/Q2,"$7,020,000","$702,000","$687,500",10
Bronx,Country Club,Residential,Condo,21/Q2,"$1,792,500","$448,125","$456,250",4
Bronx,Country Club,Residential,Multi-Family Dwelling,21/Q2,"$12,242,000","$874,429","$882,500",14
Bronx,Country Club,Residential,Single-Family Home,21/Q2,"$8,476,888","$706,407","$660,000",12
Bronx,Crotona Park East,Residential,Condo,21/Q2,"$325,000","$325,000","$325,000",1
Bronx,Crotona Park East,Residential,Multi-Family Dwelling,21/Q2,"$7,414,950","$617,913","$640,000",12
Bronx,Crotona Park East,Residential,Single-Family Home,21/Q2,"$1,931,000","$482,750","$460,500",4
Bronx,Eastchester,Residential,Co-op,21/Q2,"$160,000","$160,000","$160,000",1
Bronx,Eastchester,Residential,Multi-Family Dwelling,21/Q2,"$4,975,970","$710,853","$770,000",7
Bronx,Eastchester,Residential,Single-Family Home,21/Q2,"$2,550,000","$1,275,000","$1,275,000",2
Bronx,East Tremont,Residential,Co-op,21/Q2,"$105,000","$105,000","$105,000",1
Bronx,East Tremont,Residential,Multi-Family Dwelling,21/Q2,"$12,323,000","$770,188","$757,500",16
Bronx,East Tremont,Residential,Single-Family Home,21/Q2,"$918,500","$459,250","$459,250",2
Bronx,Edenwald,Residential,Multi-Family Dwelling,21/Q2,"$13,266,609","$663,330","$682,463",20
Bronx,Edenwald,Residential,Single-Family Home,21/Q2,"$5,855,000","$585,500","$562,500",10
Bronx,Fieldston,Residential,Condo,21/Q2,"$1,270,000","$635,000","$635,000",2
Bronx,Fieldston,Residential,Co-op,21/Q2,"$3,141,422","$285,584","$275,000",11
Bronx,Fieldston,Residential,Multi-Family Dwelling,21/Q2,"$1,150,000","$1,150,000","$1,150,000",1
Bronx,Fieldston,Residential,Single-Family Home,21/Q2,"$10,592,500","$2,648,125","$2,333,750",4
Bronx,Fordham,Residential,Co-op,21/Q2,"$754,500","$188,625","$183,500",4
Bronx,Fordham,Residential,Multi-Family Dwelling,21/Q2,"$3,474,430","$694,886","$700,000",5
Bronx,Fordham,Residential,Single-Family Home,21/Q2,"$2,120,000","$1,060,000","$1,060,000",2
Bronx,Highbridge,Residential,Co-op,21/Q2,"$144,000","$144,000","$144,000",1
Bronx,Highbridge,Residential,Multi-Family Dwelling,21/Q2,"$1,495,000","$747,500","$747,500",2
Bronx,Hunts Point,Residential,Multi-Family Dwelling,21/Q2,"$647,094","$323,547","$323,547",2
Bronx,Kingsbridge,Residential,Condo,21/Q2,"$682,500","$682,500","$682,500",1
Bronx,Kingsbridge,Residential,Co-op,21/Q2,"$4,188,769","$232,709","$237,500",18
Bronx,Kingsbridge,Residential,Multi-Family Dwelling,21/Q2,"$3,065,000","$766,250","$755,000",4
Bronx,Kingsbridge,Residential,Single-Family Home,21/Q2,"$2,540,000","$635,000","$607,500",4
Bronx,Laconia,Residential,Multi-Family Dwelling,21/Q2,"$8,260,500","$635,423","$625,000",13
Bronx,Laconia,Residential,Single-Family Home,21/Q2,"$4,233,950","$470,439","$478,950",9
Bronx,Locust Point,Residential,Condo,21/Q2,"$2,912,146","$728,037","$819,049",4
Bronx,Locust Point,Residential,Multi-Family Dwelling,21/Q2,"$3,041,000","$1,013,667","$970,000",3
Bronx,Locust Point,Residential,Single-Family Home,21/Q2,"$1,735,000","$433,750","$462,500",4
Bronx,Longwood,Residential,Co-op,21/Q2,"$145,000","$145,000","$145,000",1
Bronx,Melrose,Residential,Multi-Family Dwelling,21/Q2,"$1,729,060","$576,353","$670,000",3
Bronx,Morrisania,Residential,Multi-Family Dwelling,21/Q2,"$2,914,000","$582,800","$588,000",5
Bronx,Morris Heights,Residential,Co-op,21/Q2,"$244,000","$244,000","$244,000",1
Bronx,Morris Heights,Residential,Multi-Family Dwelling,21/Q2,"$2,260,000","$753,333","$850,000",3
Bronx,Morris Park,Residential,Multi-Family Dwelling,21/Q2,"$10,023,929","$668,262","$714,000",15
Bronx,Morris Park,Residential,Single-Family Home,21/Q2,"$6,647,775","$553,981","$595,000",12
Bronx,Mott Haven,Residential,Condo,21/Q2,"$1,220,000","$610,000","$610,000",2
Bronx,Mt. Hope,Residential,Multi-Family Dwelling,21/Q2,"$1,945,000","$972,500","$972,500",2
Bronx,North New York,Residential,Multi-Family Dwelling,21/Q2,"$1,750,000","$875,000","$875,000",2
Bronx,North New York,Residential,Single-Family Home,21/Q2,"$4,122,100","$588,871","$650,000",7
Bronx,Norwood,Residential,Co-op,21/Q2,"$695,000","$173,750","$170,000",4
Bronx,Norwood,Residential,Multi-Family Dwelling,21/Q2,"$1,050,000","$1,050,000","$1,050,000",1
Bronx,Parkchester,Residential,Condo,21/Q2,"$8,242,000","$196,238","$187,500",42
Bronx,Parkchester,Residential,Co-op,21/Q2,"$647,000","$161,750","$156,000",4
Bronx,Parkchester,Residential,Multi-Family Dwelling,21/Q2,"$6,461,000","$646,100","$582,500",10
Bronx,Parkchester,Residential,Single-Family Home,21/Q2,"$615,000","$615,000","$615,000",1
Bronx,Pelham Bay,Residential,Co-op,21/Q2,"$895,000","$223,750","$217,500",4
Bronx,Pelham Bay,Residential,Multi-Family Dwelling,21/Q2,"$8,716,000","$968,444","$921,000",9
Bronx,Pelham Bay,Residential,Single-Family Home,21/Q2,"$2,928,500","$585,700","$562,500",5
Bronx,Pelham Gradens,Residential,Multi-Family Dwelling,21/Q2,"$4,549,000","$758,167","$795,000",6
Bronx,Pelham Gradens,Residential,Single-Family Home,21/Q2,"$7,061,450","$543,188","$575,000",13
Bronx,Pelham Parkway,Residential,Condo,21/Q2,"$340,000","$340,000","$340,000",1
Bronx,Pelham Parkway,Residential,Multi-Family Dwelling,21/Q2,"$8,368,000","$760,727","$725,000",11
Bronx,Pelham Parkway,Residential,Single-Family Home,21/Q2,"$4,281,000","$611,571","$685,000",7
Bronx,Riverdale,Residential,Condo,21/Q2,"$2,797,500","$699,375","$728,750",4
Bronx,Riverdale,Residential,Co-op,21/Q2,"$22,732,317","$339,288","$300,000",67
Bronx,Riverdale,Residential,Multi-Family Dwelling,21/Q2,"$2,075,749","$691,916","$680,000",3
Bronx,Riverdale,Residential,Single-Family Home,21/Q2,"$5,623,995","$937,333","$870,000",6
Bronx,Schuylerville,Residential,Co-op,21/Q2,"$338,000","$169,000","$169,000",2
Bronx,Schuylerville,Residential,Multi-Family Dwelling,21/Q2,"$12,115,500","$712,676","$635,000",17
Bronx,Schuylerville,Residential,Single-Family Home,21/Q2,"$1,528,000","$509,333","$518,000",3
Bronx,Soundview,Residential,Condo,21/Q2,"$3,088,455","$386,057","$382,813",8
Bronx,Soundview,Residential,Co-op,21/Q2,"$3,194,728","$290,430","$296,180",11
Bronx,Soundview,Residential,Multi-Family Dwelling,21/Q2,"$18,517,458","$638,533","$680,000",29
Bronx,Soundview,Residential,Single-Family Home,21/Q2,"$6,115,000","$436,786","$480,000",14
Bronx,Spuyten Duyvil,Residential,Condo,21/Q2,"$5,536,680","$790,954","$651,680",7
Bronx,Spuyten Duyvil,Residential,Co-op,21/Q2,"$16,527,913","$330,558","$295,000",50
Bronx,Spuyten Duyvil,Residential,Multi-Family Dwelling,21/Q2,"$4,137,131","$1,379,044","$1,384,565",3
Bronx,Spuyten Duyvil,Residential,Single-Family Home,21/Q2,"$5,268,000","$1,053,600","$955,000",5
Bronx,Throgs Neck,Residential,Condo,21/Q2,"$2,400,500","$480,100","$472,500",5
Bronx,Throgs Neck,Residential,Co-op,21/Q2,"$1,344,000","$448,000","$359,000",3
Bronx,Throgs Neck,Residential,Multi-Family Dwelling,21/Q2,"$24,860,293","$753,342","$756,000",33
Bronx,Throgs Neck,Residential,Single-Family Home,21/Q2,"$9,642,520","$535,696","$535,000",18
Bronx,Tremont,Residential,Co-op,21/Q2,"$170,000","$170,000","$170,000",1
Bronx,Tremont,Residential,Multi-Family Dwelling,21/Q2,"$5,005,000","$834,167","$817,500",6
Bronx,University Heights,Residential,Co-op,21/Q2,"$1,453,500","$207,643","$186,000",7
Bronx,University Heights,Residential,Multi-Family Dwelling,21/Q2,"$7,329,000","$1,221,500","$1,277,500",6
Bronx,University Heights,Residential,Single-Family Home,21/Q2,"$2,044,000","$511,000","$452,500",4
Bronx,Van Nest,Residential,Multi-Family Dwelling,21/Q2,"$12,393,749","$688,542","$680,000",18
Bronx,Van Nest,Residential,Single-Family Home,21/Q2,"$1,449,990","$483,330","$499,990",3
Bronx,Wakefield,Residential,Co-op,21/Q2,"$712,000","$178,000","$173,500",4
Bronx,Wakefield,Residential,Multi-Family Dwelling,21/Q2,"$22,817,588","$616,692","$655,000",37
Bronx,Wakefield,Residential,Single-Family Home,21/Q2,"$8,490,800","$499,459","$525,000",17
Bronx,Westchester Square,Residential,Multi-Family Dwelling,21/Q2,"$6,144,946","$682,772","$665,000",9
Bronx,Westchester Square,Residential,Single-Family Home,21/Q2,"$2,350,000","$587,500","$595,000",4
Bronx,Westchester Village,Residential,Multi-Family Dwelling,21/Q2,"$2,233,620","$558,405","$505,000",4
Bronx,West Farms,Residential,Multi-Family Dwelling,21/Q2,"$1,329,902","$664,951","$664,951",2
Bronx,Williamsbridge,Residential,Co-op,21/Q2,"$8,627,681","$539,230","$559,587",16
Bronx,Williamsbridge,Residential,Multi-Family Dwelling,21/Q2,"$21,019,108","$636,943","$703,514",33
Bronx,Williamsbridge,Residential,Single-Family Home,21/Q2,"$3,986,000","$797,200","$546,000",5
Bronx,Woodlawn,Residential,Co-op,21/Q2,"$927,489","$185,498","$185,000",5
Bronx,Woodlawn,Residential,Multi-Family Dwelling,21/Q2,"$4,737,800","$789,633","$854,500",6
Bronx,Woodlawn,Residential,Single-Family Home,21/Q2,"$3,014,000","$602,800","$580,000",5
Bronx,Woodstock,Residential,Condo,21/Q2,"$1,941,995","$323,666","$316,500",6
Bronx,Woodstock,Residential,Co-op,21/Q2,"$965,983","$241,496","$226,000",4
Bronx,Woodstock,Residential,Multi-Family Dwelling,21/Q2,"$4,035,000","$807,000","$775,000",5
Bronx,Woodstock,Residential,Single-Family Home,21/Q2,"$1,449,000","$483,000","$489,000",3
Bronx,,Residential,Condo,21/Q2,"$2,900,000","$414,286","$305,000",7
Bronx,,Residential,Co-op,21/Q2,"$3,637,325","$227,333","$193,613",16
Bronx,,Residential,Multi-Family Dwelling,21/Q2,"$730,000","$365,000","$365,000",2
Bronx,,Residential,Single-Family Home,21/Q2,"$6,019,000","$1,003,167","$542,000",6
Brooklyn,Bath Beach,Residential,Condo,21/Q2,"$3,387,000","$564,500","$576,000",6
Brooklyn,Bath Beach,Residential,Co-op,21/Q2,"$4,784,386","$368,030","$370,000",13
Brooklyn,Bath Beach,Residential,Multi-Family Dwelling,21/Q2,"$31,852,500","$1,137,589","$1,100,000",28
Brooklyn,Bath Beach,Residential,Single-Family Home,21/Q2,"$4,934,000","$986,800","$900,000",5
Brooklyn,Bay Ridge,Residential,Condo,21/Q2,"$10,528,059","$809,851","$895,000",13
Brooklyn,Bay Ridge,Residential,Co-op,21/Q2,"$24,158,083","$383,462","$360,000",63
Brooklyn,Bay Ridge,Residential,Multi-Family Dwelling,21/Q2,"$31,127,265","$1,152,862","$1,200,000",27
Brooklyn,Bay Ridge,Residential,Single-Family Home,21/Q2,"$30,586,000","$1,054,690","$1,020,000",29
Brooklyn,Bedford-Stuyvesant,Residential,Condo,21/Q2,"$143,494,858","$902,483","$881,601",159
Brooklyn,Bedford-Stuyvesant,Residential,Multi-Family Dwelling,21/Q2,"$57,395,522","$1,639,872","$1,380,000",35
Brooklyn,Bedford-Stuyvesant,Residential,Single-Family Home,21/Q2,"$8,261,000","$1,652,200","$1,600,000",5
Brooklyn,Bensonhurst,Residential,Condo,21/Q2,"$10,112,376","$632,023","$616,311",16
Brooklyn,Bensonhurst,Residential,Co-op,21/Q2,"$1,379,030","$275,806","$270,000",5
Brooklyn,Bensonhurst,Residential,Multi-Family Dwelling,21/Q2,"$51,263,507","$1,220,560","$1,194,000",42
Brooklyn,Bensonhurst,Residential,Single-Family Home,21/Q2,"$13,199,000","$879,933","$930,000",15
Brooklyn,Bergen Beach,Residential,Condo,21/Q2,"$2,696,000","$449,333","$444,000",6
Brooklyn,Bergen Beach,Residential,Multi-Family Dwelling,21/Q2,"$15,103,778","$888,458","$885,000",17
Brooklyn,Bergen Beach,Residential,Single-Family Home,21/Q2,"$15,246,415","$726,020","$715,000",21
Brooklyn,Boerum Hill,Residential,Condo,21/Q2,"$53,903,250","$1,738,815","$1,660,000",31
Brooklyn,Boerum Hill,Residential,Co-op,21/Q2,"$6,957,200","$695,720","$630,000",10
Brooklyn,Boerum Hill,Residential,Multi-Family Dwelling,21/Q2,"$17,230,000","$2,461,429","$2,680,000",7
Brooklyn,Boerum Hill,Residential,Single-Family Home,21/Q2,"$3,350,000","$3,350,000","$3,350,000",1
Brooklyn,Borough Park,Residential,Condo,21/Q2,"$32,474,703","$902,075","$887,500",36
Brooklyn,Borough Park,Residential,Co-op,21/Q2,"$950,000","$475,000","$475,000",2
Brooklyn,Borough Park,Residential,Multi-Family Dwelling,21/Q2,"$54,944,497","$1,408,833","$1,200,000",39
Brooklyn,Borough Park,Residential,Single-Family Home,21/Q2,"$18,103,325","$1,508,610","$1,544,500",12
Brooklyn,Brighton Beach,Residential,Condo,21/Q2,"$14,006,198","$700,310","$715,000",20
Brooklyn,Brighton Beach,Residential,Co-op,21/Q2,"$9,303,632","$344,579","$275,000",27
Brooklyn,Brighton Beach,Residential,Multi-Family Dwelling,21/Q2,"$2,125,000","$708,333","$625,000",3
Brooklyn,Brooklyn Heights,Residential,Condo,21/Q2,"$93,403,126","$2,747,151","$2,712,500",34
Brooklyn,Brooklyn Heights,Residential,Co-op,21/Q2,"$89,293,690","$1,063,020","$832,500",84
Brooklyn,Brooklyn Heights,Residential,Multi-Family Dwelling,21/Q2,"$10,399,999","$5,200,000","$5,200,000",2
Brooklyn,Brooklyn Heights,Residential,Single-Family Home,21/Q2,"$20,150,000","$6,716,667","$4,700,000",3
Brooklyn,Brownsville,Residential,Multi-Family Dwelling,21/Q2,"$10,093,000","$776,385","$769,000",13
Brooklyn,Brownsville,Residential,Single-Family Home,21/Q2,"$9,942,400","$584,847","$559,000",17
Brooklyn,Bushwick,Residential,Condo,21/Q2,"$41,114,414","$674,007","$650,000",61
Brooklyn,Bushwick,Residential,Co-op,21/Q2,"$350,000","$350,000","$350,000",1
Brooklyn,Bushwick,Residential,Multi-Family Dwelling,21/Q2,"$54,565,499","$1,186,207","$1,195,000",46
Brooklyn,Bushwick,Residential,Single-Family Home,21/Q2,"$4,721,000","$1,180,250","$1,215,000",4
Brooklyn,Canarsie,Residential,Condo,21/Q2,"$1,904,300","$272,043","$260,000",7
Brooklyn,Canarsie,Residential,Co-op,21/Q2,"$225,000","$225,000","$225,000",1
Brooklyn,Canarsie,Residential,Multi-Family Dwelling,21/Q2,"$40,682,202","$726,468","$745,000",56
Brooklyn,Canarsie,Residential,Single-Family Home,21/Q2,"$9,438,341","$589,896","$590,500",16
Brooklyn,Carroll Gardens,Residential,Condo,21/Q2,"$48,842,304","$1,480,070","$1,270,000",33
Brooklyn,Carroll Gardens,Residential,Co-op,21/Q2,"$4,681,000","$936,200","$908,000",5
Brooklyn,Carroll Gardens,Residential,Multi-Family Dwelling,21/Q2,"$23,179,500","$2,317,950","$2,175,000",10
Brooklyn,Carroll Gardens,Residential,Single-Family Home,21/Q2,"$12,110,000","$4,036,667","$3,100,000",3
Brooklyn,Clinton Hill,Residential,Condo,21/Q2,"$39,731,542","$1,045,567","$1,015,000",38
Brooklyn,Clinton Hill,Residential,Co-op,21/Q2,"$23,770,773","$699,140","$699,000",34
Brooklyn,Clinton Hill,Residential,Multi-Family Dwelling,21/Q2,"$26,539,000","$2,948,778","$3,200,000",9
Brooklyn,Clinton Hill,Residential,Single-Family Home,21/Q2,"$14,225,000","$4,741,667","$3,025,000",3
Brooklyn,Cobble Hill,Residential,Condo,21/Q2,"$30,266,296","$1,780,370","$1,470,000",17
Brooklyn,Cobble Hill,Residential,Co-op,21/Q2,"$15,723,000","$1,123,071","$1,017,000",14
Brooklyn,Cobble Hill,Residential,Multi-Family Dwelling,21/Q2,"$12,250,000","$3,062,500","$2,975,000",4
Brooklyn,Cobble Hill,Residential,Single-Family Home,21/Q2,"$34,081,575","$4,868,796","$5,100,000",7
Brooklyn,Columbia Waterfront,Residential,Condo,21/Q2,"$16,156,400","$1,346,367","$1,150,000",12
Brooklyn,Coney Island,Residential,Condo,21/Q2,"$2,015,000","$671,667","$745,000",3
Brooklyn,Coney Island,Residential,Co-op,21/Q2,"$9,716,750","$388,670","$400,000",25
Brooklyn,Coney Island,Residential,Multi-Family Dwelling,21/Q2,"$912,500","$912,500","$912,500",1
Brooklyn,Coney Island,Residential,Single-Family Home,21/Q2,"$1,620,000","$540,000","$515,000",3
Brooklyn,Crown Heights,Residential,Condo,21/Q2,"$72,384,023","$928,000","$860,000",78
Brooklyn,Crown Heights,Residential,Co-op,21/Q2,"$6,326,000","$575,091","$520,000",11
Brooklyn,Crown Heights,Residential,Multi-Family Dwelling,21/Q2,"$48,881,423","$1,481,255","$1,365,000",33
Brooklyn,Crown Heights,Residential,Single-Family Home,21/Q2,"$15,497,499","$1,408,864","$1,525,000",11
Brooklyn,Ditmars Park,Residential,Condo,21/Q2,"$5,670,154","$708,769","$743,378",8
Brooklyn,Ditmars Park,Residential,Co-op,21/Q2,"$8,612,000","$478,444","$432,500",18
Brooklyn,Ditmars Park,Residential,Multi-Family Dwelling,21/Q2,"$4,983,000","$2,491,500","$2,491,500",2
Brooklyn,Ditmars Park,Residential,Single-Family Home,21/Q2,"$26,252,500","$2,187,708","$2,313,750",12
