,URL,HED,DEK,PUB_DATE,LEDE,STORY_TEXT,ADDRESS
608,https://therealdeal.com/chicago/2022/09/20/376100/,Latsko offers first look at Fulton Market resi tower on Guinness taproom site,Design revealed for apartments after switch from office,"Sep.September 20, 2022
08:00 AM",Chicago developer Fred Latsko unveiled a rendering of the apartment tower on tap to accompany the nation’s second Guinness brewery planned for Fulton Market.,"[""Fred Latsko and 375 North Morgan Street (LinkedIn, Renderings via Fred Latsko)Chicago developer Fred Latsko unveiled a rendering of the apartment tower on tap to accompany the nation’s second Guinness brewery planned for Fulton Market.The project at 375 North Morgan Street is on the west portion of the site where the brewery, announced in September 2021, is under construction. Latsko said he has been working with the city’s Committee on Design on a plan for the building to rise nearly 40 stories. It will include more than 500 apartment units “with loads of green space,” Latsko said.It’s another glass high-rise planned for Fulton Market, a neighborhood with a fast-growing office supply that has experienced a surge in its residential development in the pipeline of late. Latsko initially pitched his project as a 33-story office tower but pivoted to apartments amid the pandemic.The Guinness brewery and taproom is projected to open by St. Patrick’s Day of next year. It follows the Irish beer company’s first location stateside in Maryland. The business signed a multi-year lease for the 15,000-square-foot space, which Latsko also owns.The project’s apartment units add to the West Loop’s residential development boom. The area had more than 9,000 units planned or under construction – more than the rest of downtown Chicago neighborhoods combined – as of March. Much of that development is in Fulton Market, where both apartments and offices are in demand.27th Ward Alderman Walter Burnett’s decision to lift a ban on residential zoning in Fulton Market in April 2021 preceded many of those proposals.Another recently announced project for Fulton Market is emerging developer Joy Jordan’s 17-story mixed-use tower on Sangamon Street, a glass and metal-paneled building that will include office and retail space. That project will be located directly across from the Guinness brewery.Construction on Sterling Bay’s first multifamily project in Fulton Market is also underway at 160 North Morgan Street, where the firm is building a 30-story, 282-unit apartment and more than 2,600 square feet of retail space. The firm cited Fulton Market’s pipeline of incoming corporate headquarters and the need for more multifamily options for a young, modern workforce as the factors that supported the project.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",375 North Morgan Street
609,https://therealdeal.com/chicago/2019/07/16/senior-community-developer-moving-hq-to-willis-tower/,Senior community developer moving HQ to Willis Tower,The firm will move to the supertall at 233 South Wacker Drive from its current offices down the street at 71 South Wacker,"Jul.July 16, 2019
04:00 PM",A company that develops and manages retirement communities is taking one of the last remaining available spaces in the Willis Tower.,"[""Vi President Randy Richardson and the Willis Tower.A company that develops and manages retirement communities is taking one of the last remaining available spaces in the Willis Tower.Chicago-based Vi will move its headquarters a few blocks south on Wacker Drive, taking 30,400 square feet in the Willis Tower, according to Savills, which brokered the new lease. Vi will move from its current location at Irvine Company’s 71 South Wacker Drive to the skyscraper at 233 South Wacker Drive early next year.The new lease comes as Blackstone Group continues work on its $668 million redevelopment of the historic Chicago skyscraper. New amenities in the building will include a 30,000-square-foot fitness center, a cafe and lounge on the 33rd floor and a food hall. The building’s renovated lobby was unveiled to the public this week.Vi Chief Financial Officer Gary Smith said in a statement the Willis Tower improvements will help the firm recruit and retain employees.“The building, as well as the highly desired Loop location, is exactly what we were looking for in our new space,” he said.The new lease continues a hot streak for Blackstone, which bought the Willis Tower for $1.3 billion in 2015, the most expensive office transaction outside of New York City.Earlier this year, United Airlines announced it would remain at the Willis Tower until at least 2023. Taking more than 850,000-square-feet in the tower, United is the largest single-space, private office tenant in the city.In December, electronics manufacturer Molex inked a 20,000-square-foot lease in the Willis Tower, bringing its occupancy to 94 percent. A spokesperson for Blackstone’s office management company declined Tuesday to provide an updated occupancy figure.Representing Vi in the new lease deal were Savills’ Lisa Davidson and Joe Learner. Savills’ Rich Dale and Loredana Perri will advise the firm on its office build-out. Willis Tower management was represented by the Telos Group’s Nikki Kern, Jamey Dix and JD Parcheta.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",71 South Wacker Drive
610,https://therealdeal.com/chicago/2018/10/31/alter-group-selling-home-of-weworks-chicago-flagship-asking-130m/,"Alter Group selling home of WeWork’s Chicago flagship, asking $130M",The 17-story office building at 20 W. Kinzie Street includes a 175K sf location for the co-working giant,"Oct.October 31, 2018
12:21 PM",Alter Group is asking $130 million for its River North office building that’s anchored by WeWork’s flagship Chicago location.,"[""Alter Group President Michael Alter (orange) and WeWork CEO Adam Neumann (green)and 20 West Kinzie Street (Credit: 20westkinzie, Getty Images, and WNBA)Alter Group is asking $130 million for its River North office building that’s anchored by WeWork’s flagship Chicago location.The Wilmette-based developer is selling the seven-story, 385,000-square-foot building at 20 West Kinzie Street, continuing a sell-off strategy it embarked on four years ago.President Michael Alter, who’s also an owner of the WNBA’s Chicago Sky, said in 2014 the firm would sell off its nearly 3 million-square-foot nationwide portfolio and form joint ventures on new projects as the company planned its future, Crain’s reported at the time.Scott Latter of Entrust Realty is the listing agent for 20 West Kinzie, where WeWork occupies 175,000 square feet of space, making it the building’s largest tenant.WeWork in June added a sixth floor to its lease in the building, just before the co-working giant announced an expansion into two more locations of more than 200,000 square feet in River North buildings owned by Beacon Capital Partners. That deal saw WeWork take five floors at 515 State Street and two floors of the AMA Plaza building at 330 North Wabash Avenue.Alter in 2015 sold the home of another WeWork location, 111 West Illinois Street, to Munich-based GLL Partners for $75 million, according to Crain’s.The building at 20 West Kinzie once was Google’s Chicago home until it moved into a new headquarters in Fulton Market developed by Sterling Bay. The first six floors of the building are occupied by the 215-key Kinzie Hotel, which is owned by Bixby Bridge Capital.The building would be the second WeWork-occupied building to sell recently, after German investor Commerz Real bought the National building at 125 South Clark Street from Blue Star Properties for $202 million.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",20 West Kinzie Street
611,https://therealdeal.com/chicago/2021/12/15/condo-in-titanic-survivors-mansion-hits-market-for-almost-8m/,Condo in Titanic survivor’s mansion hits market for almost $8M,The Lincoln Park home was built for Emily Ryerson and her children in 1917 after they survived the famous sinking,"Dec.December 15, 2021
01:52 PM",Let’s hope the buyer doesn’t have a sinking feeling.,"[""Emily Ryerson and 2700 North Lakeview Avenue (Encyclopedia Titanica, VHT Studios)Let’s hope the buyer doesn’t have a sinking feeling.One of two condos in the restored mansion built by a Titanic survivor hit the market for $7.65 million – more than double the price of the then-rundown home in 2017, Crain’s reported. The unit has five bedrooms across 6,400 square feet and still has some of the original finishes from an original 1917 design by David Adler and Henry Dangler.The condo has bookcases, fireplaces, columns and decorative molding on top of a checkerboard marble tile and herringbone-patterned wood floor that date back to when Emily Ryerson lived there. It takes up the first and second floors of the four-story building and has terraces on three sides, the longest of which faces a park across the street.2700 North Lakeview Avenue (VHT Studios)While some original features took time to fix, the owners didn’t want to “rip anything out,” said Wendy Berg, a Baird & Warner agent representing the condos. The other unit, which has been on the market since January with an asking price of $5.65 million, didn’t retain many of the historical details and essentially got a new interior entirely.The 16,000-square-foot home was built by Emily Ryerson and her three children after they fled the Titanic in a lifeboat while traveling home for the funeral of another son, a Yale student who had been killed in a car accident. Her husband, Arthur Ryerson, was among about 1,500 people who lost their lives.The Ryerson mansion is one of several Georgian row homes that Adler and Dangler designed near the 2700 North Lakeview Avenue property.The mansion, which hasn’t been a residential property since 1946, housed the addiction recovery and mental health facility Thresholds since 1975.While most of the interior had been divided into small, dormitory-style rooms and the living room had been used as a basketball court, many features survived years of rough living.[Crain’s] — Victoria PruittAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]","2700 North Lakeview Avenue (Encyclopedia Titanica, VHT St"
612,https://therealdeal.com/chicago/2022/05/10/glenstar-scores-24m-tax-break-for-ohare-affordable-housing/,Glenstar scores $24M tax break for O’Hare affordable housing,Project with almost 300 units was first presented in 2016,"May.May 10, 2022
12:54 PM",Glenstar Properties scored a $23.5 million tax break on a 297-unit project near just east of O’Hare Airport that was approved this year after it was first presented in 2016.,"[""Alderman Anthony Napolitano, Chicago mayor Lori Lightfoot and rendering of Higgins Road Multifamily (Anthony Napolitano, Higgins Road Multifamily, Getty Images)Glenstar Properties scored a $23.5 million tax break on a 297-unit project near just east of O’Hare Airport that was approved this year after it was first presented in 2016.Glenstar’s plans for the seven-story development at 8503-8723 West Higgins Road in Park Ridge got the break by agreeing to market 20 percent of the units as affordable housing for 30 years, Block Club Chicago reported.The area near O’Hare was designated a low-affordability community by the City Council in April. The affordable units will cost about $52 million.“The tax savings help to partially offset the cost of the affordable component of the project, making it possible to provide these units, but by no means results in a financial windfall,” said Liz Butler, the zoning attorney for the project.Mayor Lori Lightfoot introduced the tax ordinance, the first to give tax incentives to developers building multi-family projects in “low-affordability communities” or areas where 40 percent or less of the total housing units are affordable. A 2019 analysis found that only 20 percent of housing in the O’Hare area is affordable for households earning 60 percent of the local median income.Approval of the Glenstar project broke the city’s longstanding tradition of letting the local alderperson have final say over developments in their wards. Alderman Anthony Napolitano, whose district includes the area, wanted to build a commercial development instead. He denied that he opposed the project because of the affordable housing.At a committee meeting before the City Council, Napolitano said the decision to approve the development against his wishes tells residents that their voices won’t be heard. Mayor Lightfoot says housing is at the heart of the city’s segregation and the new development will help workers at O’Hare Airport.“This is a time to not just think about your own interests; it’s time to think about the city’s interests,” Lightfoot said. “It’s critical for us to make a statement about affordability and where it can be located.”[BCC] — Victoria PruittAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",8723 West Higgins Road
613,https://therealdeal.com/chicago/2019/07/24/humboldt-park-apartment-mid-rise-listed-for-15m/,Humboldt Park apartment mid-rise listed for $15M,Broker-developer Bill Senne completed the 35-unit Vista on the Park complex at 2635 West North Avenue last year,"Jul.July 24, 2019
03:00 PM",Broker-developer Bill Senne is ready to cash out on a new mixed-use complex he completed in Humboldt Park last year.,"[""Bill Senne and a rendering of Vista on the Park (Credit: LinkedIn)Broker-developer Bill Senne is ready to cash out on a new mixed-use complex he completed in Humboldt Park last year.Senne, president of Chicago-based brokerage Property Consultants, is asking $14.7 million for the 35-unit Vista on the Park building at 2635 West North Avenue, according to a marketing brochure from Marcus & Millichap.The apartments sit atop about 700 square feet of retail space that’s leased to a cafe and a real estate office. The building opened last year.At the time it opened last summer, Vista on the Park was one of few ground-up apartment developments to take shape in rapidly-gentrifying Humboldt Park, where home prices have skyrocketed since 2017. The building’s paneled design and rooftop amenities mimic the parade of new high-end apartment developments rising along the Milwaukee Avenue corridor to the east and north.Each unit also includes a private balcony and in-unit laundry, according to Kyle Stengle, senior director of Marcus & Millichap’s multifamily and mixed-use group. The amenities, combined with more spacious apartments than are found in most comparable new apartment buildings, helped fill the building within months of its opening, he said.The building includes one- and two-bedroom apartments measuring between 875 and 1,310 square feet, with rents ranging from $1,931 to $3,605 per month.Senne paid $915,000 in 2015 to buy the property from investor Neil Freeman, according to Cook County property records. Two years later, while construction was underway on the six-story residential complex, Senne secured a $7.7 million loan on the property from Park Ridge Community Bank.In order to bring the development in line with the city’s Affordable Requirements Ordinance, Senne also built a small apartment building with a trio of three-bedroom units at 1411 North Fairfield Avenue, about a half-mile away. Those apartments rent at $1,270 per month and are being marketed for sale together with the North Avenue property, according to the brochure.The site lies inside the city’s Milwaukee affordability pilot zone, where any new residential proposal needs to set aside 15 percent of its units as affordable in order to secure zoning approval. Since Senne began construction before the pilot zone went into effect in November 2017, his proposal did not trigger the requirements.Stengle and Austin Weisenbeck of Marcus & Millichap also brokered the sale of Senne’s Maynard mixed-use building at 2934 North Milwaukee Avenue in 2015. CLK Properties ultimately bought that property for $6.1 million in 2015, property records show.In both cases, the breadth of banks willing to offer financing at relatively low interest rates presented a “good opportunity to sell the asset,” Stengle said.Vista on the Park is about two blocks east of the 207-acre Humboldt Park and two blocks south of the 606 Trail, where property values have spiked especially hard. Local Alderman Roberto Maldonado (26th) recently introduced a series of ordinances to downzone properties near the trail as a way of slowing the frenzy of new development, but the measures reportedly stalled in the City Council on Wednesday.Senne did not immediately respond to a request for comment Wednesday.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",2635 West North Avenue
614,https://therealdeal.com/chicago/2022/09/09/developer-jim-onan-sells-waukegan-condos-in-4m-bulk-sale/,Developer Jim Onan sells Waukegan condos in $4M bulk sale,Buyer paid $71K per unit,"Sep.September 09, 2022
03:12 PM",The developer of a Waukegan condo building sold more than three-quarters of the building’s units for $4.1 million.,"[""3370 West Brooke Avenue and Kiser Group brokers Danny Mathis and Matt Halper (Kiser Group, Getty)The developer of a Waukegan condo building sold more than three-quarters of the building’s units for $4.1 million.Jim Onan, who built Onan Place Condos in 2006, sold 58 of the building’s 74 units to an undisclosed buyer. Onan appears to be the seller based on prior reporting in the Lake County News-Sun. A news release about the deal stating that Kiser Group’s senior director Matt Halper and director Danny Mantis represented the seller did not identify Onan.“The unique thing about this deal is it’s a bulk condo deal rather than the far more common condo deconversion,” Halper said in a statement.Though condo deconversions have been on the upswing since 2015, steadily transforming much of Illinois’ condo stock into rentals, the owner of the majority of the units did not want to market the sale as a deconversion despite owning more than the 75 percent required under state law, according to Kiser.All of the units included in the sale are currently rented to tenants, giving the property an in-place cap rate of 6.3 percent, the brokerage said.Mantis cited the strength of the far north suburban market and said the area has been seeing strong investor interest from outside Waukegan in recent years.“The buyer of this property comes into a situation with several options,” he said in a statement. “They will have the opportunity to continue to operate the condo chunk as the seller has and organically raise rents and also will have the opportunity to acquire additional units over time.”The condo building is among the newest housing stock in the area.Joseph Rominski, an attorney representing Onan, told the Lake County News-Sun in May the condo units had been slow to sell a decade ago so the Onan family began renting them out. Onan reportedly found a buyer for the 58 units last year, but a conditional use permit not allowing the rental of units caused the sale to be delayed.Some individual condo owners in the building objected to allowing the units to be rented, fearing that the building would become an all-rental community and displace owners if the property was sold.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",3370 West Brooke Avenue
615,https://therealdeal.com/chicago/2020/11/04/the-ever-softening-suburban-office-market/,The ever softening suburban office market,"American Board of Radiology wants to sublease 71K sf in Oak Brook, as office vacancy continues to rise","Nov.November 04, 2020
03:05 PM",Add the American Board of Radiology to a growing list of firms that want to exit the Chicago area office market.,"[""814 Commerce Drive in Oak Brook (Google Maps)Add the American Board of Radiology to a growing list of firms that want to exit the Chicago area office market.After having signed a long-term lease several months ago, the group now wants to sublease its 71,000-square-foot office at 814 Commerce Drive in Oak Brook, according to Crain’s. CBRE is marketing the space.The move is in line with the steady fall in demand for suburban and downtown Chicago office space, as an increasing number of companies have transitioned to working from home. The suburban office vacancy rate reached 25 percent in the second quarter. By mid-October, there were 3.3 million square feet of offices for sublease in the suburbs, according to Crain’s, citing a JLL report.The American Board had planned to administer board certification testing for radiologists at the Oak Brook location, shifting from its current space near O’Hare International Airport. Because of the pandemic, the tests are now conducted virtually with no plans to return to the original model, executive director Brent Wagner told Crain’s. The group never moved into the Oak Brook property.Across the U.S., interest has picked up in suburban offices\nas companies plan to relocate outside of major urban centers. [Crain’s] — Raji PandyaAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",814 Commerce Drive
616,https://therealdeal.com/chicago/2018/06/21/downtown-offices-key-to-landing-tech-talent-employers-say/,"Downtown offices key to landing tech talent, employers say",Suburban companies are increasingly moving to the city to attract high-skilled workers,"Jun.June 21, 2018
04:00 PM",Maintaining downtown offices might be the key to attracting top talent for suburban-based companies facing a tightening labor pool.,"[""Google Chicago HQ, entrance sign to the Fulton Market district (Credit: Edsel Little, Seth Anderson, and State Farm via Flickr)Maintaining downtown offices might be the key to attracting top talent for suburban-based companies facing a tightening labor pool.The hunt for skilled tech employees was part of what motivated Walgreens to join the 2.8-million-square-foot Old Main Post Office redevelopment as its first major tenant, an executive told the Chicago Tribune.Downtown offices were also “one of the major selling factors” for Daniel Henry, who became McDonalds’ executive vice president and global chief information officer last year, he told the newspaper. The global restaurant chain finalized its corporate relocation to Fulton Market from suburban Oak Brook earlier this year.Companies with suburban headquarters like Caterpillar, Sears Holding Corp. and Allstate have all launched satellite offices Downtown as a way to interest a younger demographic of employees who have increasingly moved back into the city.Demand for Downtown office space has risen sharply this decade, jumping from an average of $31.69 per square foot in 2010 to $39.41 this year, according to commercial real estate firm CBRE.McDonald’s and Google’s new corporate offices in Fulton Market have inspired hundreds of millions of dollars in office development in the West Loop, as other businesses look to follow their lead.Last month, Shapack Partners leased furniture manufacturer Knoll to three floors inside the developer’s new 70,000-square-foot office building at 811 West Fulton Street.And more recently, Mark Goodman & Associates unveiled a proposal for a 12-story office building around the corner from the Google and McDonald’s offices.And prolific Fulton Market Developer Sterling Bay plans 1.7 million square feet of new office space in four new buildings on Green and Morgan Streets.Chicago remains in the running for Amazon’s HQ2, which could bring up to 50,000 high-skilled tech jobs wherever it lands. Mayor Rahm Emanuel stirred the city’s business community on Monday when he told reporters that Amazon executives “really like” two of the five Chicago sites they toured this year.\xa0[Chicago Tribune] — Alex NitkinAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",811 West Fulton Street
617,https://therealdeal.com/chicago/2019/05/02/are-high-earners-finally-shifting-away-from-renting-not-so-fast-brokers-say/,"Are high earners finally shifting away from renting? Not so fast, brokers say","A study found a sudden county-wide drop in well-to-do renters, but luxury brokers say apartment demand has never been stronger","May.May 02, 2019
02:00 PM","The DePaul University Institute for Housing Studies’ recent State of Rental Housing report confirmed bleak, if unsurprising, trends from the past several years. It showed yet more evidence of Cook County’s rapidly-falling stock of apartments that are affordable to middle- and low-income renters — a trend driven in large part by a purge of walk-up rental buildings.","[""From left: Luxury Living CEO Aaron Galvin, Downtown Realty Company managing broker Ben Creamer, and Sarah Duda, deputy director of the Institute for Housing Studies at DePaul University, with 111 West Maple StreetThe DePaul University Institute for Housing Studies’ recent State of Rental Housing report confirmed bleak, if unsurprising, trends from the past several years. It showed yet more evidence of Cook County’s rapidly-falling stock of apartments that are affordable to middle- and low-income renters — a trend driven in large part by a purge of walk-up rental buildings.But it also found a decline in high-income renters, a sharp reversal from previous years and an apparent rebuke of everything real estate pros say they’ve noticed about the city’s demographic and economic shifts.For the first time in at least a decade, the county saw a decline in the number of renter households that earn more than 120 percent of area median income, or about $82,000. The number fell from 187,230 in 2016 to 170,381 in 2017, the last year analyzed, a decline of roughly 9 percent.The number of high-income renters is still far above where it was before the 2008 housing crisis, which drove tens of thousands of Chicago-area residents all across the income spectrum away from homeownership. But the 2017 data could show that trend is finally starting to turn, with a slight increase in the number of owner-occupied households across the county. That figure had steadily dropped from 2007 to 2015.“We’re seeing a shift in the demographic groups that have been key drivers of rental demand during the recovery, which is high-income renters and millennials,” said Sarah Duda, deputy director of the institute and the study’s lead author. “Higher-income households have a lot more choice, and they’re more mobile, so they may be taking that opportunity to switch to homeownership.”The report used Census data and other public records to calculate renter demand. In addition to the reduction in high-income renters, it also showed a decline in renters age 55 and younger, with an especially sharp drop in the 25-34 age group.Duda cautioned against drawing too many conclusions from a single year’s results, saying the loss of younger and well-to-do renters would only “raise an alert” if it spills over into future years.But the shift “doesn’t surprise” Charlton Hamer, senior vice president of affordable housing developer The Habitat Companies.“Going back to the late aughts, we’ve seen this increase in the younger, educated population graduating from Big Ten schools and then gravitating toward Chicago,” Hamer said. “But as that group gets older, a lot of them are either buying infill single-family homes [in the city] or moving to inner-ring suburbs.”Another factor could be that younger well-to-do renters are simply doubling up and sharing higher-end apartments, reducing the number of rental households even while the number of actual renters continues to rise, according to Aaron Galvin, CEO of Luxury Living, which handles leasing for a number of high-end properties.“We’re seeing more couples renting a lot of the one-bedrooms in these newer buildings, which tend to have smaller unit sizes,” Galvin said. “So these apartments are getting smaller, but still commanding a high price point.”And if the city is seeing a dip in demand among big-spending renters, no one told the landlords who keep hiking rents, Galvin added. Rents are approaching $4 per square foot, and one-bedrooms are event renting for $3,000 in some newer buildings, after four years in which a combined 20,000 high-end apartments were added near the city core, according to data compiled by Luxury Living.Nearly half of Luxury Living’s clients come from outside the city, mirroring a heavy influx of coastal residents being drawn Downtown by high-salary jobs.Other luxury apartment brokers are seeing demand grow, too. Downtown Apartment Company, the rental division of Downtown Realty Company, saw a 22 percent hike in closings during the first quarter this year compared to 2018, managing broker Ben Creamer said. That followed a 13 percent rise between 2017 and 2018.“We’re maybe seeing an uptick on the buyer side with some older millennials, but I think rental demand is as strong as it’s ever been,” Creamer said.He added the growing glut of high-end apartments, especially around the South Loop with new developments like Essex on the Park and NEMA Chicago, is pushing luxury management companies and offer generous concessions in some parts of the city.The incentives may be strong enough to keep a major slice of well-do-to residents out of the buying market.And luxury resi brokers like Janice Corley, owner of RE/MAX Premier, have noticed. The suddenly wide availability of high-rise rentals is luring away many older spenders who would otherwise be looking for houses, Corley said.“It seems like baby boomers all decided to sell their [suburban] homes at the same time” and flock to ritzy Downtown apartments, Corley said. “And now that millennials are getting married and having kids, they’re not replacing the boomers. They’re staying in the city.”All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",111 West Maple Street
618,https://therealdeal.com/chicago/2019/01/02/alderman-approves-gw-properties-plan-for-portillos-location-in-avondale/,Alderman has no beef with GW Properties’ plan for Portillo’s eatery in Avondale,"In addition to the popular chain famous for its Italian beef sandwiches, the property will include 128-vehicle lot","Jan.January 02, 2019
05:00 PM",Alderman Carlos Ramirez-Rosa (35th) will throw his weight behind GW Properties’ proposal to build a Portillo’s and parking lot in Avondale.,"[""Alderman Carlos Ramirez Rosa and a rendering of Portillo’s (Credit: Facebook)Alderman Carlos Ramirez-Rosa (35th) will throw his weight behind GW Properties’ proposal to build a Portillo’s and parking lot in Avondale.Ramirez-Rosa will approve a tweak to the city’s zoning to allow for construction of the 9,900-square-foot restaurant at 3357 West Addison Street. That will let the Chicago-based developer raze the existing taxi stand and build a drive-thru restaurant in its place. It would be the chain’s third location in the city. The bulk of the 90,000-square-foot site will be dedicated to a 128-vehicle parking lot. The plan was first presented during a public meeting in November.The entire project is set to cost around $15 million, according to GW principal Mitch Goltz. The restaurant will be built with a “prohibition-style” brick facade, evoking early 20th-century Chicago architecture, Goltz said. GW Properties has yet to purchase the land, and it still needs the Zoning Board of Appeals to approve a special-use permit for a drive-thru. Goltz said he hopes to complete the building in time for the restaurant to open by the end 2019.The site is in the alderman’s ward, meaning the project requires his consent to move forward. Ramirez-Rosa made the announcement in his constituent newsletter on Wednesday.Portillo’s, known across the region for its decadent Italian beef sandwiches and chocolate cake shakes, operates dozens of locations across Illinois but just two in Chicago, including one in River North. The other sits across the street from a 77,000-square-foot lot in the South Loop where GW Properties has proposed building a drive-thru Chick-Fil-A.Last year, Stan Sobieski was approved to build a 48-unit apartment complex at 2823 West Belmont Avenue. Elsewhere in Avondale, the Hubbard Street Group and Knickpoint Ventures are converting the 1.5-million-square-foot former Marshall Fields warehouse at 4000 West Diversey Avenue into a mixed-use hub with 123 apartments.Last month, GW and Angelo Gordon secured a $42 million loan to buy and redevelop two Macy’s department stores in Schaumburg and Oak Brook.All rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",3357 West Addison Street
619,https://therealdeal.com/chicago/2018/10/04/blue-star-offers-up-two-options-for-lakeview-mixed-use-complex/,Blue Star offers up two options for Lakeview mixed-use complex,"The plans call for 65 or 79 apartments, and between 5K and 7K sf of retail space","Oct.October 04, 2018
01:30 PM","Blue Star Properties unveiled two versions of a mixed-use proposal at the intersection of Ashland and Barry avenues in West Lakeview, offering to build up to 79 apartments on top of at least 5,000 square feet of retail space.","[""Blue Star Properties principal Craig Golden and the 79-unit version of Blue Star’s mixed-use proposal at 3118 North Ashland AvenueBlue Star Properties unveiled two versions of a mixed-use proposal at the intersection of Ashland and Barry avenues in West Lakeview, offering to build up to 79 apartments on top of at least 5,000 square feet of retail space.Outlines for both plans were recently posted on Alderman Scott Waguespack’s (32nd) website, according to Curbed.One version calls for 65 apartments on top of 6,700 square feet of retail space, and the other imagines 79 apartments with 5,500 square feet of retail. Both plans show a mix of one-bedroom and two-bedroom apartments measuring between 527 square feet and 995 square feet each.The building would replace a parking lot, playlot and low-lying retail strip at 3118 North Ashland Avenue, between Burley Elementary School and the busy six-way intersection of Ashland, Belmont and Lincoln avenues.Blue Star would likely lease a portion of its retail space to Xfinity, which occupies a building next door, according to Curbed.A staffer for Waguespack said he and community groups are still reviewing the proposal, which would need a zoning change to move forward.Chicago-based Blue Star lists 10 properties in its portfolio, including five in the West Loop. In July, the company put the 19-story National Building on the market for $200 million.Two blocks east of Blue Star’s Lakeview site, Newport Realty began building a 24-unit apartment complex last month.And four blocks to the North, Artis Senior Living is set to open its 136-unit facility at 3535 North Ashland Avenue early next year.\xa0[Curbed] — Alex NitkinAll rights reserved © 2022 The Real Deal is a registered Trademark of Korangy Publishing Inc.The Real Deal's newsletters give you the latest scoops, fresh headlines, marketing data, and things to know within the industry.By clicking Subscribe you agree to our Privacy Policy.Round-up top news and topics for each of the following citiesSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive belowSelect the newsletter you'd like to receive below""]",3118 North Ashland AvenueBlue St
