,lat,lon,work_desc,name,review_type,full_address,app_year_start
150,41.8965114,-87.62912469999999,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100850655; REVISIONS INCLUDE (BUT NOT LIMITED TO) KITCHENS, BATHROOMS AND FLOOR PLANS ON SEVERAL FLOORS ALONG WITH MEP REVISIONS; ALL AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",PLUNKARD JAMES M,DIRECT DEVELOPER SERVICES,23 W CHICAGO AVE,2021.0
151,41.8850049,-87.6547992,"DDS 2019 CBC: SHALLOW FOUNDATIONS AND PARTIAL SUPERSTRUCTURE THROUGH THIRD FLOOR FOR THE NEW CONSTRUCTION OF A 21 STORY RESIDENTIAL BUILDING WITH 224 DWELLING UNITS AND 70 CAR PARKING SPACES. (OCC GROUPS R-2, M, B, S-2, A; CONST TYPE 1A); CAISSONS ONLY PERMIT 100921065. NO BELOW-GRADE WRECKING ON THIS PERMIT. NO WORK WITHIN 10 FEET HORIZONTALLY OF AREAS OF BELOW-GRADE WRECKING UNTIL WRECKING PERMIT ISSUED AND INSPECTED.CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",WINEBERG CLARA INES,DIRECT DEVELOPER SERVICES,166 N ABERDEEN ST,2021.0
152,41.8913376,-87.637835,"FULL BUILDING PERMIT FOR PROPOSED 41-STORY RESIDENTIAL TOWER WITH 356 UNITS, 11,500 OF GROUND FLOOR RETAIL, 253 CAR PARKING AND 125 BIKE PARKING ON LEVELS 2-5 AND 6TH FLOOR AMENITIES.FOUNDATION / PARTIAL SUPERSTRUCTURE PERMIT # 100790062",BRININSTOOL DAVID LEE,DIRECT DEVELOPER SERVICES,369 W GRAND AVE,2019.0
153,41.9107682,-87.6343871,"**DIRECT DEVELOPER SERVICES** FULL BUILDING PERMIT PHASE: NEW 23 RESIDENTIAL UNIT 6 STORY TYPE 1-C BUILDING WITH GROUND FLOOR RETAIL AND INTERIOR PARKING FOR 8 VEHICLES. SPRINKLERS LIMITED TO TRASH CHUTE. PROJECT IS A TRANSIT ORIENTED DEVELOPMENT. FOUNDATION PERMIT 100755536, REVISION TO FOUNDATION PERMIT 100767574, SUPERSTRUCTURE ONLY PERMIT 100767576. / 9-12-18 / DIST B3-5 / STAMP FOR 1553-55 N WELLS / CAL 112-18-S ; CAL 113-18-Z; CAL 114-18-Z GRANTED.",DUFRESNE JEAN,DIRECT DEVELOPER SERVICES,1553 N WELLS ST,2018.0
154,41.9107682,-87.6343871,"**DIRECT DEV SERVICES** SHALLOW FOUNDATIONS ONLY PERMIT FOR A PROPOSED 6-STORY 34,720 SF MIXED USE MERCANTILE AND 23 D.U RESIDENTIAL BUILDING OF TYPE1-C CONSTRUCTION WITH 8 PARKING SPACES. SPRINKLERS LIMITED TO TRASH CHUTE. PROJECT IS A TRANSIT ORIENTED DEVELOPMENT.",DUFRESNE JEAN,DIRECT DEVELOPER SERVICES,1553 N WELLS ST,2018.0
155,41.9435713,-87.66362319999999,**DIRECT DEVELOPER SERVICES PROJECT** NEW CONSTRUCTION OF 4 STORY WITH BASEMENT (TYPE 3B CONSTRUCTION) 30 RESIDENTIAL UNIT  BUILDING WITH 1ST FLOOR COMMERCIAL USE AS PER PLANS.,DUFRESNE JEAN,DIRECT DEVELOPER SERVICES,3401 N SOUTHPORT AVE,2019.0
156,41.8845801,-87.65476180000002,DIRECT DEVELOPER SERVICES: NEW CONSTRUCTION OF 3-STORY OFFICE/RETAIL BUILDING WITH BASEMENT STORAGE. RETAIL ON LEVELS 1 & 2. OFFICE ON LEVEL 3 AS PER PLANS. CONSULTANT REVIEWER: V3 COMPANIES,TALTY JON P,DIRECT DEVELOPER SERVICES,1100 W RANDOLPH ST,2022.0
157,41.6781841,-87.6476237,"BC/CFD-PBC PROJECT NUMBER 07115- ERECT NEW 1 STORY PBC FIRE STATION BUILDING , EC 115 AS PER PLANS. **DIRECT DEVELOPER SERVICES**",WESTBROOK RAMONA,DIRECT DEVELOPER SERVICES,1024 W 119TH ST,2019.0
158,41.7024485,-87.5949811,"DIRECT DEVELOPER SERVICES PD#1167 ERECT A NEW 145,811 SQUARE FOOT WAREHOUSE DISTRIBUTION FACILITY.",JOSLIN BARBARA,DIRECT DEVELOPER SERVICES,10500 S WOODLAWN AVE,2020.0
159,41.8970541,-87.63437979999999,"DIRECT DEVELOPER SERVICES* REVISION TO PERMIT 100848261 - REVISE THREE TYPE A UNITS TO BE FULLY ACCESSIBLE PRIOR TO OCCUPANCY, REVISE ACCESSIBLE UNIT MATRIX AND REVISE LAYOUT OF 1ST FLOOR CORRIDOR. CONSULTANT REVIEWER:V3 COMPANIES",SORICH GEORGE S,DIRECT DEVELOPER SERVICES,808 N WELLS ST,2021.0
160,41.8958264,-87.63973279999999,"**DIRECT DEVELOPER SERVICES** NEW 9 STORY (TYPE 1A), 134 UNIT BUILDING WITH GROUND FLOOR RETAIL AND PARTIAL BASEMENT AS PER PLANS. CONSULTANT REVIEWER: V3 COMPANIES",SORICH GEORGE S,DIRECT DEVELOPER SERVICES,751 N HUDSON AVE,2020.0
161,41.8849752,-87.6523911,"(DIRECT DEVELOPER SERVICES / 2019 CBC)  NEW CONSTRUCTION OF 30-STORY RESIDENTIAL BUILDING (282 DWELLING UNITS) WITH RETAIL ON LEVELS 1 AND 2, PARKING ON LEVELS 2, 3 AND 4 (89 AUTO PARKING SPACES AND 153 BIKE PARKING SPACES) AS PER PLANS.  (CAISSON ONLY PERMIT# 100945950) CONSULTANT REVIEWER: V3 COMPANIES OF IL",KERWIN THOMAS PATRICK,DIRECT DEVELOPER SERVICES,160 N MORGAN ST,2022.0
162,41.9905578,-87.6995293,"DDS 2019 CBC: NEW CONSTRUCTION OF A THREE (3) STORY PLUS BASEMENT OFFICE BUILDING / COMMUNITY CENTER ON EXISTING BUILDING FOUNDATIONS TO INCLUDE AT GRADE PARKING LOT AND ASSOCIATED SITE WORK, AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",KERWIN THOMAS PATRICK,DIRECT DEVELOPER SERVICES,6008 N CALIFORNIA AVE,2021.0
163,41.67318,-87.5447528,"DDS 2019 CBC: REVISION TO PERMIT 100892238 FOR LANDSCAPE MODIFICATIONS ONLY, AS PER PLANS  (OCCUPANCIES B, F-1, F-2, S-1 & S-2; CONSTRUCTION TYPE IIB)",WATERS ROBERT,DIRECT DEVELOPER SERVICES,3300 E 122ND ST,2022.0
164,41.9752673,-87.66004219999999,"DDS 2019 CBC: SHALLOW FOUNDATIONS, PODIUM STRUCTURAL STEEL AND SLAB AND MASONRY CORES THROUGH ROOF FOR THE NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL BUILDING WITH 64 APARTMENTS AND GROUND FLOOR RETAIL. (OCC. R-2, M; TYPE II-A) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",BOOTH LAURENCE OGDEN,DIRECT DEVELOPER SERVICES,1135 W WINONA ST,2021.0
165,41.7859721,-87.58658229999999,"DDS PRE 2019 CBC: CAISSON ONLY FOR PROPOSED 2 STORY FORUM (OCCUPANCY GROUP C1, E, F; TYPE 1B CONSTRUCTION). SCOPE TO INCLUDE TREE REMOVAL AND SITE CLEARING. (OCCUPANCY GROUP C1, E, F; TYPE 1B CONSTRUCTION) CONSULTANT REVIEWER: V3 COMPANIES",WILLIAMS TOD C,DIRECT DEVELOPER SERVICES,6011 S STONY ISLAND AVE,2021.0
166,41.7858174,-87.5865793,"DDS PRE 2019 CBC: CAISSON ONLY VERTICAL PENETRATION FOR PROPOSED 2 STORY LIBRARY STRUCTURE AT JACKSON PARK FOR PRESIDENTIAL CENTER AS PER PLANS. SCOPE TO INCLUDE TREE REMOVAL AND SITE CLEARING. (OCCUPANCY GROUP C2, H2; TYPE 1A CONSTRUCTION) CONSULTANT REVIEWER: V3 COMPANIES",WILLIAMS TOD C,DIRECT DEVELOPER SERVICES,6021 S STONY ISLAND AVE,2021.0
167,41.7838605,-87.5864469,DDS PRE 2019 CBC: CAISSON ONLY FOR PROPOSED 1 STORY WITH LOWER LEVEL PARKING STRUCTURE AT JACKSON PARK FOR PRESIDENTIAL CENTER AS PER PLANS. SCOPE TO INCLUDE TREE REMOVAL AND SITE CLEARING. (OCCUPANCY GROUP J; TYPE 1A CONSTRUCTION),WILLIAMS TOD C,DIRECT DEVELOPER SERVICES,6101 S STONY ISLAND AVE,2021.0
168,41.8766852,-87.6265918,"(DIRECT DEVELOPER SERVICES)  NEW CONSTRUCTION OF A TWENTY-FIVE (25) STORY RESIDENTIAL APARTMENT BUILDING (344 UNITS) TO INCLUDE GROUND FLOOR RETAIL, PARKING ON LEVELS 2-3 (103 PARKING SPACES) AS PER PLANS.  (FOUNDATION & SUPERSTRUCTURE PERMIT# 100831465)",KENNEDY CHARLES S,DIRECT DEVELOPER SERVICES,410 S WABASH AVE,2020.0
169,41.8848676,-87.6501408,"**2018 CHICAGO BUILDING CODE** **DIRECT DEV SERVICES** FULL BUILDING PERMIT FOR THE NEW CONSTRUCTION OF A 300-UNIT APARTMENT BUILDING, GROUND FLOOR RETAIL AND PARKING PODIUM. FOUNDATIONS PERMIT UNDER 100869816.  THIRD PARTY CONSULTANT: GLOBETROTTERS ENGINEERING.",STELTER DAVID B,DIRECT DEVELOPER SERVICES,164 N PEORIA ST,2021.0
170,41.9143181,-87.75583089999999,"*DIRECT DEVELOPER SERVICES* 2019 CBC: FOUNDATION PERMIT PHASE: FOUNDATION ONLY FOR 2 STORY COMMUNITY CENTER WITH ASSEMBLY (A-3) AND EDUCATIONAL (E-1) OCCUPANCY, TYPE IB AND ON-SITE PARKING AS PER PLANS.      CONSULTANT REVIEWER: V3 COMPANIES",BUEHLER JOSEPH,DIRECT DEVELOPER SERVICES,1841 N LARAMIE AVE,2021.0
171,41.9752673,-87.66004219999999,"DDS 2019 CBC: NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL BUILDING WITH 64 DWELLING UNITS (OCC. R-2, M; TYPE II-A). FOUNDATIONS AND PARTIAL SUPERSTRUCTURE PERMITTED UNDER 100900621. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",BOOTH LAURENCE OGDEN,DIRECT DEVELOPER SERVICES,1135 W WINONA ST,2021.0
172,41.875006,-87.6763737,"DDS 2019 CBC: FOUNDATIONS AND PARTIAL SUPERSTRUCTURE PERMIT THROUGH UNDERSIDE OF 4TH FLOOR DECK FOR THE NEW CONSTRUCTION OF A 22 STORY RESIDENTIAL BUILDING WITH 279 DWELLING UNITS AND 173 PARKING SPACES. CAISSONS ONLY PERMITTED UNDER 100921017. (OCC R-2, B, A-3, S-2; CONST TYPE 1-A) CONSULTANT REVIEWER: V3 COMPANIES",BRININSTOOL DAVID LEE,DIRECT DEVELOPER SERVICES,513 S DAMEN AVE,2021.0
173,41.7846977,-87.5865568,DIRECT DEVELOPER SERVICES: CAISSON ONLY VERTICAL PENETRATION FOR PROPOSED BUILDINGS AT JACKSON PARK FOR PRESIDENTIAL CENTER AS PER PLANS. SCOPE TO INCLUDE TREE REMOVAL AND SITE CLEARING. CONSULTANT REVIEWER: V3 COMPANIES OF ILLINOIS,WILLIAMS TOD C,DIRECT DEVELOPER SERVICES,6001 S STONY ISLAND AVE,2021.0
174,41.948271,-87.65826,"***DIRECT DEVELOPER SERVICES*** CBC 2019; ERECT FOUR (4) STORY 18 DU RESIDENTIAL BUILDING WITH STAIR AND ELEVATOR LOBBY PENTHOUSE AT ROOF LEVEL; ROOF DECK WITH VERTICAL TRELLIS; 17-CAR ATTACHED GARAGE, 1 PARKING AND 1 LOADING ON SLAB; AND NINE (9) BICYCLE SPACES AS PER PLANS. CONSULTANT REVIEWER:GLOBETROTTERS ENGINEERING",HIRSCH HOWARD M,DIRECT DEVELOPER SERVICES,1118 W PATTERSON AVE,2021.0
175,41.8821417,-87.653425,"DDS 2019 CBC: NEW SUPERSTRUCTURE FOR A 6-STORY MIXED-USE COMMERCIAL & 13-UNIT MULTI-FAMILY RESIDENTIAL BUILDING W/ PARKING GARAGE (23 SPACES) TYPE II-A CONSTRUCTION FULLY SPRINKLERED. CONSULTANT REVIEWER: V3 COMPANIES.(OCCUPANCY M, R-2, S-2: CONSTRUCTION TYPE IIA)***FOUNDATION PERMIT ISSUED UNDER 100930087. CONSULTANT REVIEWER: V3 COMPANIES",SULLIVAN MARK,DIRECT DEVELOPER SERVICES,6 N CARPENTER ST,2022.0
176,41.8848676,-87.6501408,***DIRECT DEV SERVICES*** 2018 CHICAGO BUILDING CODE ** FOUNDATIONS-ONLY PERMIT FOR THE NEW CONSTRUCTION OF A 300-UNIT APARTMENT BUILDING GROUND FLOOR RETAIL AND PARKING PODIUM. THIRD PARTY CONSULTANT: GLOBETROTTERS ENGINEERING,STELTER DAVID B,DIRECT DEVELOPER SERVICES,164 N PEORIA ST,2021.0
177,41.9654189,-87.65617619999999,"DDS 2019 CBC: FULL BUILDING PERMIT PHASE FOR THE NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL BUILDING WITH 62 APARTMENTS AND GROUND FLOOR RETAIL.(OCC. R-2, M; TYPE II-A) FOUNDATION PERMIT UNDER 100900619. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",GIBSON GREGORY DAVID,DIRECT DEVELOPER SERVICES,4600 N KENMORE AVE,2021.0
178,41.8882948,-87.64627829999999,(DIRECT DEVELOPER SERVICES)  NEW CONSTRUCTION OF A 32-STORY RESIDENTIAL APARTMENT BUILDING (373 UNITS) WITH PARKING ON BASEMENT - 2ND FLOOR (143 PARKING SPOTS) AS PER PLANS.  (FOUNDATION & PARTIAL SUPERSTRUCTURE PERMIT# 100844898) CONSULTANT REVIEWER: V3 COMPANIES,HAYMES DAVID A,DIRECT DEVELOPER SERVICES,354 N UNION AVE,2021.0
179,41.9399676,-87.6492875,*** DIRECT DEVELOPER SERVICES*** CBC 2019 - FOUNDATION ONLY FOR A PROPOSED TWO STORY RETAIL/COMMERCIAL BUILDING WITH 87 PARKING SPACES AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,HIRSCH HOWARD M,DIRECT DEVELOPER SERVICES,801 W BELMONT AVE,2021.0
180,41.9143181,-87.75583089999999,DIRECT DEVELOPER SERVICES-2019 CBC: NEW CONSTRUCTION FULL BUILDING: NEW 2-STORY COMMUNITY CENTER AS PER PLANS.CONSULTANT REVIEWER: V3 COMPANIES OF IL,BUEHLER JOSEPH,DIRECT DEVELOPER SERVICES,1841 N LARAMIE AVE,2021.0
181,41.9652043,-87.65148359999999,"**DIRECT DEVELOPER SERVICES** 2019 CBC: new 6 story, 73  unit independent senior apartment building including a  44 space parking garage at ground level as per plans (occupancy type: R-2 and S-2 construction type: 2A CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",BONE JEFFREY C,DIRECT DEVELOPER SERVICES,833 W WILSON AVE,2022.0
182,41.9392497,-87.73406659999999,"NEW CONSTRUCTION - BUILDING 6 - 3-STORY WITH PENTHOUSE AND ROOF DECK TOWNHOME BUILDING WIHT SEVEN (7) RESIDENTAL UNITS, 14 GARAGE PARKING.  3B CONSTRUCTION, FULLY SPRINKLERED.",SPLITT JONATHAN D,TRADITIONAL DEVELOPER SERVICES,4252 W BELMONT AVE,2020.0
183,41.939268,-87.733037,"NEW CONSTRUCTION - BUILDING 8 - 3-STORY WITH PENTHOUSE AND ROOF DECK TOWNHOME BUILDING WITH EIGHT (8) RESIDENTIAL UNITS, 14 GARAGE PARKING.  3B CONSTRUCTION, FULLY SPRINKLERED.",SPLITT JONATHAN D,TRADITIONAL DEVELOPER SERVICES,4216 W BELMONT AVE,2020.0
184,41.8951612,-87.7370103,FULL BUILDING PERMIT FOR 6 STORY TRAINING CAMPUS BUILDING THAT INCLUDES A 9-STORY ADMINISTRATIVE SECTION AND ONE STORY SHOOTING RANGE.  INCLUDES 387 PARKING SPACES WITH ONE OFF STREET LOADING SPACE,GELDIS GEORGE,TRADITIONAL DEVELOPER SERVICES,4443 W CHICAGO AVE,2021.0
185,41.981425,-87.65534199999999,*DIRECT DEVELOPER SERVICES* PRIVATELY OWNED AND FUNDED NEW CONSTRUCTION OF A 5 STORY TYPE II-A APARTMENT BUILDING WITH 78 DWELLING UNITS INCLUDING SIMPLEX AND DUPLEX UNITS. BUILDING WILL INCLUDE 27 CAR PARKING SPACES AND 78 BIKE PARKING SPACES AND A ROOFTOP DECK. Zoning District B3-5. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,STETSON JOHN C.,DIRECT DEVELOPER SERVICES,5440 N SHERIDAN RD,2020.0
186,41.6479092,-87.55384,***DIRECT DEVELOPER SERVICES*** NEW CONSTRUCTION OF A ONE STORY RAIL CAR PRODUCTION FACILITY WITH 2-STORY OFFICE AREA.,RINGHAM BRYAN,DIRECT DEVELOPER SERVICES,13535 S TORRENCE AVE,2017.0
187,41.894252,-87.633109,"DIR. DEV. SERVICES PERMIT FOR FOUNDATION THROUGH LEVEL 3 (PHASE1) WITH ENCLOSED PARKING FOR 53 SPACES (47 REQUIRED @ 1.5/D.U) AT 1ST -3RD FLOOR AND RETAIL SPACE OF 3,132 SQ.FT AT 1ST FLOOR LEVEL. FOR A  FOURTEEN (14) STORY RESIDENTIAL BUILDING WITH 31 RESIDENTIAL UNITS (4TH - 14TH FLOOR). THE RESIDENTIAL PART WILL BE SUBMITTED UNDER SEPARATE PERMIT (PHASE 11). CONSULTANT REVIEWER: PRIMERA ENGINEERING",MC KINNEY MARK D,DIRECT DEVELOPER SERVICES,146 W ERIE ST,2017.0
188,41.8297908,-87.6652314,"*DIRECT DEVELOPER SERVICES* 2019 BUILDING CODE  PMD #8 NEW 1 STORY, IIIB CONSTRUCTION, 114,344 SF PACKAGE WAREHOUSE/DISTRIBUTION FACILITY AS PER PLANS. CONSULTANT REVIEWER: V3 COMPANIES",JOSLIN BARBARA,DIRECT DEVELOPER SERVICES,3523 S ASHLAND AVE,2020.0
189,41.9074797,-87.6473199,"DDS 2019 CBC, PD 1075: REVISION TO PERMITS 100891575 AND 100910286. INCORPORATION OF ALTERNATIVE CODE APPROVALS AND ENGINEERING JUDGMENTS FOR REVISED WALL TYPES AND WALL PENETRATIONS. OCCUPANCY GROUP R-2, TYPE V-A CONSTRUCTION. SCHILLER PLACE BUILDING 1 OF 3. PERMIT DRAWINGS FOR ALL 3 BUILDINGS UPLOADED UNDER THIS PERMIT. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",WHITEHURST ROBIN E,DIRECT DEVELOPER SERVICES,749 W SCHILLER ST,2022.0
190,41.9074797,-87.6473199,"DDS 2019 CBC, PD 1075: REVISION TO PERMITS 100891579 AND 100910287. INCORPORATION OF ALTERNATIVE CODE APPROVALS AND ENGINEERING JUDGMENTS FOR REVISED WALL TYPES AND WALL PENETRATIONS. OCCUPANCY GROUP R-2, TYPE V-A CONSTRUCTION. SCHILLER PLACE BUILDING 2 OF 3. PERMIT DRAWINGS UPLOADED UNDER PERMIT 100961876.CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",WHITEHURST ROBIN E,DIRECT DEVELOPER SERVICES,731 W SCHILLER ST,2022.0
191,41.9074797,-87.6473199,"DDS 2019 CBC, PD 1075: REVISION TO PERMITS 100891583 AND 100910288. INCORPORATION OF ALTERNATIVE CODE APPROVALS AND ENGINEERING JUDGMENTS FOR REVISED WALL TYPES AND WALL PENETRATIONS. OCCUPANCY GROUP R-2, TYPE V-A CONSTRUCTION. SCHILLER PLACE BUILDING 3 OF 3. PERMIT DRAWINGS UPLOADED UNDER PERMIT 100961876. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",WHITEHURST ROBIN E,DIRECT DEVELOPER SERVICES,711 W SCHILLER ST,2022.0
192,41.8864532,-87.6544414,"DIRECT DEVELOPER SERVICES* 2019 CBC: REVISION TO FULL BUILDING PERMIT 100890322. REVISIONS INCLUDE ADDITION OF RATED WINDOWS TO EAST FACADE, SOUTH COLUMN GEOMETRY, CORE/STAIR REVISIONS, PLUMBING DRAWING UPDATE. (OCC CLASS A-2, B, M, S-2; CONST CLASS 1B)  CONSULTANT REVIEWER: PRIMERA ENGINEERING",PLUNKARD JAMES M,DIRECT DEVELOPER SERVICES,237 N ABERDEEN ST,2021.0
193,41.9074797,-87.6473199,"DIRECT DEVELOPER SERVICES* 2019 CBC: FULL BUILDING PERMIT FOR 4 STORY 16 DWELLING UNIT APARTMENT BUILDING WITH 9 OUTDOOR PARKING SPACES. OCCUPANCY GROUP R-2, TYPE V-A CONSTRUCTION. SCHILLER PLACE BUILDING 2 OF 3. PLAN REVIEW TO OCCUR UNDER PERMIT 100891575. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",WHITEHURST ROBIN E,DIRECT DEVELOPER SERVICES,731 W SCHILLER ST,2020.0
194,41.9074797,-87.6473199,"DDS 2019 CBC: FULL BUILDING PERMIT FOR 4 STORY 16 DWELLING UNIT APARTMENT BUILDING AND LEASING OFFICE WITH 9 OUTDOOR PARKING SPACES, OCCUPANCY GROUP R-2, TYPE V-A CONSTRUCTION. SCHILLER PLACE BUILDING 3 OF 3. PLAN REVIEW TO OCCUR UNDER PERMIT 100891575 CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",WHITEHURST ROBIN E,DIRECT DEVELOPER SERVICES,711 W SCHILLER ST,2020.0
195,41.6866943,-87.5549202,"DDS 2019 CBC: NEW PRE-ENGINEERED POWER CONTROL EQUIPMENT ENCLOSURE, BAG HOUSES, AND FOUNDATIONS FOR THE CALUMENT PROCESSING FACILITY. THIS IS AN INDUSTRIAL PROCESSING FACILITY AND IS NOT DESIGN FOR HUMAN OCCUPANCY, THE FACILITY IS AN EXISTING INTENSIVE MANUFACTURING USE. NO CHANGE OF USE PROPOSED. (OCC GROUP U, CONST TYPE II) CONSULTANT REVIEWER: V3 ENGINEERING",QUIRIN MICHAEL,DIRECT DEVELOPER SERVICES,2701 E 114TH ST,2021.0
196,41.8562621,-87.6567273,"2019 CBC: DDS, CAISSONS ONLY FOR PROPOSED 5 STORY BUILDING AS PER PLANS. CONSULTANT REVIEWER: V3 COMPANIES",DZIEKIEWICZ GABRIEL IGNACIO,DIRECT DEVELOPER SERVICES,1858 S RACINE AVE,2021.0
197,41.7740218,-87.79994640000001,"NEW 3-STORY 112,543 SF ELEMENTARY SCHOOL AND SITE IMPROVEMENTS TO SERVE 1,170 STUDENTS.  SITE IS CURRENTLY UNIMPROVED AND VACANT.  PROPOSED USE/OCCUPANCY IS C-3 ASSEMBLY UNIT, TYPE 1A SCHOOL.",CLUNE THOMAS M JR,DIRECT DEVELOPER SERVICES,7134 W 65TH ST,2017.0
198,41.9133846,-87.6876984,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT (INCLUSIVE OF FOUNDATION) FOR A PROPOSED SIX STORY 109 DWELLING UNIT BUILDING WITH 42 PARKING SPACES AND RETAIL/COMMERCIAL ON THE GROUND FLOOR; ALL AS PER PLANS,SORICH GEORGE S,DIRECT DEVELOPER SERVICES,1744 N WESTERN AVE,2019.0
199,41.8847427,-87.6591521,DIRECT DEVELOPER SERVICES PROGRAM. AUGER CAST PILES AND MAT FOUNDATION AT ELEVATOR CORE ONLY FOR 27 STORY MIXED USE RESIDENTIAL TOWER. ZONING DISTRICT PD 1495 CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING. FOUNDATION PERMIT UNDER 100916540,ROSZAK THOMAS A,DIRECT DEVELOPER SERVICES,160 N ELIZABETH ST,2021.0
200,41.8847427,-87.6591521,"DIRECT DEVELOPER SERVICES PROGRAM - FOUNDATION THROUGH 3RD FLOOR SUPERSTRUCTURE AND UNDERGROUND PLUMBING AND ELECTRICAL ONLY FOR FUTURE 27 STORY MIXED USE RESIDENTIAL TOWER, ZONING DISTRICT PD 1495; CAISSONS UNDER PERMIT 100917470. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",ROSZAK THOMAS A,DIRECT DEVELOPER SERVICES,160 N ELIZABETH ST,2021.0
201,41.8744459,-87.6651065,***DIRECT DEVELOPER SERVICES*** FIRST-TIME BUILD-OUT OF PARTIAL 8TH FLOOR MEDICAL OFFICE SPACE IN AN EXISTING AMBULATORY CARE FACILITY. TO INCLUDE BUILD OUT OF 307SF STORAGE ROOM ON THE 3RD FLOOR. (B- BUSINESS OCCUPANCY; IB CONSTRUCTION TYPE). CONSULTANT REVIEWER: V3 COMPANIES OF IL,DOIEL MICHAEL D,DIRECT DEVELOPER SERVICES,1520 W HARRISON ST,2022.0
202,41.9125288,-87.66065069999999,"(DIRECT DEVELOPER SERVICES / 2019 CBC)  FULL BUILDING PERMIT, TO INCLUDE EXTERIOR BUILDING FACADE, FOR A NINE (9) STORY OFFICE BUILDING TO INCLUDE LOWER LEVEL PARKING (55 PARKING SPACES) AS PER PLANS.  (CONSTRUCTION CLASSIFICATION - 1A / OCCUPANCY CLASSIFICATION - B)  (FOUNDATION / SUPERSTRUCTURE PERMIT 100930144) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",UHLIR GRANT,DIRECT DEVELOPER SERVICES,1229 W CONCORD PL,2021.0
203,42.00624819999999,-87.9019498,"New Construction: 1 story convenience store, quick service restaurant, and multi-fuel station and fueling canopies with PV panels mounted above them, new trash enclosure all per plans. Development located at the corner of W. Higgins and Patton Drive at O'Hare. BUILDING 840 CHICAGO OHARE INTERNATIONAL AIRPORT. PD-0.",BARNEY DANIEL,TRADITIONAL DEVELOPER SERVICES,11601 W TOUHY AVE,2019.0
204,42.00624819999999,-87.9019498,"Alter dumpster enclosure 9'x35' to house backflow prevention devices  and heat enclosure for equipment. Includes  associated site work, lighting, elect. panel, heater(s), and backflow equip. Relocate transformer for charging stations per plans. Rev. to permit # 100811738. CERTIFIED PLAN CORRECTIONS.",BARNEY DANIEL,TRADITIONAL DEVELOPER SERVICES,11601 W TOUHY AVE,2019.0
205,41.9076922,-87.65150469999999,"DDS 2019 CBC: SHALLOW FOUNDATIONS AND PARTIAL SUPERSTRUCTURE [UNDERSIDE OF 5TH FLOOR] FOR A PROPOSED 27 STORY RESIDENTIAL APARTMENT BUILDING WITH 327 DWELLING UNITS AND 142 OFF-STREET VEHICLE PARKING SPACES IN A PARKING GARAGE PODIUM. CAISSONS ONLY PERMITTED UNDER 100949552.  (OCCUPANCIES: R-2, S-2, AND M; CONSTRUCTION TYPE:IA) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING",DE ROUIN MICHAEL E,DIRECT DEVELOPER SERVICES,1475 N KINGSBURY ST,2022.0
206,41.9681551,-87.71807609999999,"***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT 100889904; REVISIONS ARE TO LANDSCAPE ONLY, AS PER PLANS",NATKE ROBERT E,DIRECT DEVELOPER SERVICES,3559 W LAWRENCE AVE,2022.0
207,41.896791,-87.6412457,***DIRECT DEVELOPER SERVICES*** FULL BUILDING PERMIT AND ASSOCIATED SITE WORK AS PER PLANS FOR 22 STORY RESIDENTIAL APARTMENT BUILDING (200 UNITS) FOUNDATION AND PARTIAL SUPERSTRUCTURE UNDER PERMIT #100884883   CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,HAYMES DAVID A,DIRECT DEVELOPER SERVICES,808 N CLEVELAND AVE,2021.0
208,41.8996496,-87.6346442,***DIRECT DEVELOPER SERVICES*** CAISSONS ONLY PERMIT FOR A FUTURE 21 STORY RESIDENTIAL BUILDING; AS PER PLANS. CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING,PLUNKARD JAMES M,DIRECT DEVELOPER SERVICES,920 N WELLS ST,2022.0
