borough,neighborhood_name,Classification,property_group,year_quarter,deal_volume,avg_price,median_price,# of Deals
Bronx,Woodstock,Commercial,Other,21/Q1,"$15,800,000","$7,900,000","$7,900,000",2
Bronx,,Commercial,Industrial,21/Q1,"$650,000","$650,000","$650,000",1
Bronx,,Commercial,Land,21/Q1,"$10,295,997","$605,647","$535,000",17
Bronx,,Commercial,Multi-Family Dwelling,21/Q1,"$1,300,000","$1,300,000","$1,300,000",1
Bronx,,Commercial,Office,21/Q1,"$400,000","$400,000","$400,000",1
Bronx,,Commercial,Other,21/Q1,"$129,981,643","$14,442,405","$21,000,000",9
Brooklyn,Bath Beach,Commercial,Land,21/Q1,"$4,900,000","$4,900,000","$4,900,000",1
Brooklyn,Bath Beach,Commercial,Mixed-Use,21/Q1,"$3,560,000","$1,186,667","$1,160,000",3
Brooklyn,Bath Beach,Commercial,Multi-Family Dwelling,21/Q1,"$1,950,000","$1,950,000","$1,950,000",1
Brooklyn,Bath Beach,Commercial,Other,21/Q1,"$2,250,000","$1,125,000","$1,125,000",2
Brooklyn,Bay Ridge,Commercial,Mixed-Use,21/Q1,"$3,558,000","$1,186,000","$998,000",3
Brooklyn,Bay Ridge,Commercial,Multi-Family Dwelling,21/Q1,"$21,904,883","$7,301,628","$7,725,143",3
Brooklyn,Bay Ridge,Commercial,Other,21/Q1,"$50,110,000","$10,022,000","$8,190,000",5
Brooklyn,Bedford-Stuyvesant,Commercial,Land,21/Q1,"$700,000","$700,000","$700,000",1
Brooklyn,Bedford-Stuyvesant,Commercial,Mixed-Use,21/Q1,"$6,485,000","$2,161,667","$2,200,000",3
Brooklyn,Bedford-Stuyvesant,Commercial,Multi-Family Dwelling,21/Q1,"$45,254,238","$5,028,249","$2,500,000",9
Brooklyn,Bedford-Stuyvesant,Commercial,Other,21/Q1,"$450,000","$225,000","$225,000",2
Brooklyn,Bensonhurst,Commercial,Mixed-Use,21/Q1,"$3,240,000","$1,620,000","$1,620,000",2
Brooklyn,Bensonhurst,Commercial,Multi-Family Dwelling,21/Q1,"$23,805,888","$1,700,421","$1,582,500",14
Brooklyn,Bensonhurst,Commercial,Other,21/Q1,"$30,300,000","$15,150,000","$15,150,000",2
Brooklyn,Boerum Hill,Commercial,Mixed-Use,21/Q1,"$4,700,000","$2,350,000","$2,350,000",2
Brooklyn,Boerum Hill,Commercial,Multi-Family Dwelling,21/Q1,"$2,583,108","$2,583,108","$2,583,108",1
Brooklyn,Boerum Hill,Commercial,Other,21/Q1,"$1,688,246,000","$562,748,667","$45,000,000",3
Brooklyn,Borough Park,Commercial,Condo,21/Q1,"$200,000","$200,000","$200,000",1
Brooklyn,Borough Park,Commercial,Land,21/Q1,"$2,350,000","$2,350,000","$2,350,000",1
Brooklyn,Borough Park,Commercial,Mixed-Use,21/Q1,"$11,320,501","$1,415,063","$1,300,000",8
Brooklyn,Borough Park,Commercial,Multi-Family Dwelling,21/Q1,"$1,515,000","$1,515,000","$1,515,000",1
Brooklyn,Borough Park,Commercial,Other,21/Q1,"$59,925,000","$8,560,714","$5,425,000",7
Brooklyn,Brighton Beach,Commercial,Multi-Family Dwelling,21/Q1,"$3,140,500","$1,570,250","$1,570,250",2
Brooklyn,Brighton Beach,Commercial,Other,21/Q1,"$8,000,000","$8,000,000","$8,000,000",1
Brooklyn,Brooklyn Heights,Commercial,Multi-Family Dwelling,21/Q1,"$30,339,716","$3,371,080","$3,000,000",9
Brooklyn,Brooklyn Heights,Commercial,Other,21/Q1,"$7,532,800","$3,766,400","$3,766,400",2
Brooklyn,Brownsville,Commercial,Mixed-Use,21/Q1,"$1,100,000","$1,100,000","$1,100,000",1
Brooklyn,Brownsville,Commercial,Multi-Family Dwelling,21/Q1,"$3,782,800","$756,560","$788,800",5
Brooklyn,Brownsville,Commercial,Other,21/Q1,"$2,630,000","$876,667","$975,000",3
Brooklyn,Brownsville,Commercial,Retail,21/Q1,"$500,000","$500,000","$500,000",1
Brooklyn,Bushwick,Commercial,Land,21/Q1,"$1,139,000","$569,500","$569,500",2
Brooklyn,Bushwick,Commercial,Mixed-Use,21/Q1,"$4,640,000","$1,160,000","$1,220,000",4
Brooklyn,Bushwick,Commercial,Multi-Family Dwelling,21/Q1,"$22,494,317","$1,730,332","$1,505,000",13
Brooklyn,Bushwick,Commercial,Other,21/Q1,"$7,827,000","$2,609,000","$2,350,000",3
Brooklyn,Canarsie,Commercial,Mixed-Use,21/Q1,"$1,333,000","$666,500","$666,500",2
Brooklyn,Canarsie,Commercial,Multi-Family Dwelling,21/Q1,"$1,800,000","$900,000","$900,000",2
Brooklyn,Canarsie,Commercial,Other,21/Q1,"$7,350,000","$2,450,000","$3,050,000",3
Brooklyn,Canarsie,Commercial,Retail,21/Q1,"$890,000","$890,000","$890,000",1
Brooklyn,Carroll Gardens,Commercial,Land,21/Q1,"$2,220,000","$2,220,000","$2,220,000",1
Brooklyn,Carroll Gardens,Commercial,Mixed-Use,21/Q1,"$5,905,000","$1,968,333","$1,905,000",3
Brooklyn,Carroll Gardens,Commercial,Multi-Family Dwelling,21/Q1,"$7,330,000","$3,665,000","$3,665,000",2
Brooklyn,Carroll Gardens,Commercial,Other,21/Q1,"$2,000,000","$2,000,000","$2,000,000",1
Brooklyn,Clinton Hill,Commercial,Industrial,21/Q1,"$3,050,000","$3,050,000","$3,050,000",1
Brooklyn,Clinton Hill,Commercial,Multi-Family Dwelling,21/Q1,"$7,391,800","$2,463,933","$2,349,300",3
Brooklyn,Clinton Hill,Commercial,Other,21/Q1,"$1,160,000","$1,160,000","$1,160,000",1
Brooklyn,Cobble Hill,Commercial,Mixed-Use,21/Q1,"$27,000,000","$9,000,000","$9,000,000",3
Brooklyn,Cobble Hill,Commercial,Multi-Family Dwelling,21/Q1,"$2,925,000","$2,925,000","$2,925,000",1
Brooklyn,Columbia Waterfront,Commercial,Multi-Family Dwelling,21/Q1,"$724,117","$724,117","$724,117",1
Brooklyn,Coney Island,Commercial,Mixed-Use,21/Q1,"$550,000","$550,000","$550,000",1
Brooklyn,Coney Island,Commercial,Other,21/Q1,"$2,025,000","$1,012,500","$1,012,500",2
Brooklyn,Crown Heights,Commercial,Land,21/Q1,"$1,800,000","$1,800,000","$1,800,000",1
Brooklyn,Crown Heights,Commercial,Mixed-Use,21/Q1,"$1,748,000","$1,748,000","$1,748,000",1
Brooklyn,Crown Heights,Commercial,Multi-Family Dwelling,21/Q1,"$10,785,000","$1,540,714","$1,300,000",7
Brooklyn,Crown Heights,Commercial,Other,21/Q1,"$9,750,000","$4,875,000","$4,875,000",2
Brooklyn,Ditmars Park,Commercial,Mixed-Use,21/Q1,"$3,595,000","$1,797,500","$1,797,500",2
Brooklyn,Downtown Brooklyn,Commercial,Mixed-Use,21/Q1,"$3,200,000","$3,200,000","$3,200,000",1
Brooklyn,Downtown Brooklyn,Commercial,Other,21/Q1,"$3,396,660,558","$485,237,223","$40,000,000",7
Brooklyn,Dyker Heights,Commercial,Condo,21/Q1,"$2,700,000","$900,000","$1,080,000",3
Brooklyn,Dyker Heights,Commercial,Mixed-Use,21/Q1,"$4,905,000","$1,226,250","$1,117,500",4
Brooklyn,Dyker Heights,Commercial,Other,21/Q1,"$38,905,000","$5,557,857","$8,530,000",7
Brooklyn,East New York,Commercial,Land,21/Q1,"$2,760,000","$690,000","$597,500",4
Brooklyn,East New York,Commercial,Mixed-Use,21/Q1,"$6,845,000","$684,500","$500,000",10
Brooklyn,East New York,Commercial,Multi-Family Dwelling,21/Q1,"$8,060,000","$895,556","$895,000",9
Brooklyn,East New York,Commercial,Other,21/Q1,"$21,153,500","$3,021,929","$1,450,000",7
Brooklyn,East Williamsburg,Commercial,Land,21/Q1,"$2,450,000","$2,450,000","$2,450,000",1
Brooklyn,East Williamsburg,Commercial,Mixed-Use,21/Q1,"$2,993,750","$997,917","$468,750",3
Brooklyn,East Williamsburg,Commercial,Multi-Family Dwelling,21/Q1,"$41,181,124","$4,575,680","$5,324,895",9
Brooklyn,East Williamsburg,Commercial,Office,21/Q1,"$5,000,000","$5,000,000","$5,000,000",1
Brooklyn,East Williamsburg,Commercial,Other,21/Q1,"$96,085,158","$24,021,290","$4,000,000",4
Brooklyn,East Williamsburg-Bushwick,Commercial,Land,21/Q1,"$5,324,895","$5,324,895","$5,324,895",1
Brooklyn,East Williamsburg-Bushwick,Commercial,Mixed-Use,21/Q1,"$4,455,000","$2,227,500","$2,227,500",2
Brooklyn,East Williamsburg-Bushwick,Commercial,Multi-Family Dwelling,21/Q1,"$15,974,685","$5,324,895","$5,324,895",3
Brooklyn,East Williamsburg-Bushwick,Commercial,Other,21/Q1,"$55,025,000","$9,170,833","$8,487,500",6
Brooklyn,Flatbush,Commercial,Mixed-Use,21/Q1,"$810,000","$810,000","$810,000",1
Brooklyn,Flatbush,Commercial,Multi-Family Dwelling,21/Q1,"$11,162,033","$1,594,576","$750,000",7
Brooklyn,Flatbush,Commercial,Other,21/Q1,"$1,471,660","$1,471,660","$1,471,660",1
Brooklyn,Flatlands,Commercial,Mixed-Use,21/Q1,"$825,000","$825,000","$825,000",1
Brooklyn,Flatlands,Commercial,Other,21/Q1,"$1,750,000","$875,000","$875,000",2
Brooklyn,Fort Greene,Commercial,Land,21/Q1,"$662,000","$331,000","$331,000",2
Brooklyn,Fort Greene,Commercial,Multi-Family Dwelling,21/Q1,"$1,471,931","$1,471,931","$1,471,931",1
Brooklyn,Fort Greene,Commercial,Other,21/Q1,"$12,700,000","$6,350,000","$6,350,000",2
Brooklyn,Gerritsen Beach,Commercial,Other,21/Q1,"$6,725,000","$611,364","$600,000",11
Brooklyn,Gowanus,Commercial,Multi-Family Dwelling,21/Q1,"$3,240,000","$1,620,000","$1,620,000",2
Brooklyn,Gowanus,Commercial,Other,21/Q1,"$12,880,000","$4,293,333","$2,830,000",3
Brooklyn,Gravesend,Commercial,Land,21/Q1,"$4,835,000","$4,835,000","$4,835,000",1
Brooklyn,Gravesend,Commercial,Mixed-Use,21/Q1,"$5,075,000","$1,691,667","$1,700,000",3
Brooklyn,Gravesend,Commercial,Multi-Family Dwelling,21/Q1,"$16,886,500","$1,876,278","$1,185,000",9
Brooklyn,Gravesend,Commercial,Other,21/Q1,"$11,247,500","$2,249,500","$1,700,000",5
Brooklyn,Greenpoint,Commercial,Mixed-Use,21/Q1,"$9,730,000","$3,243,333","$2,900,000",3
Brooklyn,Greenpoint,Commercial,Multi-Family Dwelling,21/Q1,"$13,074,790","$3,268,698","$3,374,948",4
Brooklyn,Greenpoint,Commercial,Other,21/Q1,"$20,230,400","$5,057,600","$4,940,200",4
Brooklyn,Greenwood,Commercial,Mixed-Use,21/Q1,"$3,975,000","$1,987,500","$1,987,500",2
Brooklyn,Greenwood,Commercial,Multi-Family Dwelling,21/Q1,"$1,480,000","$1,480,000","$1,480,000",1
Brooklyn,Greenwood,Commercial,Office,21/Q1,"$2,400,000","$2,400,000","$2,400,000",1
Brooklyn,Greenwood,Commercial,Other,21/Q1,"$90,545,158","$22,636,290","$1,480,000",4
Brooklyn,Homecrest,Commercial,Condo,21/Q1,"$2,050,000","$2,050,000","$2,050,000",1
Brooklyn,Homecrest,Commercial,Co-op,21/Q1,"$220,000","$220,000","$220,000",1
Brooklyn,Homecrest,Commercial,Mixed-Use,21/Q1,"$1,845,000","$922,500","$922,500",2
Brooklyn,Homecrest,Commercial,Multi-Family Dwelling,21/Q1,"$1,950,000","$650,000","$650,000",3
Brooklyn,Homecrest,Commercial,Other,21/Q1,"$3,000,000","$3,000,000","$3,000,000",1
Brooklyn,Kensington,Commercial,Mixed-Use,21/Q1,"$3,900,000","$1,950,000","$1,950,000",2
Brooklyn,Manhattan Beach,Commercial,Land,21/Q1,"$875,000","$875,000","$875,000",1
Brooklyn,Mapleton,Commercial,Mixed-Use,21/Q1,"$1,200,000","$1,200,000","$1,200,000",1
Brooklyn,Mapleton,Commercial,Multi-Family Dwelling,21/Q1,"$2,625,000","$1,312,500","$1,312,500",2
Brooklyn,Mapleton,Commercial,Office,21/Q1,"$3,625,000","$3,625,000","$3,625,000",1
Brooklyn,Marine Park,Commercial,Mixed-Use,21/Q1,"$1,645,000","$822,500","$822,500",2
Brooklyn,Midwood,Commercial,Mixed-Use,21/Q1,"$5,480,000","$1,096,000","$860,000",5
Brooklyn,Midwood,Commercial,Multi-Family Dwelling,21/Q1,"$17,700,000","$2,950,000","$2,950,000",6
Brooklyn,Midwood,Commercial,Other,21/Q1,"$12,200,000","$4,066,667","$1,500,000",3
Brooklyn,Mill Basin,Commercial,Other,21/Q1,"$1,800,000","$1,800,000","$1,800,000",1
Brooklyn,Northeast Flatbush,Commercial,Co-op,21/Q1,"$242,500","$242,500","$242,500",1
Brooklyn,Northeast Flatbush,Commercial,Land,21/Q1,"$2,199,000","$733,000","$950,000",3
Brooklyn,Northeast Flatbush,Commercial,Mixed-Use,21/Q1,"$3,319,500","$829,875","$960,000",4
Brooklyn,Northeast Flatbush,Commercial,Multi-Family Dwelling,21/Q1,"$1,275,570","$637,785","$637,785",2
Brooklyn,Northeast Flatbush,Commercial,Other,21/Q1,"$2,585,000","$861,667","$860,000",3
Brooklyn,Northeast Flatbush,Commercial,Retail,21/Q1,"$840,000","$840,000","$840,000",1
Brooklyn,North Williamsburg,Commercial,Condo,21/Q1,"$96,000,000","$32,000,000","$32,000,000",3
Brooklyn,North Williamsburg,Commercial,Land,21/Q1,"$6,166,667","$2,055,556","$1,666,667",3
Brooklyn,North Williamsburg,Commercial,Multi-Family Dwelling,21/Q1,"$1,700,000","$1,700,000","$1,700,000",1
Brooklyn,North Williamsburg,Commercial,Other,21/Q1,"$2,061,300,000","$137,420,000","$145,000,000",15
Brooklyn,Ocean Parkway,Commercial,Mixed-Use,21/Q1,"$999,999","$999,999","$999,999",1
Brooklyn,Ocean Parkway,Commercial,Other,21/Q1,"$3,010,000","$1,505,000","$1,505,000",2
Brooklyn,Park Slope,Commercial,Condo,21/Q1,"$360,000","$360,000","$360,000",1
Brooklyn,Park Slope,Commercial,Mixed-Use,21/Q1,"$10,878,900","$2,175,780","$1,992,000",5
Brooklyn,Park Slope,Commercial,Multi-Family Dwelling,21/Q1,"$87,899,360","$4,394,968","$3,300,000",20
Brooklyn,Park Slope,Commercial,Other,21/Q1,"$23,622,420","$4,724,484","$3,522,420",5
Brooklyn,Prospect Heights,Commercial,Mixed-Use,21/Q1,"$1,480,000","$1,480,000","$1,480,000",1
Brooklyn,Prospect Heights,Commercial,Multi-Family Dwelling,21/Q1,"$23,361,680","$4,672,336","$3,961,680",5
Brooklyn,Prospect Lefferts Ga,Commercial,Mixed-Use,21/Q1,"$2,171,000","$1,085,500","$1,085,500",2
Brooklyn,Prospect Lefferts Ga,Commercial,Multi-Family Dwelling,21/Q1,"$4,350,000","$1,450,000","$1,450,000",3
Brooklyn,Red Hook,Commercial,Land,21/Q1,"$180,000,000","$45,000,000","$45,000,000",4
Brooklyn,Red Hook,Commercial,Mixed-Use,21/Q1,"$2,585,000","$2,585,000","$2,585,000",1
Brooklyn,Red Hook,Commercial,Other,21/Q1,"$81,620,000","$27,206,667","$2,585,000",3
Brooklyn,Sea Gate,Commercial,Other,21/Q1,"$220,000","$220,000","$220,000",1
Brooklyn,Sheepshead Bay,Commercial,Multi-Family Dwelling,21/Q1,"$5,400,000","$900,000","$900,000",6
Brooklyn,Sheepshead Bay,Commercial,Other,21/Q1,"$23,425,000","$7,808,333","$975,000",3
Brooklyn,South Williamsburg,Commercial,Mixed-Use,21/Q1,"$2,230,000","$2,230,000","$2,230,000",1
Brooklyn,South Williamsburg,Commercial,Other,21/Q1,"$17,550,000","$5,850,000","$7,500,000",3
Brooklyn,Stuyvesant Heights,Commercial,Land,21/Q1,"$760,000","$760,000","$760,000",1
Brooklyn,Stuyvesant Heights,Commercial,Mixed-Use,21/Q1,"$4,740,000","$1,580,000","$1,470,000",3
Brooklyn,Stuyvesant Heights,Commercial,Multi-Family Dwelling,21/Q1,"$64,488,000","$4,960,615","$2,418,000",13
Brooklyn,Stuyvesant Heights,Commercial,Other,21/Q1,"$2,970,000","$2,970,000","$2,970,000",1
Brooklyn,Sunset Park,Commercial,Land,21/Q1,"$1,190,000","$1,190,000","$1,190,000",1
Brooklyn,Sunset Park,Commercial,Mixed-Use,21/Q1,"$8,130,000","$4,065,000","$4,065,000",2
Brooklyn,Sunset Park,Commercial,Multi-Family Dwelling,21/Q1,"$17,892,000","$2,982,000","$3,120,000",6
Brooklyn,Sunset Park,Commercial,Other,21/Q1,"$22,200,000","$4,440,000","$3,600,000",5
Brooklyn,Windsor Terrace,Commercial,Mixed-Use,21/Q1,"$5,936,000","$2,968,000","$2,968,000",2
Brooklyn,,Commercial,Land,21/Q1,"$27,523,958","$1,376,198","$777,000",20
Brooklyn,,Commercial,Mixed-Use,21/Q1,"$4,100,000","$4,100,000","$4,100,000",1
Brooklyn,,Commercial,Multi-Family Dwelling,21/Q1,"$21,132,802","$2,348,089","$724,117",9
Brooklyn,,Commercial,Other,21/Q1,"$37,591,748","$1,503,670","$725,000",25
Manhattan,Carnegie Hill,Commercial,Multi-Family Dwelling,21/Q1,"$9,150,000","$3,050,000","$1,250,000",3
Manhattan,Central Harlem,Commercial,Multi-Family Dwelling,21/Q1,"$113,390,123","$12,598,903","$15,748,875",9
Manhattan,Central Harlem,Commercial,Other,21/Q1,"$5,339,849","$1,334,962","$914,962",4
Manhattan,Chelsea,Commercial,Co-op,21/Q1,"$4,757,000","$2,378,500","$2,378,500",2
Manhattan,Chelsea,Commercial,Multi-Family Dwelling,21/Q1,"$10,950,000","$5,475,000","$5,475,000",2
Manhattan,Chelsea,Commercial,Other,21/Q1,"$7,107,449,210","$546,726,862","$63,000,000",13
Manhattan,Chinatown,Commercial,Condo,21/Q1,"$1,157,243","$1,157,243","$1,157,243",1
Manhattan,Chinatown,Commercial,Other,21/Q1,"$638,000","$638,000","$638,000",1
Manhattan,East Harlem,Commercial,Land,21/Q1,"$4,018,000","$4,018,000","$4,018,000",1
Manhattan,East Harlem,Commercial,Multi-Family Dwelling,21/Q1,"$14,777,938","$923,621","$858,650",16
Manhattan,East Harlem,Commercial,Other,21/Q1,"$12,190,000","$6,095,000","$6,095,000",2
Manhattan,East Harlem,Commercial,Retail,21/Q1,"$2,350,000","$2,350,000","$2,350,000",1
Manhattan,East Village,Commercial,Co-op,21/Q1,"$438,000","$438,000","$438,000",1
Manhattan,East Village,Commercial,Mixed-Use,21/Q1,"$3,700,000","$3,700,000","$3,700,000",1
Manhattan,East Village,Commercial,Multi-Family Dwelling,21/Q1,"$16,400,000","$5,466,667","$5,975,000",3
Manhattan,East Village,Commercial,Other,21/Q1,"$8,125,000","$4,062,500","$4,062,500",2
Manhattan,Fifth Mad,Commercial,Other,21/Q1,"$447,318,000","$447,318,000","$447,318,000",1
Manhattan,Financial District,Commercial,Condo,21/Q1,"$4,402,000","$4,402,000","$4,402,000",1
Manhattan,Financial District,Commercial,Multi-Family Dwelling,21/Q1,"$447,318,000","$447,318,000","$447,318,000",1
Manhattan,Financial District,Commercial,Other,21/Q1,"$2,420,513,525","$302,564,191","$48,320,040",8
Manhattan,Flatiron,Commercial,Condo,21/Q1,"$2,990,000","$2,990,000","$2,990,000",1
Manhattan,Flatiron,Commercial,Other,21/Q1,"$2,702,782,805","$168,923,925","$12,040,000",16
Manhattan,Fort George,Commercial,Multi-Family Dwelling,21/Q1,"$55,120,618","$5,512,062","$5,384,993",10
Manhattan,Garment District,Commercial,Other,21/Q1,"$19,419,215","$3,236,536","$4,000,000",6
Manhattan,Garment District,,Other,21/Q1,"$1,183,185,950","$98,598,829","$98,598,829",12
Manhattan,Gramercy Park,Commercial,Multi-Family Dwelling,21/Q1,"$12,600,000","$6,300,000","$6,300,000",2
Manhattan,Grand Central,Commercial,Other,21/Q1,"$32,900,000","$10,966,667","$4,700,000",3
Manhattan,Greenwich Village,Commercial,Multi-Family Dwelling,21/Q1,"$22,875,000","$22,875,000","$22,875,000",1
Manhattan,Greenwich Village,Commercial,Other,21/Q1,"$27,125,000","$13,562,500","$13,562,500",2
Manhattan,Hamilton Heights,Commercial,Office,21/Q1,"$1,025,000","$1,025,000","$1,025,000",1
Manhattan,Hamilton Heights,Commercial,Other,21/Q1,"$23,800,000","$23,800,000","$23,800,000",1
Manhattan,Hell's Kitchen,Commercial,Other,21/Q1,"$1,730,218,575","$346,043,715","$26,750,000",5
Manhattan,Hudson Yards,Commercial,Condo,21/Q1,"$457,546,525","$228,773,263","$228,773,263",2
Manhattan,Hudson Yards,Commercial,Other,21/Q1,"$1,760,048,627","$352,009,725","$315,803,305",5
Manhattan,Inwood,Commercial,Multi-Family Dwelling,21/Q1,"$25,902,365","$8,634,122","$7,115,821",3
Manhattan,Inwood,Commercial,Other,21/Q1,"$1,709,746,000","$284,957,667","$17,500,000",6
Manhattan,Kips Bay,Commercial,Other,21/Q1,"$9,000,000","$9,000,000","$9,000,000",1
Manhattan,Lenox Hill,Commercial,Co-op,21/Q1,"$5,350,000","$1,070,000","$1,200,000",5
Manhattan,Lenox Hill,Commercial,Other,21/Q1,"$67,650,000","$16,912,500","$9,875,000",4
Manhattan,Lincoln Square,Commercial,Co-op,21/Q1,"$475,000","$475,000","$475,000",1
Manhattan,Lincoln Square,Commercial,Other,21/Q1,"$222,000,000","$222,000,000","$222,000,000",1
Manhattan,Lincoln Square,,Other,21/Q1,"$773,000","$193,250","$191,500",4
Manhattan,Little Italy,Commercial,Condo,21/Q1,"$1,940,000","$1,940,000","$1,940,000",1
Manhattan,Little Italy,Commercial,Other,21/Q1,"$7,440,438","$7,440,438","$7,440,438",1
Manhattan,Lower East Side,Commercial,Condo,21/Q1,"$2,250,000","$2,250,000","$2,250,000",1
Manhattan,Lower East Side,Commercial,Multi-Family Dwelling,21/Q1,"$2,400,000","$2,400,000","$2,400,000",1
Manhattan,Lower East Side,Commercial,Other,21/Q1,"$84,417,763","$9,379,751","$2,400,000",9
Manhattan,Manhattan Valley,Commercial,Multi-Family Dwelling,21/Q1,"$163,128,640","$40,782,160","$46,077,160",4
Manhattan,Manhattanville,Commercial,Multi-Family Dwelling,21/Q1,"$11,830,325","$5,915,163","$5,915,163",2
Manhattan,Murray Hill,Commercial,Condo,21/Q1,"$10,741,000","$10,741,000","$10,741,000",1
Manhattan,Murray Hill,Commercial,Co-op,21/Q1,"$480,000","$480,000","$480,000",1
Manhattan,Murray Hill,Commercial,Multi-Family Dwelling,21/Q1,"$8,700,000","$8,700,000","$8,700,000",1
Manhattan,Murray Hill,Commercial,Other,21/Q1,"$3,360,250","$3,360,250","$3,360,250",1
Manhattan,Nolita,Commercial,Other,21/Q1,"$1,881,505","$940,752","$940,752",2
Manhattan,NoMad,Commercial,Other,21/Q1,"$1,696,848,080","$848,424,040","$848,424,040",2
Manhattan,Penn Plaza,Commercial,Other,21/Q1,"$315,803,305","$315,803,305","$315,803,305",1
Manhattan,Plaza District,Commercial,Retail,21/Q1,"$894,636,000","$447,318,000","$447,318,000",2
Manhattan,Plaza District,,Other,21/Q1,"$125,000","$125,000","$125,000",1
Manhattan,Sixth Avenue,Commercial,Condo,21/Q1,"$4,350,000","$4,350,000","$4,350,000",1
Manhattan,Sixth Avenue,Commercial,Other,21/Q1,"$9,853,000","$4,926,500","$4,926,500",2
Manhattan,SoHo,Commercial,Condo,21/Q1,"$447,318,000","$447,318,000","$447,318,000",1
Manhattan,SoHo,Commercial,Other,21/Q1,"$800,000","$400,000","$400,000",2
Manhattan,South Harlem,Commercial,Multi-Family Dwelling,21/Q1,"$30,225,000","$6,045,000","$3,200,000",5
Manhattan,South Harlem,Commercial,Other,21/Q1,"$11,000,000","$11,000,000","$11,000,000",1
Manhattan,Sutton Place,Commercial,Other,21/Q1,"$929,200,000","$232,300,000","$232,300,000",4
Manhattan,Times Square,Commercial,Multi-Family Dwelling,21/Q1,"$2,900,000","$2,900,000","$2,900,000",1
Manhattan,Times Square,Commercial,Other,21/Q1,"$1,686,956,000","$562,318,667","$37,000,000",3
Manhattan,Times Square North,Commercial,Co-op,21/Q1,"$597,500","$597,500","$597,500",1
Manhattan,Times Square North,Commercial,Mixed-Use,21/Q1,"$4,750,000","$2,375,000","$2,375,000",2
Manhattan,Times Square North,Commercial,Multi-Family Dwelling,21/Q1,"$9,000,000","$9,000,000","$9,000,000",1
Manhattan,Tribeca,Commercial,Condo,21/Q1,"$3,200,000","$3,200,000","$3,200,000",1
Manhattan,Tribeca,Commercial,Other,21/Q1,"$1,665,546,000","$277,591,000","$4,400,000",6
Manhattan,Turtle Bay,Commercial,Other,21/Q1,"$3,508,145","$1,754,073","$1,754,073",2
Manhattan,Two Bridges,Commercial,Condo,21/Q1,"$494,046","$494,046","$494,046",1
Manhattan,Two Bridges,Commercial,Multi-Family Dwelling,21/Q1,"$163,012,666","$163,012,666","$163,012,666",1
Manhattan,Two Bridges,Commercial,Other,21/Q1,"$438,437,636","$146,145,879","$14,000,000",3
Manhattan,Upper East Side,Commercial,Condo,21/Q1,"$1,480,000","$1,480,000","$1,480,000",1
Manhattan,Upper East Side,Commercial,Co-op,21/Q1,"$1,865,000","$932,500","$932,500",2
Manhattan,Upper East Side,Commercial,Multi-Family Dwelling,21/Q1,"$5,823,000","$5,823,000","$5,823,000",1
Manhattan,Upper East Side,Commercial,Other,21/Q1,"$21,386,978","$10,693,489","$10,693,489",2
Manhattan,Upper West Side,Commercial,Multi-Family Dwelling,21/Q1,"$46,520,000","$6,645,714","$3,100,000",7
Manhattan,Upper West Side,Commercial,Other,21/Q1,"$5,200,000","$5,200,000","$5,200,000",1
Manhattan,Washington Heights,Commercial,Multi-Family Dwelling,21/Q1,"$50,709,335","$5,634,371","$5,200,000",9
Manhattan,Washington Heights,Commercial,Other,21/Q1,"$2,175,000","$725,000","$575,000",3
Manhattan,West Village,Commercial,Condo,21/Q1,"$82,000,000","$41,000,000","$41,000,000",2
Manhattan,West Village,Commercial,Multi-Family Dwelling,21/Q1,"$13,928,019","$4,642,673","$4,300,000",3
Manhattan,Yorkville,Commercial,Condo,21/Q1,"$2,000,000","$2,000,000","$2,000,000",1
Manhattan,Yorkville,Commercial,Co-op,21/Q1,"$330,000","$330,000","$330,000",1
Manhattan,Yorkville,Commercial,Multi-Family Dwelling,21/Q1,"$50,183,250","$8,363,875","$7,341,625",6
Manhattan,,Commercial,Condo,21/Q1,"$585,322,625","$83,617,518","$24,269,625",7
Manhattan,,Commercial,Co-op,21/Q1,"$875,000","$875,000","$875,000",1
Manhattan,,Commercial,Mixed-Use,21/Q1,"$19,500,000","$19,500,000","$19,500,000",1
Manhattan,,Commercial,Multi-Family Dwelling,21/Q1,"$1,571,392","$1,571,392","$1,571,392",1
Manhattan,,Commercial,Other,21/Q1,"$26,176,630,223","$493,898,683","$70,465,473",53
Queens,Arverne,Commercial,Land,21/Q1,"$200,000","$200,000","$200,000",1
Queens,Arverne,Commercial,Other,21/Q1,"$1,500,000","$1,500,000","$1,500,000",1
Queens,Astoria,Commercial,Land,21/Q1,"$11,519,000","$3,839,667","$470,000",3
Queens,Astoria,Commercial,Mixed-Use,21/Q1,"$6,095,000","$1,523,750","$1,612,500",4
Queens,Astoria,Commercial,Multi-Family Dwelling,21/Q1,"$17,559,000","$4,389,750","$1,054,500",4
Queens,Astoria,Commercial,Other,21/Q1,"$26,040,000","$2,893,333","$2,125,000",9
Queens,Bayside,Commercial,Land,21/Q1,"$395,000","$395,000","$395,000",1
Queens,Bayside,Commercial,Multi-Family Dwelling,21/Q1,"$221,391","$221,391","$221,391",1
Queens,Bayside,Commercial,Other,21/Q1,"$9,650,000","$9,650,000","$9,650,000",1
Queens,Bayswater,Commercial,Multi-Family Dwelling,21/Q1,"$5,554,500","$1,851,500","$2,457,000",3
